region,scenario,time_frame,pressure,average_impact
Honduras,ssp585,medium-term,nutrient pollution,0.03432900121569981
Honduras,ssp245,current,ocean warming,0.07885652553190856
Honduras,ssp245,medium-term,ocean warming,0.2921021943742689
Honduras,ssp585,current,ocean warming,0.053345432429440814
Honduras,ssp585,medium-term,ocean warming,0.34791825717818003
Honduras,ssp245,current,primary productivity,5.336255056202314e-6
Honduras,ssp245,medium-term,primary productivity,7.843665621053186e-5
Honduras,ssp585,current,primary productivity,3.941744626647109e-6
Honduras,ssp585,medium-term,primary productivity,2.9699482094646184e-5
Honduras,ssp245,current,reduced oxygen,0.001397807464630946
Honduras,ssp245,medium-term,reduced oxygen,0.005208044176006779
Honduras,ssp585,current,reduced oxygen,0.001397807464630946
Honduras,ssp585,medium-term,reduced oxygen,0.0071523832740140415
Honduras,ssp245,current,sea level rise,0.05020900305603528
Honduras,ssp245,medium-term,sea level rise,0.08813139323584354
Honduras,ssp585,current,sea level rise,0.055434824351819276
Honduras,ssp585,medium-term,sea level rise,0.11141752333743639
El Salvador,ssp245,current,acidification,0
El Salvador,ssp245,medium-term,acidification,0
El Salvador,ssp585,current,acidification,0
El Salvador,ssp585,medium-term,acidification,0
El Salvador,ssp245,current,air heat index,7.906443687204499e-4
El Salvador,ssp245,medium-term,air heat index,0.013214814889209947
El Salvador,ssp585,current,air heat index,0.0011932760516515373
El Salvador,ssp585,medium-term,air heat index,0.025661599963314075
El Salvador,ssp245,current,coastal disturbance,0.17779188111990152
El Salvador,ssp245,medium-term,coastal disturbance,0.17275697644117827
El Salvador,ssp585,current,coastal disturbance,0.17586225687659862
El Salvador,ssp585,medium-term,coastal disturbance,0.15512052044232405
El Salvador,ssp245,current,fisheries biomass loss,0.20608673263041055
El Salvador,ssp245,medium-term,fisheries biomass loss,0.2914020984326271
El Salvador,ssp585,current,fisheries biomass loss,0.20608673263041055
El Salvador,ssp585,medium-term,fisheries biomass loss,0.2914020984326271
El Salvador,ssp245,current,light pollution,2.6418521906634813e-4
El Salvador,ssp245,medium-term,light pollution,0.0035411174542332446
El Salvador,ssp585,current,light pollution,5.091536645522861e-4
El Salvador,ssp585,medium-term,light pollution,0.0018954814962768292
El Salvador,ssp245,current,nutrient pollution,0.10199278568120462
El Salvador,ssp245,medium-term,nutrient pollution,0.11743512276518686
El Salvador,ssp585,current,nutrient pollution,0.10147237575250756
El Salvador,ssp585,medium-term,nutrient pollution,0.11468791183085614
El Salvador,ssp245,current,ocean warming,0.04700368020519363
El Salvador,ssp245,medium-term,ocean warming,0.24015797358924829
El Salvador,ssp585,current,ocean warming,0.04707774918665564
El Salvador,ssp585,medium-term,ocean warming,0.28255428848115116
El Salvador,ssp245,current,primary productivity,0.001535171184901429
El Salvador,ssp245,medium-term,primary productivity,0.008932738778526073
El Salvador,ssp585,current,primary productivity,0.0011551649859065088
El Salvador,ssp585,medium-term,primary productivity,0.010763728291180996
El Salvador,ssp245,current,reduced oxygen,0.04274772542158445
El Salvador,ssp245,medium-term,reduced oxygen,0.04631304558833449
El Salvador,ssp585,current,reduced oxygen,0.04274772542158445
El Salvador,ssp585,medium-term,reduced oxygen,0.04829617372382699
El Salvador,ssp245,current,sea level rise,0.011814616314950399
El Salvador,ssp245,medium-term,sea level rise,0.06852454142244824
El Salvador,ssp585,current,sea level rise,0.02129230041282426
El Salvador,ssp585,medium-term,sea level rise,0.11504737137147458
Mexico,ssp245,current,acidification,0.011863358191683344
Mexico,ssp245,medium-term,acidification,0.023464888164724917
Mexico,ssp585,current,acidification,0.011623943406666871
Mexico,ssp585,medium-term,acidification,0.032013949262648174
Mexico,ssp245,current,air heat index,0.0015632778332339175
Mexico,ssp245,medium-term,air heat index,0.02900678834198187
Mexico,ssp585,current,air heat index,0.001570854207014248
Mexico,ssp585,medium-term,air heat index,0.03239711684097993
Mexico,ssp245,current,coastal disturbance,0.06554670769378565
Mexico,ssp245,medium-term,coastal disturbance,0.06992431516683915
Mexico,ssp585,current,coastal disturbance,0.0650356090313994
Mexico,ssp585,medium-term,coastal disturbance,0.06602776081059875
Mexico,ssp245,current,fisheries biomass loss,0.20327390915987684
Mexico,ssp245,medium-term,fisheries biomass loss,0.2865695841572042
Mexico,ssp585,current,fisheries biomass loss,0.20327390915987684
Mexico,ssp585,medium-term,fisheries biomass loss,0.2865695841572042
Mexico,ssp245,current,light pollution,0.0017645486316051387
Mexico,ssp245,medium-term,light pollution,0.002418939070700239
Mexico,ssp585,current,light pollution,0.001734153441232247
Mexico,ssp585,medium-term,light pollution,0.0023122590989726457
Mexico,ssp245,current,nutrient pollution,0.02422761815333271
Mexico,ssp245,medium-term,nutrient pollution,0.026462863363831142
Mexico,ssp585,current,nutrient pollution,0.024256578079316554
Mexico,ssp585,medium-term,nutrient pollution,0.02508823139186168
Mexico,ssp245,current,ocean warming,0.0506790060780843
Mexico,ssp245,medium-term,ocean warming,0.15011011744418779
Mexico,ssp585,current,ocean warming,0.0378080648316396
Mexico,ssp585,medium-term,ocean warming,0.1914283357520259
Mexico,ssp245,current,primary productivity,0.002045735679266075
Mexico,ssp245,medium-term,primary productivity,0.0017466705217189472
Mexico,ssp585,current,primary productivity,0.002126343619059619
Mexico,ssp585,medium-term,primary productivity,0.007077569346697472
Mexico,ssp245,current,reduced oxygen,0.10074491474940468
Mexico,ssp245,medium-term,reduced oxygen,0.10426060591614739
Mexico,ssp585,current,reduced oxygen,0.10074491474940468
Mexico,ssp585,medium-term,reduced oxygen,0.10627771921233932
Mexico,ssp245,current,sea level rise,0.04639332073890135
Mexico,ssp245,medium-term,sea level rise,0.09432131381036388
Mexico,ssp585,current,sea level rise,0.055151211140082576
Mexico,ssp585,medium-term,sea level rise,0.1289649863653891
Guatemala,ssp245,current,acidification,0
Guatemala,ssp245,medium-term,acidification,0
Guatemala,ssp585,current,acidification,0
Guatemala,ssp585,medium-term,acidification,0
Guatemala,ssp245,current,air heat index,0.0017635232580250414
Guatemala,ssp245,medium-term,air heat index,0.020547734322510173
Guatemala,ssp585,current,air heat index,0.0018692853209595105
Guatemala,ssp585,medium-term,air heat index,0.034403587963625595
Guatemala,ssp245,current,coastal disturbance,0.16301951317796778
Guatemala,ssp245,medium-term,coastal disturbance,0.16927459985560167
Guatemala,ssp585,current,coastal disturbance,0.16092709749859574
Guatemala,ssp585,medium-term,coastal disturbance,0.1567372053384145
Guatemala,ssp245,current,fisheries biomass loss,0.22138735426642006
Guatemala,ssp245,medium-term,fisheries biomass loss,0.33036597301637716
Guatemala,ssp585,current,fisheries biomass loss,0.22138735426642006
Guatemala,ssp585,medium-term,fisheries biomass loss,0.33036597301637716
Guatemala,ssp245,current,light pollution,9.906944068898626e-4
Guatemala,ssp245,medium-term,light pollution,0.0017473943749886436
Guatemala,ssp585,current,light pollution,0.0011738653679517423
Guatemala,ssp585,medium-term,light pollution,0.0021733514378346236
Guatemala,ssp245,current,nutrient pollution,0.12756709609648065
Guatemala,ssp245,medium-term,nutrient pollution,0.1583749341545225
Guatemala,ssp585,current,nutrient pollution,0.12759502951230506
Guatemala,ssp585,medium-term,nutrient pollution,0.1610553333702296
Guatemala,ssp245,current,ocean warming,0.05148562061868369
Guatemala,ssp245,medium-term,ocean warming,0.21228178399698144
Guatemala,ssp585,current,ocean warming,0.05081159765191464
Guatemala,ssp585,medium-term,ocean warming,0.25071112048969446
Guatemala,ssp245,current,primary productivity,7.465169123124568e-4
Guatemala,ssp245,medium-term,primary productivity,0.004225063610842231
Guatemala,ssp585,current,primary productivity,5.728059062773712e-4
Guatemala,ssp585,medium-term,primary productivity,0.0070720619978129
Guatemala,ssp245,current,reduced oxygen,0.018677157823884617
Guatemala,ssp245,medium-term,reduced oxygen,0.022869415564388887
Guatemala,ssp585,current,reduced oxygen,0.018677157823884617
Guatemala,ssp585,medium-term,reduced oxygen,0.02478863111579293
Guatemala,ssp245,current,sea level rise,0.04609080110113409
Guatemala,ssp245,medium-term,sea level rise,0.10816164167791412
Guatemala,ssp585,current,sea level rise,0.05644049779315443
Guatemala,ssp585,medium-term,sea level rise,0.14891215256270166
Belize,ssp245,current,acidification,0
Belize,ssp245,medium-term,acidification,0
Belize,ssp585,current,acidification,0
Belize,ssp585,medium-term,acidification,0
Belize,ssp245,current,air heat index,0.0010190938230850675
Belize,ssp245,medium-term,air heat index,0.12573336240500152
Belize,ssp585,current,air heat index,0.0010393685689856775
Belize,ssp585,medium-term,air heat index,0.13456839099218892
Belize,ssp245,current,coastal disturbance,0.07397457386089787
Belize,ssp245,medium-term,coastal disturbance,0.07744496463523402
Belize,ssp585,current,coastal disturbance,0.07298531836223437
Belize,ssp585,medium-term,coastal disturbance,0.0698411200718768
Belize,ssp245,current,fisheries biomass loss,0.12054865371222452
Belize,ssp245,medium-term,fisheries biomass loss,0.22024773004440643
Belize,ssp585,current,fisheries biomass loss,0.12054865371222452
Belize,ssp585,medium-term,fisheries biomass loss,0.22024773004440643
Belize,ssp245,current,light pollution,3.540864330281704e-4
Belize,ssp245,medium-term,light pollution,6.129940126622797e-4
Belize,ssp585,current,light pollution,3.725828744036162e-4
Belize,ssp585,medium-term,light pollution,4.468102856233873e-4
Belize,ssp245,current,nutrient pollution,0.010489756957615908
Belize,ssp245,medium-term,nutrient pollution,0.014513967157477837
Belize,ssp585,current,nutrient pollution,0.010415812043430528
Belize,ssp585,medium-term,nutrient pollution,0.017391187247985888
Belize,ssp245,current,ocean warming,0.07556934305283669
Belize,ssp245,medium-term,ocean warming,0.28326510372055463
Belize,ssp585,current,ocean warming,0.04874065355612836
Belize,ssp585,medium-term,ocean warming,0.34880866225989704
Belize,ssp245,current,primary productivity,0
Belize,ssp245,medium-term,primary productivity,0
Belize,ssp585,current,primary productivity,0
Belize,ssp585,medium-term,primary productivity,0
Belize,ssp245,current,reduced oxygen,7.840812059454812e-4
Belize,ssp245,medium-term,reduced oxygen,0.0042345575384087905
Belize,ssp585,current,reduced oxygen,7.840812059454812e-4
Belize,ssp585,medium-term,reduced oxygen,0.006434595546593958
Belize,ssp245,current,sea level rise,0.11502967903821776
Belize,ssp245,medium-term,sea level rise,0.16678857066761557
Belize,ssp585,current,sea level rise,0.1216583652174724
Belize,ssp585,medium-term,sea level rise,0.1882686048695589
Comoro Islands,ssp245,current,acidification,0
Comoro Islands,ssp245,medium-term,acidification,0
Comoro Islands,ssp585,current,acidification,0
Comoro Islands,ssp585,medium-term,acidification,0
Comoro Islands,ssp245,current,air heat index,0
Comoro Islands,ssp245,medium-term,air heat index,2.379325627850241e-4
Comoro Islands,ssp585,current,air heat index,0
Comoro Islands,ssp585,medium-term,air heat index,0.001424629305510836
Comoro Islands,ssp245,current,coastal disturbance,0.08679424430999805
Comoro Islands,ssp245,medium-term,coastal disturbance,0.09098143331759928
Comoro Islands,ssp585,current,coastal disturbance,0.08577238370218888
Comoro Islands,ssp585,medium-term,coastal disturbance,0.08638126315050719
Comoro Islands,ssp245,current,fisheries biomass loss,0.03889576792392387
Comoro Islands,ssp245,medium-term,fisheries biomass loss,0.11977934350230074
Comoro Islands,ssp585,current,fisheries biomass loss,0.03889576792392387
Comoro Islands,ssp585,medium-term,fisheries biomass loss,0.11977934350230074
Comoro Islands,ssp245,current,light pollution,0
Comoro Islands,ssp245,medium-term,light pollution,0.0029732905038114057
Comoro Islands,ssp585,current,light pollution,0
Comoro Islands,ssp585,medium-term,light pollution,0.005959206360550626
Comoro Islands,ssp245,current,nutrient pollution,3.0426012092616854e-4
Comoro Islands,ssp245,medium-term,nutrient pollution,9.091663150736405e-4
Comoro Islands,ssp585,current,nutrient pollution,3.058166279349347e-4
Comoro Islands,ssp585,medium-term,nutrient pollution,9.366116761990574e-4
Comoro Islands,ssp245,current,ocean warming,0.08287767255883983
Comoro Islands,ssp245,medium-term,ocean warming,0.37343261468544087
Comoro Islands,ssp585,current,ocean warming,0.0937104070918103
Comoro Islands,ssp585,medium-term,ocean warming,0.417110777987369
Comoro Islands,ssp245,current,primary productivity,2.2261814946592727e-4
Comoro Islands,ssp245,medium-term,primary productivity,0.023064766214256186
Comoro Islands,ssp585,current,primary productivity,2.2210101249835769e-7
Comoro Islands,ssp585,medium-term,primary productivity,0.02334019124553873
Comoro Islands,ssp245,current,reduced oxygen,0.016161289589643624
Comoro Islands,ssp245,medium-term,reduced oxygen,0.0245739815113423
Comoro Islands,ssp585,current,reduced oxygen,0.016161289589643624
Comoro Islands,ssp585,medium-term,reduced oxygen,0.027550386810572907
Comoro Islands,ssp245,current,sea level rise,0.010245062313559669
Comoro Islands,ssp245,medium-term,sea level rise,0.025252888976591774
Comoro Islands,ssp585,current,sea level rise,0.012461046068036241
Comoro Islands,ssp585,medium-term,sea level rise,0.04248712411392209
Mayotte,ssp245,current,acidification,0
Mayotte,ssp245,medium-term,acidification,0
Mayotte,ssp585,current,acidification,0
Mayotte,ssp585,medium-term,acidification,0
Mayotte,ssp245,current,air heat index,0
Mayotte,ssp245,medium-term,air heat index,5.48882800691952e-4
Mayotte,ssp585,current,air heat index,0
Mayotte,ssp585,medium-term,air heat index,0.0028792869741343617
Mayotte,ssp245,current,coastal disturbance,0.1341585580560952
Mayotte,ssp245,medium-term,coastal disturbance,0.1366977084244354
Mayotte,ssp585,current,coastal disturbance,0.13471013290186687
Mayotte,ssp585,medium-term,coastal disturbance,0.14156861049399166
Mayotte,ssp245,current,fisheries biomass loss,0.08020045896196012
Mayotte,ssp245,medium-term,fisheries biomass loss,0.20713455065304198
Mayotte,ssp585,current,fisheries biomass loss,0.08020045896196012
Mayotte,ssp585,medium-term,fisheries biomass loss,0.20713455065304198
Mayotte,ssp245,current,light pollution,0.0011015869124950007
Mayotte,ssp245,medium-term,light pollution,0.0027211736558135323
Mayotte,ssp585,current,light pollution,0.001436506116533564
Mayotte,ssp585,medium-term,light pollution,0.001979015466103566
Mayotte,ssp245,current,nutrient pollution,0
Mayotte,ssp245,medium-term,nutrient pollution,0
Mayotte,ssp585,current,nutrient pollution,0
Mayotte,ssp585,medium-term,nutrient pollution,0
Mayotte,ssp245,current,ocean warming,0.05873688092576819
Mayotte,ssp245,medium-term,ocean warming,0.34253586833331023
Mayotte,ssp585,current,ocean warming,0.08357411213728483
Mayotte,ssp585,medium-term,ocean warming,0.388454351835261
Mayotte,ssp245,current,primary productivity,0
Mayotte,ssp245,medium-term,primary productivity,0.00798846489823625
Mayotte,ssp585,current,primary productivity,0
Mayotte,ssp585,medium-term,primary productivity,0.007728993953418572
Mayotte,ssp245,current,reduced oxygen,0.01282989313301641
Mayotte,ssp245,medium-term,reduced oxygen,0.019212743754424617
Mayotte,ssp585,current,reduced oxygen,0.01282989313301641
Mayotte,ssp585,medium-term,reduced oxygen,0.021909322362315672
Mayotte,ssp245,current,sea level rise,0.020588839168982197
Mayotte,ssp245,medium-term,sea level rise,0.05729579906876418
Mayotte,ssp585,current,sea level rise,0.026422501851544333
Mayotte,ssp585,medium-term,sea level rise,0.09754329363075907
Glorioso Islands,ssp245,current,acidification,0
Glorioso Islands,ssp245,medium-term,acidification,0
Glorioso Islands,ssp585,current,acidification,0
Glorioso Islands,ssp585,medium-term,acidification,0
Glorioso Islands,ssp245,current,air heat index,0
Glorioso Islands,ssp245,medium-term,air heat index,2.9117698431946337e-5
Glorioso Islands,ssp585,current,air heat index,0
Glorioso Islands,ssp585,medium-term,air heat index,1.9480062959094843e-4
Glorioso Islands,ssp245,current,coastal disturbance,0
Glorioso Islands,ssp245,medium-term,coastal disturbance,0
Glorioso Islands,ssp585,current,coastal disturbance,0
Glorioso Islands,ssp585,medium-term,coastal disturbance,0
Glorioso Islands,ssp245,current,fisheries biomass loss,0.06621800749255474
Glorioso Islands,ssp245,medium-term,fisheries biomass loss,0.11399464028201894
Glorioso Islands,ssp585,current,fisheries biomass loss,0.06621800749255474
Glorioso Islands,ssp585,medium-term,fisheries biomass loss,0.11399464028201894
Glorioso Islands,ssp245,current,light pollution,0
Glorioso Islands,ssp245,medium-term,light pollution,0
Glorioso Islands,ssp585,current,light pollution,0
Glorioso Islands,ssp585,medium-term,light pollution,0
Glorioso Islands,ssp245,current,nutrient pollution,0
Glorioso Islands,ssp245,medium-term,nutrient pollution,0
Glorioso Islands,ssp585,current,nutrient pollution,0
Glorioso Islands,ssp585,medium-term,nutrient pollution,0
Glorioso Islands,ssp245,current,ocean warming,0.06564864801152402
Glorioso Islands,ssp245,medium-term,ocean warming,0.30158230558703913
Glorioso Islands,ssp585,current,ocean warming,0.06781878995914464
Glorioso Islands,ssp585,medium-term,ocean warming,0.34803930325951016
Glorioso Islands,ssp245,current,primary productivity,0.006340549439452538
Glorioso Islands,ssp245,medium-term,primary productivity,0.03504226585654477
Glorioso Islands,ssp585,current,primary productivity,0.003875824885628588
Glorioso Islands,ssp585,medium-term,primary productivity,0.04052239663037148
Glorioso Islands,ssp245,current,reduced oxygen,0.01340584966673456
Glorioso Islands,ssp245,medium-term,reduced oxygen,0.021760975107402675
Glorioso Islands,ssp585,current,reduced oxygen,0.01340584966673456
Glorioso Islands,ssp585,medium-term,reduced oxygen,0.02038232372322252
Glorioso Islands,ssp245,current,sea level rise,9.732152749266881e-4
Glorioso Islands,ssp245,medium-term,sea level rise,0.0028743527363985747
Glorioso Islands,ssp585,current,sea level rise,0.0012493079023746124
Glorioso Islands,ssp585,medium-term,sea level rise,0.0049309598075018965
Seychelles,ssp245,current,acidification,0
Seychelles,ssp245,medium-term,acidification,0
Seychelles,ssp585,current,acidification,0
Seychelles,ssp585,medium-term,acidification,0
Seychelles,ssp245,current,air heat index,0
Seychelles,ssp245,medium-term,air heat index,4.995991772472617e-4
Seychelles,ssp585,current,air heat index,0
Seychelles,ssp585,medium-term,air heat index,0.0020642338406369233
Seychelles,ssp245,current,coastal disturbance,0.03686934779417995
Seychelles,ssp245,medium-term,coastal disturbance,0.0403385233390849
Seychelles,ssp585,current,coastal disturbance,0.03686934779417995
Seychelles,ssp585,medium-term,coastal disturbance,0.0403385233390849
Seychelles,ssp245,current,fisheries biomass loss,0
Seychelles,ssp245,medium-term,fisheries biomass loss,3.009618700588782e-4
Seychelles,ssp585,current,fisheries biomass loss,0
Seychelles,ssp585,medium-term,fisheries biomass loss,0.055815207841578396
Seychelles,ssp245,current,light pollution,4.117812131325364e-4
Seychelles,ssp245,medium-term,light pollution,8.068152399309767e-4
Seychelles,ssp585,current,light pollution,4.117812131325364e-4
Seychelles,ssp585,medium-term,light pollution,5.262981948508516e-4
Seychelles,ssp245,current,nutrient pollution,0
Seychelles,ssp245,medium-term,nutrient pollution,0
Seychelles,ssp585,current,nutrient pollution,0
Seychelles,ssp585,medium-term,nutrient pollution,0
Seychelles,ssp245,current,ocean warming,0.057327470237514506
Seychelles,ssp245,medium-term,ocean warming,0.2768639327506339
Seychelles,ssp585,current,ocean warming,0.04700042246533749
Seychelles,ssp585,medium-term,ocean warming,0.35415872950697824
Seychelles,ssp245,current,primary productivity,0.007975776791549798
Seychelles,ssp245,medium-term,primary productivity,0.05548995738528541
Seychelles,ssp585,current,primary productivity,0.008070595407379645
Seychelles,ssp585,medium-term,primary productivity,0.06394832035761186
Seychelles,ssp245,current,reduced oxygen,0.016509997922620107
Seychelles,ssp245,medium-term,reduced oxygen,0.021443631927726848
Seychelles,ssp585,current,reduced oxygen,0.016509997922620107
Seychelles,ssp585,medium-term,reduced oxygen,0.023273941699237518
Seychelles,ssp245,current,sea level rise,0.00744693900524276
Seychelles,ssp245,medium-term,sea level rise,0.02083217156544427
Seychelles,ssp585,current,sea level rise,0.009150575752679316
Seychelles,ssp585,medium-term,sea level rise,0.0350318981782455
Réunion,ssp245,current,acidification,0
Réunion,ssp245,medium-term,acidification,0
Réunion,ssp585,current,acidification,0
Réunion,ssp585,medium-term,acidification,0.0035710277953648973
Réunion,ssp245,current,air heat index,0
Réunion,ssp245,medium-term,air heat index,3.5332061543158486e-8
Réunion,ssp585,current,air heat index,0
Réunion,ssp585,medium-term,air heat index,8.123360589706863e-6
Réunion,ssp245,current,coastal disturbance,0.09539299443480559
Réunion,ssp245,medium-term,coastal disturbance,0.09647021563025192
Réunion,ssp585,current,coastal disturbance,0.0957545345107792
Réunion,ssp585,medium-term,coastal disturbance,0.09919736450538039
Réunion,ssp245,current,fisheries biomass loss,0
Réunion,ssp245,medium-term,fisheries biomass loss,0.021281175036128842
Réunion,ssp585,current,fisheries biomass loss,0
Réunion,ssp585,medium-term,fisheries biomass loss,0.07420320107004955
Réunion,ssp245,current,light pollution,0.007006349488874548
Réunion,ssp245,medium-term,light pollution,0.006717138761014212
Réunion,ssp585,current,light pollution,0.007372184504638426
Réunion,ssp585,medium-term,light pollution,0.006701649539900245
Réunion,ssp245,current,nutrient pollution,0.0013233815656934656
Réunion,ssp245,medium-term,nutrient pollution,0.003470772865164235
Réunion,ssp585,current,nutrient pollution,0.0013324784298288242
Réunion,ssp585,medium-term,nutrient pollution,0.00336493652027002
Réunion,ssp245,current,ocean warming,0.03848411429735733
Réunion,ssp245,medium-term,ocean warming,0.271704909663531
Réunion,ssp585,current,ocean warming,0.022712601290372732
Réunion,ssp585,medium-term,ocean warming,0.3748798354351129
Réunion,ssp245,current,primary productivity,0.011255276469837554
Réunion,ssp245,medium-term,primary productivity,0.09133747128304093
Réunion,ssp585,current,primary productivity,0.012513360085395107
Réunion,ssp585,medium-term,primary productivity,0.06777919260654017
Réunion,ssp245,current,reduced oxygen,0.01739414650665367
Réunion,ssp245,medium-term,reduced oxygen,0.02423741192378657
Réunion,ssp585,current,reduced oxygen,0.01739414650665367
Réunion,ssp585,medium-term,reduced oxygen,0.02319605459615559
Réunion,ssp245,current,sea level rise,0
Réunion,ssp245,medium-term,sea level rise,0.017717354878550397
Réunion,ssp585,current,sea level rise,0.0026931874443835106
Réunion,ssp585,medium-term,sea level rise,0.03262106429319829
Juan de Nova Island,ssp245,current,acidification,0
Juan de Nova Island,ssp245,medium-term,acidification,0
Juan de Nova Island,ssp585,current,acidification,0
Juan de Nova Island,ssp585,medium-term,acidification,0
Juan de Nova Island,ssp245,current,air heat index,0
Juan de Nova Island,ssp245,medium-term,air heat index,2.3561025995554098e-4
Juan de Nova Island,ssp585,current,air heat index,0
Juan de Nova Island,ssp585,medium-term,air heat index,7.932373555377112e-4
Juan de Nova Island,ssp245,current,coastal disturbance,0
Juan de Nova Island,ssp245,medium-term,coastal disturbance,0
Juan de Nova Island,ssp585,current,coastal disturbance,0
Juan de Nova Island,ssp585,medium-term,coastal disturbance,0
Juan de Nova Island,ssp245,current,fisheries biomass loss,0.08372850131531272
Juan de Nova Island,ssp245,medium-term,fisheries biomass loss,0.13752860144854318
Juan de Nova Island,ssp585,current,fisheries biomass loss,0.08372850131531272
Juan de Nova Island,ssp585,medium-term,fisheries biomass loss,0.13752860144854318
Juan de Nova Island,ssp245,current,light pollution,0
Juan de Nova Island,ssp245,medium-term,light pollution,0
Juan de Nova Island,ssp585,current,light pollution,0
Juan de Nova Island,ssp585,medium-term,light pollution,0
Juan de Nova Island,ssp245,current,nutrient pollution,0
Juan de Nova Island,ssp245,medium-term,nutrient pollution,0
Juan de Nova Island,ssp585,current,nutrient pollution,0
Juan de Nova Island,ssp585,medium-term,nutrient pollution,0
Juan de Nova Island,ssp245,current,ocean warming,0.0663144329203836
Juan de Nova Island,ssp245,medium-term,ocean warming,0.3244497794439667
Juan de Nova Island,ssp585,current,ocean warming,0.0663144329203836
Juan de Nova Island,ssp585,medium-term,ocean warming,0.39673076523791273
Juan de Nova Island,ssp245,current,primary productivity,0
Juan de Nova Island,ssp245,medium-term,primary productivity,0.004700947259354708
Juan de Nova Island,ssp585,current,primary productivity,0
Juan de Nova Island,ssp585,medium-term,primary productivity,0.0021809940299640897
Juan de Nova Island,ssp245,current,reduced oxygen,0.03167132350076448
Juan de Nova Island,ssp245,medium-term,reduced oxygen,0.03829046588220485
Juan de Nova Island,ssp585,current,reduced oxygen,0.03167132350076448
Juan de Nova Island,ssp585,medium-term,reduced oxygen,0.04416308783159669
Juan de Nova Island,ssp245,current,sea level rise,0.0020810466958209855
Juan de Nova Island,ssp245,medium-term,sea level rise,0.006509377465893823
Juan de Nova Island,ssp585,current,sea level rise,0.0027468135166499323
Juan de Nova Island,ssp585,medium-term,sea level rise,0.011512716507746112
Ile Europa,ssp245,current,acidification,0
Ile Europa,ssp245,medium-term,acidification,0
Ile Europa,ssp585,current,acidification,0
Ile Europa,ssp585,medium-term,acidification,0
Ile Europa,ssp245,current,air heat index,0
Ile Europa,ssp245,medium-term,air heat index,2.6722681165362367e-4
Ile Europa,ssp585,current,air heat index,0
Ile Europa,ssp585,medium-term,air heat index,8.653326270480942e-4
Ile Europa,ssp245,current,coastal disturbance,0
Ile Europa,ssp245,medium-term,coastal disturbance,0
Ile Europa,ssp585,current,coastal disturbance,0
Ile Europa,ssp585,medium-term,coastal disturbance,0
Ile Europa,ssp245,current,fisheries biomass loss,0.06399338463476549
Ile Europa,ssp245,medium-term,fisheries biomass loss,0.11034445328550646
Ile Europa,ssp585,current,fisheries biomass loss,0.06399338463476549
Ile Europa,ssp585,medium-term,fisheries biomass loss,0.11034445328550646
Ile Europa,ssp245,current,light pollution,0
Ile Europa,ssp245,medium-term,light pollution,0
Ile Europa,ssp585,current,light pollution,0
Ile Europa,ssp585,medium-term,light pollution,0
Ile Europa,ssp245,current,nutrient pollution,0
Ile Europa,ssp245,medium-term,nutrient pollution,0
Ile Europa,ssp585,current,nutrient pollution,0
Ile Europa,ssp585,medium-term,nutrient pollution,0
Ile Europa,ssp245,current,ocean warming,0.04755136953053807
Ile Europa,ssp245,medium-term,ocean warming,0.23171008218681285
Ile Europa,ssp585,current,ocean warming,0.04155809207516843
Ile Europa,ssp585,medium-term,ocean warming,0.345299455125011
Ile Europa,ssp245,current,primary productivity,0
Ile Europa,ssp245,medium-term,primary productivity,0.015017605803222976
Ile Europa,ssp585,current,primary productivity,0
Ile Europa,ssp585,medium-term,primary productivity,0.01984580204498343
Ile Europa,ssp245,current,reduced oxygen,0.02198144976379505
Ile Europa,ssp245,medium-term,reduced oxygen,0.02632160866414779
Ile Europa,ssp585,current,reduced oxygen,0.02198144976379505
Ile Europa,ssp585,medium-term,reduced oxygen,0.026736267499472888
Ile Europa,ssp245,current,sea level rise,0.0017551015577434235
Ile Europa,ssp245,medium-term,sea level rise,0.004927988552177944
Ile Europa,ssp585,current,sea level rise,0.002160241429616385
Ile Europa,ssp585,medium-term,sea level rise,0.008538669285674887
Mauritius,ssp245,current,acidification,0
Mauritius,ssp245,medium-term,acidification,0
Mauritius,ssp585,current,acidification,0
Mauritius,ssp585,medium-term,acidification,0.012793525521115215
Mauritius,ssp245,current,air heat index,0
Mauritius,ssp245,medium-term,air heat index,1.490502177292208e-5
Mauritius,ssp585,current,air heat index,0
Mauritius,ssp585,medium-term,air heat index,1.3931509717530127e-4
Mauritius,ssp245,current,coastal disturbance,0.09972351982407095
Mauritius,ssp245,medium-term,coastal disturbance,0.10067569080827156
Mauritius,ssp585,current,coastal disturbance,0.09959990078144224
Mauritius,ssp585,medium-term,coastal disturbance,0.09987265035352387
Mauritius,ssp245,current,fisheries biomass loss,0
Mauritius,ssp245,medium-term,fisheries biomass loss,0.0048718148886386
Mauritius,ssp585,current,fisheries biomass loss,0
Mauritius,ssp585,medium-term,fisheries biomass loss,0.06207840199121038
Mauritius,ssp245,current,light pollution,0.004492285817187748
Mauritius,ssp245,medium-term,light pollution,0.010518293449468395
Mauritius,ssp585,current,light pollution,0.004355421110642654
Mauritius,ssp585,medium-term,light pollution,0.012120037886475823
Mauritius,ssp245,current,nutrient pollution,0.0017794636850331723
Mauritius,ssp245,medium-term,nutrient pollution,0.002097991238423786
Mauritius,ssp585,current,nutrient pollution,0.001827270427749541
Mauritius,ssp585,medium-term,nutrient pollution,0.00168802624750895
