georgn,pressure,pressure_category,scen_time,color,avg_impact
Southern Europe,ocean warming,climate-change-temperature,ssp585_medium-term,#3B060AFF,0.2714345231992511
Southern Islands,ocean warming,climate-change-temperature,ssp585_medium-term,#3B060AFF,0.3044040115475294
Western Africa,ocean warming,climate-change-temperature,ssp585_medium-term,#3B060AFF,0.18604761415522306
Western Asia,ocean warming,climate-change-temperature,ssp585_medium-term,#3B060AFF,0.24268413725336965
Western Europe,ocean warming,climate-change-temperature,ssp585_medium-term,#3B060AFF,0.12734969068874785
Antarctica,ocean warming,climate-change-temperature,ssp585_near-term,#3B060AFF,0.10064312834745717
Australia and New Zealand,ocean warming,climate-change-temperature,ssp585_near-term,#3B060AFF,0.06569425563499695
Caribbean,ocean warming,climate-change-temperature,ssp585_near-term,#3B060AFF,0.2017162356844266
Central America,ocean warming,climate-change-temperature,ssp585_near-term,#3B060AFF,0.12979775146810288
Eastern Africa,ocean warming,climate-change-temperature,ssp585_near-term,#3B060AFF,0.13706911465170166
Eastern Asia,ocean warming,climate-change-temperature,ssp585_near-term,#3B060AFF,0.10414040867158605
Eastern Europe,ocean warming,climate-change-temperature,ssp585_near-term,#3B060AFF,0.16266184347848595
Melanesia,ocean warming,climate-change-temperature,ssp585_near-term,#3B060AFF,0.11740561311003721
Micronesia,ocean warming,climate-change-temperature,ssp585_near-term,#3B060AFF,0.15941419536203397
Middle Africa,ocean warming,climate-change-temperature,ssp585_near-term,#3B060AFF,0.11600569997391888
Northern Africa,ocean warming,climate-change-temperature,ssp585_near-term,#3B060AFF,0.12826983088117405
Northern America,ocean warming,climate-change-temperature,ssp585_near-term,#3B060AFF,0.1481803711649122
Northern Europe,ocean warming,climate-change-temperature,ssp585_near-term,#3B060AFF,0.0855710144029712
Polynesia,ocean warming,climate-change-temperature,ssp585_near-term,#3B060AFF,0.13077975218676086
South America,ocean warming,climate-change-temperature,ssp585_near-term,#3B060AFF,0.07913078494331917
South-eastern Asia,ocean warming,climate-change-temperature,ssp585_near-term,#3B060AFF,0.1292979743204622
Southern Africa,ocean warming,climate-change-temperature,ssp585_near-term,#3B060AFF,0.06700086191256864
Southern Asia,ocean warming,climate-change-temperature,ssp585_near-term,#3B060AFF,0.08813701839912323
Southern Europe,ocean warming,climate-change-temperature,ssp585_near-term,#3B060AFF,0.13860658259133427
Southern Islands,ocean warming,climate-change-temperature,ssp585_near-term,#3B060AFF,0.15707227003338825
Western Africa,ocean warming,climate-change-temperature,ssp585_near-term,#3B060AFF,0.08861985547706465
Western Asia,ocean warming,climate-change-temperature,ssp585_near-term,#3B060AFF,0.10787389482792252
Western Europe,ocean warming,climate-change-temperature,ssp585_near-term,#3B060AFF,0.06604734567397377
Antarctica,primary productivity,productivity,ssp245_current,#A1BE79FF,0.003006053515688208
Australia and New Zealand,primary productivity,productivity,ssp245_current,#A1BE79FF,0.003981319544542609
Caribbean,primary productivity,productivity,ssp245_current,#A1BE79FF,1.5657627798472957e-4
Central America,primary productivity,productivity,ssp245_current,#A1BE79FF,0.0014738316367817114
Eastern Africa,primary productivity,productivity,ssp245_current,#A1BE79FF,0.0021180205969487716
Eastern Asia,primary productivity,productivity,ssp245_current,#A1BE79FF,0.0032870752541309337
Eastern Europe,primary productivity,productivity,ssp245_current,#A1BE79FF,1.1180968812162522e-4
Melanesia,primary productivity,productivity,ssp245_current,#A1BE79FF,0.008738162103162632
Micronesia,primary productivity,productivity,ssp245_current,#A1BE79FF,0.01818641341205236
Middle Africa,primary productivity,productivity,ssp245_current,#A1BE79FF,0.010100952556586515
Northern Africa,primary productivity,productivity,ssp245_current,#A1BE79FF,3.1613953819628675e-4
Northern America,primary productivity,productivity,ssp245_current,#A1BE79FF,3.6036548674893166e-4
Northern Europe,primary productivity,productivity,ssp245_current,#A1BE79FF,3.674872083545448e-4
Polynesia,primary productivity,productivity,ssp245_current,#A1BE79FF,0.006727751339564246
South America,primary productivity,productivity,ssp245_current,#A1BE79FF,0.0027507027423852113
South-eastern Asia,primary productivity,productivity,ssp245_current,#A1BE79FF,0.0014192838872077432
Southern Africa,primary productivity,productivity,ssp245_current,#A1BE79FF,0.004829102731200462
Southern Asia,primary productivity,productivity,ssp245_current,#A1BE79FF,0.015637060992120477
Southern Europe,primary productivity,productivity,ssp245_current,#A1BE79FF,0.003720729197348118
Southern Islands,primary productivity,productivity,ssp245_current,#A1BE79FF,3.0937958098569253e-4
Western Africa,primary productivity,productivity,ssp245_current,#A1BE79FF,0.007634205408473017
Western Asia,primary productivity,productivity,ssp245_current,#A1BE79FF,0.005266222958994595
Western Europe,primary productivity,productivity,ssp245_current,#A1BE79FF,0.0031073030032819885
Antarctica,primary productivity,productivity,ssp245_medium-term,#A1BE79FF,4.285783835801703e-6
Australia and New Zealand,primary productivity,productivity,ssp245_medium-term,#A1BE79FF,0.014252611003229351
Caribbean,primary productivity,productivity,ssp245_medium-term,#A1BE79FF,0.01700077030644804
Central America,primary productivity,productivity,ssp245_medium-term,#A1BE79FF,0.002958375823878033
Eastern Africa,primary productivity,productivity,ssp245_medium-term,#A1BE79FF,0.01951833463067829
Eastern Asia,primary productivity,productivity,ssp245_medium-term,#A1BE79FF,0.009919289474974507
Eastern Europe,primary productivity,productivity,ssp245_medium-term,#A1BE79FF,0.0034646096927020537
Melanesia,primary productivity,productivity,ssp245_medium-term,#A1BE79FF,0.05869636918420005
Micronesia,primary productivity,productivity,ssp245_medium-term,#A1BE79FF,0.08163839117555546
Middle Africa,primary productivity,productivity,ssp245_medium-term,#A1BE79FF,0.042459136551608795
Northern Africa,primary productivity,productivity,ssp245_medium-term,#A1BE79FF,0.006468626081383986
Northern America,primary productivity,productivity,ssp245_medium-term,#A1BE79FF,0.004400873981040164
Northern Europe,primary productivity,productivity,ssp245_medium-term,#A1BE79FF,0.06807284642973431
Polynesia,primary productivity,productivity,ssp245_medium-term,#A1BE79FF,0.02773579857071158
South America,primary productivity,productivity,ssp245_medium-term,#A1BE79FF,0.008166247325292164
South-eastern Asia,primary productivity,productivity,ssp245_medium-term,#A1BE79FF,0.008551991785091046
Southern Africa,primary productivity,productivity,ssp245_medium-term,#A1BE79FF,0.025610721986575213
Southern Asia,primary productivity,productivity,ssp245_medium-term,#A1BE79FF,0.03754662738586111
Southern Europe,primary productivity,productivity,ssp245_medium-term,#A1BE79FF,0.022561953846956133
Southern Islands,primary productivity,productivity,ssp245_medium-term,#A1BE79FF,0
Western Africa,primary productivity,productivity,ssp245_medium-term,#A1BE79FF,0.03425905988715368
Western Asia,primary productivity,productivity,ssp245_medium-term,#A1BE79FF,0.010088490697665993
Western Europe,primary productivity,productivity,ssp245_medium-term,#A1BE79FF,0.06947442666380597
Antarctica,primary productivity,productivity,ssp245_near-term,#A1BE79FF,1.9058332795235353e-4
Australia and New Zealand,primary productivity,productivity,ssp245_near-term,#A1BE79FF,0.009475189127463127
Caribbean,primary productivity,productivity,ssp245_near-term,#A1BE79FF,0.01941725873384786
Central America,primary productivity,productivity,ssp245_near-term,#A1BE79FF,0.001967707342448706
Eastern Africa,primary productivity,productivity,ssp245_near-term,#A1BE79FF,0.014503313433027366
Eastern Asia,primary productivity,productivity,ssp245_near-term,#A1BE79FF,0.009346894172237765
Eastern Europe,primary productivity,productivity,ssp245_near-term,#A1BE79FF,0.002769839208332637
Melanesia,primary productivity,productivity,ssp245_near-term,#A1BE79FF,0.04258589525400153
Micronesia,primary productivity,productivity,ssp245_near-term,#A1BE79FF,0.057679954777703824
Middle Africa,primary productivity,productivity,ssp245_near-term,#A1BE79FF,0.038101462263411615
Northern Africa,primary productivity,productivity,ssp245_near-term,#A1BE79FF,0.004960447726363575
Northern America,primary productivity,productivity,ssp245_near-term,#A1BE79FF,0.0016413884488225196
Northern Europe,primary productivity,productivity,ssp245_near-term,#A1BE79FF,0.043945288344705284
Polynesia,primary productivity,productivity,ssp245_near-term,#A1BE79FF,0.018171504607364386
South America,primary productivity,productivity,ssp245_near-term,#A1BE79FF,0.006014211376177065
South-eastern Asia,primary productivity,productivity,ssp245_near-term,#A1BE79FF,0.006840588319826771
Southern Africa,primary productivity,productivity,ssp245_near-term,#A1BE79FF,0.022522423900242998
Southern Asia,primary productivity,productivity,ssp245_near-term,#A1BE79FF,0.029160933499944898
Southern Europe,primary productivity,productivity,ssp245_near-term,#A1BE79FF,0.01633138691567374
Southern Islands,primary productivity,productivity,ssp245_near-term,#A1BE79FF,0
Western Africa,primary productivity,productivity,ssp245_near-term,#A1BE79FF,0.026243579042680612
Western Asia,primary productivity,productivity,ssp245_near-term,#A1BE79FF,0.008670659800613574
Western Europe,primary productivity,productivity,ssp245_near-term,#A1BE79FF,0.050631629585224394
Antarctica,primary productivity,productivity,ssp585_current,#A1BE79FF,0.0029728811225984836
Australia and New Zealand,primary productivity,productivity,ssp585_current,#A1BE79FF,0.0038338519102492285
Caribbean,primary productivity,productivity,ssp585_current,#A1BE79FF,1.9796842300495366e-4
Central America,primary productivity,productivity,ssp585_current,#A1BE79FF,0.0014511108667198804
Eastern Africa,primary productivity,productivity,ssp585_current,#A1BE79FF,0.0018601418432847173
Eastern Asia,primary productivity,productivity,ssp585_current,#A1BE79FF,0.0034485907886763405
Eastern Europe,primary productivity,productivity,ssp585_current,#A1BE79FF,1.377207652512833e-4
Melanesia,primary productivity,productivity,ssp585_current,#A1BE79FF,0.0087812934627707
Micronesia,primary productivity,productivity,ssp585_current,#A1BE79FF,0.017813780763235917
Middle Africa,primary productivity,productivity,ssp585_current,#A1BE79FF,0.010776910236034845
Northern Africa,primary productivity,productivity,ssp585_current,#A1BE79FF,3.3180612913451176e-4
Northern America,primary productivity,productivity,ssp585_current,#A1BE79FF,3.693458619448887e-4
Northern Europe,primary productivity,productivity,ssp585_current,#A1BE79FF,3.368886679706117e-4
Polynesia,primary productivity,productivity,ssp585_current,#A1BE79FF,0.007176543433759773
South America,primary productivity,productivity,ssp585_current,#A1BE79FF,0.0028176619133375882
South-eastern Asia,primary productivity,productivity,ssp585_current,#A1BE79FF,0.0016870945579610373
Southern Africa,primary productivity,productivity,ssp585_current,#A1BE79FF,0.004769312764832957
Southern Asia,primary productivity,productivity,ssp585_current,#A1BE79FF,0.014258147415163331
Southern Europe,primary productivity,productivity,ssp585_current,#A1BE79FF,0.003576023477831946
Southern Islands,primary productivity,productivity,ssp585_current,#A1BE79FF,3.106279761476513e-4
Western Africa,primary productivity,productivity,ssp585_current,#A1BE79FF,0.0073320324773975595
Western Asia,primary productivity,productivity,ssp585_current,#A1BE79FF,0.0048461448607216165
Western Europe,primary productivity,productivity,ssp585_current,#A1BE79FF,0.0028733705028005678
Antarctica,primary productivity,productivity,ssp585_medium-term,#A1BE79FF,0
Australia and New Zealand,primary productivity,productivity,ssp585_medium-term,#A1BE79FF,0.015745851014814224
Caribbean,primary productivity,productivity,ssp585_medium-term,#A1BE79FF,0.014528392946798849
Central America,primary productivity,productivity,ssp585_medium-term,#A1BE79FF,0.004941171088811877
Eastern Africa,primary productivity,productivity,ssp585_medium-term,#A1BE79FF,0.02282747059703193
Eastern Asia,primary productivity,productivity,ssp585_medium-term,#A1BE79FF,0.009465439499374355
Eastern Europe,primary productivity,productivity,ssp585_medium-term,#A1BE79FF,0.0029495930100961547
Melanesia,primary productivity,productivity,ssp585_medium-term,#A1BE79FF,0.07326155195034004
Micronesia,primary productivity,productivity,ssp585_medium-term,#A1BE79FF,0.09767212246890009
Middle Africa,primary productivity,productivity,ssp585_medium-term,#A1BE79FF,0.06280518994742046
Northern Africa,primary productivity,productivity,ssp585_medium-term,#A1BE79FF,0.004399615131042495
Northern America,primary productivity,productivity,ssp585_medium-term,#A1BE79FF,0.004650006243563634
Northern Europe,primary productivity,productivity,ssp585_medium-term,#A1BE79FF,0.07270333698760875
Polynesia,primary productivity,productivity,ssp585_medium-term,#A1BE79FF,0.03197587589280828
South America,primary productivity,productivity,ssp585_medium-term,#A1BE79FF,0.0067767698668292605
South-eastern Asia,primary productivity,productivity,ssp585_medium-term,#A1BE79FF,0.008208104314833549
Southern Africa,primary productivity,productivity,ssp585_medium-term,#A1BE79FF,0.0384068030907957
Southern Asia,primary productivity,productivity,ssp585_medium-term,#A1BE79FF,0.04378009993641782
Southern Europe,primary productivity,productivity,ssp585_medium-term,#A1BE79FF,0.021576242255985173
Southern Islands,primary productivity,productivity,ssp585_medium-term,#A1BE79FF,2.1383336682275892e-5
Western Africa,primary productivity,productivity,ssp585_medium-term,#A1BE79FF,0.03512499617227155
Western Asia,primary productivity,productivity,ssp585_medium-term,#A1BE79FF,0.012933338542759146
Western Europe,primary productivity,productivity,ssp585_medium-term,#A1BE79FF,0.07360731725138075
Antarctica,primary productivity,productivity,ssp585_near-term,#A1BE79FF,3.918179803999508e-4
Australia and New Zealand,primary productivity,productivity,ssp585_near-term,#A1BE79FF,0.007293662781776528
Caribbean,primary productivity,productivity,ssp585_near-term,#A1BE79FF,0.012764145640870275
Central America,primary productivity,productivity,ssp585_near-term,#A1BE79FF,0.0021679766100757597
Eastern Africa,primary productivity,productivity,ssp585_near-term,#A1BE79FF,0.0152165916751474
Eastern Asia,primary productivity,productivity,ssp585_near-term,#A1BE79FF,0.008686253766398694
Eastern Europe,primary productivity,productivity,ssp585_near-term,#A1BE79FF,0.002693366967192216
Melanesia,primary productivity,productivity,ssp585_near-term,#A1BE79FF,0.04769033022303459
Micronesia,primary productivity,productivity,ssp585_near-term,#A1BE79FF,0.07149369994099437
Middle Africa,primary productivity,productivity,ssp585_near-term,#A1BE79FF,0.044683280002467136
Northern Africa,primary productivity,productivity,ssp585_near-term,#A1BE79FF,0.007366643676704705
Northern America,primary productivity,productivity,ssp585_near-term,#A1BE79FF,0.0020670227487568733
Northern Europe,primary productivity,productivity,ssp585_near-term,#A1BE79FF,0.048609041465497285
Polynesia,primary productivity,productivity,ssp585_near-term,#A1BE79FF,0.017857530866751643
South America,primary productivity,productivity,ssp585_near-term,#A1BE79FF,0.005168568013961553
South-eastern Asia,primary productivity,productivity,ssp585_near-term,#A1BE79FF,0.005913532603448068
Southern Africa,primary productivity,productivity,ssp585_near-term,#A1BE79FF,0.022741903423333154
Southern Asia,primary productivity,productivity,ssp585_near-term,#A1BE79FF,0.035445385921519044
Southern Europe,primary productivity,productivity,ssp585_near-term,#A1BE79FF,0.017195982999105304
Southern Islands,primary productivity,productivity,ssp585_near-term,#A1BE79FF,3.945928033925762e-6
Western Africa,primary productivity,productivity,ssp585_near-term,#A1BE79FF,0.021953878308585088
Western Asia,primary productivity,productivity,ssp585_near-term,#A1BE79FF,0.010317131600862178
Western Europe,primary productivity,productivity,ssp585_near-term,#A1BE79FF,0.053586047992058565
Antarctica,reduced oxygen,climate-change-other,ssp245_current,#E95D93FF,0.0011636062563249888
Australia and New Zealand,reduced oxygen,climate-change-other,ssp245_current,#E95D93FF,0.0020044520475933063
Caribbean,reduced oxygen,climate-change-other,ssp245_current,#E95D93FF,0.0035562547550550935
Central America,reduced oxygen,climate-change-other,ssp245_current,#E95D93FF,0.0840003427621594
Eastern Africa,reduced oxygen,climate-change-other,ssp245_current,#E95D93FF,0.038934428848613686
Eastern Asia,reduced oxygen,climate-change-other,ssp245_current,#E95D93FF,0.017079354912793915
Eastern Europe,reduced oxygen,climate-change-other,ssp245_current,#E95D93FF,0.01347505569158942
Melanesia,reduced oxygen,climate-change-other,ssp245_current,#E95D93FF,0.009070421983906438
Micronesia,reduced oxygen,climate-change-other,ssp245_current,#E95D93FF,0.022834194418762364
Middle Africa,reduced oxygen,climate-change-other,ssp245_current,#E95D93FF,0.10747743353382673
Northern Africa,reduced oxygen,climate-change-other,ssp245_current,#E95D93FF,0.02206982112429088
Northern America,reduced oxygen,climate-change-other,ssp245_current,#E95D93FF,0.014383420087868672
Northern Europe,reduced oxygen,climate-change-other,ssp245_current,#E95D93FF,0.0010119296573700943
Polynesia,reduced oxygen,climate-change-other,ssp245_current,#E95D93FF,0.004628011404233131
South America,reduced oxygen,climate-change-other,ssp245_current,#E95D93FF,0.042156150118987205
South-eastern Asia,reduced oxygen,climate-change-other,ssp245_current,#E95D93FF,0.03055491431556762
Southern Africa,reduced oxygen,climate-change-other,ssp245_current,#E95D93FF,0.07204279261724177
Southern Asia,reduced oxygen,climate-change-other,ssp245_current,#E95D93FF,0.03297441930242012
Southern Europe,reduced oxygen,climate-change-other,ssp245_current,#E95D93FF,0.009267900739446286
Southern Islands,reduced oxygen,climate-change-other,ssp245_current,#E95D93FF,0.001671465684916401
Western Africa,reduced oxygen,climate-change-other,ssp245_current,#E95D93FF,0.05562407047865408
Western Asia,reduced oxygen,climate-change-other,ssp245_current,#E95D93FF,0.06599233297582704
Western Europe,reduced oxygen,climate-change-other,ssp245_current,#E95D93FF,0.0019351375823957115
Antarctica,reduced oxygen,climate-change-other,ssp245_medium-term,#E95D93FF,9.166311576646709e-4
Australia and New Zealand,reduced oxygen,climate-change-other,ssp245_medium-term,#E95D93FF,0.00694758259303421
Caribbean,reduced oxygen,climate-change-other,ssp245_medium-term,#E95D93FF,0.009116404780419793
Central America,reduced oxygen,climate-change-other,ssp245_medium-term,#E95D93FF,0.08738454511593974
Eastern Africa,reduced oxygen,climate-change-other,ssp245_medium-term,#E95D93FF,0.04339156637018631
Eastern Asia,reduced oxygen,climate-change-other,ssp245_medium-term,#E95D93FF,0.025975971703448918
Eastern Europe,reduced oxygen,climate-change-other,ssp245_medium-term,#E95D93FF,0.0227777595929811
Melanesia,reduced oxygen,climate-change-other,ssp245_medium-term,#E95D93FF,0.011270154993505064
Micronesia,reduced oxygen,climate-change-other,ssp245_medium-term,#E95D93FF,0.024481479871646106
Middle Africa,reduced oxygen,climate-change-other,ssp245_medium-term,#E95D93FF,0.10941215904007451
Northern Africa,reduced oxygen,climate-change-other,ssp245_medium-term,#E95D93FF,0.029490293542246637
Northern America,reduced oxygen,climate-change-other,ssp245_medium-term,#E95D93FF,0.020971969168589878
Northern Europe,reduced oxygen,climate-change-other,ssp245_medium-term,#E95D93FF,0.005175233043907679
Polynesia,reduced oxygen,climate-change-other,ssp245_medium-term,#E95D93FF,0.00606509669458674
South America,reduced oxygen,climate-change-other,ssp245_medium-term,#E95D93FF,0.045675343494616945
South-eastern Asia,reduced oxygen,climate-change-other,ssp245_medium-term,#E95D93FF,0.03656863514206441
Southern Africa,reduced oxygen,climate-change-other,ssp245_medium-term,#E95D93FF,0.07376104046468027
Southern Asia,reduced oxygen,climate-change-other,ssp245_medium-term,#E95D93FF,0.039975064784090006
Southern Europe,reduced oxygen,climate-change-other,ssp245_medium-term,#E95D93FF,0.01880635731902269
Southern Islands,reduced oxygen,climate-change-other,ssp245_medium-term,#E95D93FF,0.0047525475635019025
Western Africa,reduced oxygen,climate-change-other,ssp245_medium-term,#E95D93FF,0.058662309561730464
Western Asia,reduced oxygen,climate-change-other,ssp245_medium-term,#E95D93FF,0.0738064702855399
Western Europe,reduced oxygen,climate-change-other,ssp245_medium-term,#E95D93FF,0.007587099732079705
Antarctica,reduced oxygen,climate-change-other,ssp245_near-term,#E95D93FF,0.001005232839647808
Australia and New Zealand,reduced oxygen,climate-change-other,ssp245_near-term,#E95D93FF,0.003455706093927406
Caribbean,reduced oxygen,climate-change-other,ssp245_near-term,#E95D93FF,0.005812217222708099
Central America,reduced oxygen,climate-change-other,ssp245_near-term,#E95D93FF,0.08497326277419782
Eastern Africa,reduced oxygen,climate-change-other,ssp245_near-term,#E95D93FF,0.04010597789377154
Eastern Asia,reduced oxygen,climate-change-other,ssp245_near-term,#E95D93FF,0.020191886415184112
Eastern Europe,reduced oxygen,climate-change-other,ssp245_near-term,#E95D93FF,0.017076101062133534
Melanesia,reduced oxygen,climate-change-other,ssp245_near-term,#E95D93FF,0.010557467845849329
Micronesia,reduced oxygen,climate-change-other,ssp245_near-term,#E95D93FF,0.023579715549365304
Middle Africa,reduced oxygen,climate-change-other,ssp245_near-term,#E95D93FF,0.10636159983501631
Northern Africa,reduced oxygen,climate-change-other,ssp245_near-term,#E95D93FF,0.025160053554147428
Northern America,reduced oxygen,climate-change-other,ssp245_near-term,#E95D93FF,0.016506535206109323
Northern Europe,reduced oxygen,climate-change-other,ssp245_near-term,#E95D93FF,0.0027662300539108547
Polynesia,reduced oxygen,climate-change-other,ssp245_near-term,#E95D93FF,0.004797069896358161
South America,reduced oxygen,climate-change-other,ssp245_near-term,#E95D93FF,0.04345467682681114
South-eastern Asia,reduced oxygen,climate-change-other,ssp245_near-term,#E95D93FF,0.032903412284413965
Southern Africa,reduced oxygen,climate-change-other,ssp245_near-term,#E95D93FF,0.07213142236508141
Southern Asia,reduced oxygen,climate-change-other,ssp245_near-term,#E95D93FF,0.035342654590955855
Southern Europe,reduced oxygen,climate-change-other,ssp245_near-term,#E95D93FF,0.014250724941069291
Southern Islands,reduced oxygen,climate-change-other,ssp245_near-term,#E95D93FF,0.00250186907949081
Western Africa,reduced oxygen,climate-change-other,ssp245_near-term,#E95D93FF,0.055906935983306684
Western Asia,reduced oxygen,climate-change-other,ssp245_near-term,#E95D93FF,0.06912713584935616
Western Europe,reduced oxygen,climate-change-other,ssp245_near-term,#E95D93FF,0.004048405063720731
Antarctica,reduced oxygen,climate-change-other,ssp585_current,#E95D93FF,0.0011636062563249888
Australia and New Zealand,reduced oxygen,climate-change-other,ssp585_current,#E95D93FF,0.0020044520475933063
Caribbean,reduced oxygen,climate-change-other,ssp585_current,#E95D93FF,0.0035562547550550935
Central America,reduced oxygen,climate-change-other,ssp585_current,#E95D93FF,0.0840003427621594
Eastern Africa,reduced oxygen,climate-change-other,ssp585_current,#E95D93FF,0.038934428848613686
Eastern Asia,reduced oxygen,climate-change-other,ssp585_current,#E95D93FF,0.017079354912793915
Eastern Europe,reduced oxygen,climate-change-other,ssp585_current,#E95D93FF,0.01347505569158942
Melanesia,reduced oxygen,climate-change-other,ssp585_current,#E95D93FF,0.009070421983906438
Micronesia,reduced oxygen,climate-change-other,ssp585_current,#E95D93FF,0.022834194418762364
Middle Africa,reduced oxygen,climate-change-other,ssp585_current,#E95D93FF,0.10747743353382673
Northern Africa,reduced oxygen,climate-change-other,ssp585_current,#E95D93FF,0.02206982112429088
Northern America,reduced oxygen,climate-change-other,ssp585_current,#E95D93FF,0.014383420087868672
Northern Europe,reduced oxygen,climate-change-other,ssp585_current,#E95D93FF,0.0010119296573700943
Polynesia,reduced oxygen,climate-change-other,ssp585_current,#E95D93FF,0.004628011404233131
South America,reduced oxygen,climate-change-other,ssp585_current,#E95D93FF,0.042156150118987205
South-eastern Asia,reduced oxygen,climate-change-other,ssp585_current,#E95D93FF,0.03055491431556762
Southern Africa,reduced oxygen,climate-change-other,ssp585_current,#E95D93FF,0.07204279261724177
Southern Asia,reduced oxygen,climate-change-other,ssp585_current,#E95D93FF,0.03297441930242012
Southern Europe,reduced oxygen,climate-change-other,ssp585_current,#E95D93FF,0.009267900739446286
Southern Islands,reduced oxygen,climate-change-other,ssp585_current,#E95D93FF,0.001671465684916401
Western Africa,reduced oxygen,climate-change-other,ssp585_current,#E95D93FF,0.05562407047865408
Western Asia,reduced oxygen,climate-change-other,ssp585_current,#E95D93FF,0.06599233297582704
Western Europe,reduced oxygen,climate-change-other,ssp585_current,#E95D93FF,0.0019351375823957115
Antarctica,reduced oxygen,climate-change-other,ssp585_medium-term,#E95D93FF,8.983627491301512e-4
Australia and New Zealand,reduced oxygen,climate-change-other,ssp585_medium-term,#E95D93FF,0.008959985650798944
Caribbean,reduced oxygen,climate-change-other,ssp585_medium-term,#E95D93FF,0.010694052870317779
Central America,reduced oxygen,climate-change-other,ssp585_medium-term,#E95D93FF,0.08930489576384781
Eastern Africa,reduced oxygen,climate-change-other,ssp585_medium-term,#E95D93FF,0.045524924650350296
Eastern Asia,reduced oxygen,climate-change-other,ssp585_medium-term,#E95D93FF,0.029749813041986196
Eastern Europe,reduced oxygen,climate-change-other,ssp585_medium-term,#E95D93FF,0.026228074633379308
Melanesia,reduced oxygen,climate-change-other,ssp585_medium-term,#E95D93FF,0.012398180322206206
Micronesia,reduced oxygen,climate-change-other,ssp585_medium-term,#E95D93FF,0.025943411885781302
Middle Africa,reduced oxygen,climate-change-other,ssp585_medium-term,#E95D93FF,0.10286256897193176
Northern Africa,reduced oxygen,climate-change-other,ssp585_medium-term,#E95D93FF,0.03235541790449243
Northern America,reduced oxygen,climate-change-other,ssp585_medium-term,#E95D93FF,0.025769858476463268
Northern Europe,reduced oxygen,climate-change-other,ssp585_medium-term,#E95D93FF,0.008780941569215326
Polynesia,reduced oxygen,climate-change-other,ssp585_medium-term,#E95D93FF,0.006330956431874838
South America,reduced oxygen,climate-change-other,ssp585_medium-term,#E95D93FF,0.04745830568037415
South-eastern Asia,reduced oxygen,climate-change-other,ssp585_medium-term,#E95D93FF,0.03659737076476966
Southern Africa,reduced oxygen,climate-change-other,ssp585_medium-term,#E95D93FF,0.07594325731538507
Southern Asia,reduced oxygen,climate-change-other,ssp585_medium-term,#E95D93FF,0.0372468944886893
Southern Europe,reduced oxygen,climate-change-other,ssp585_medium-term,#E95D93FF,0.02182452216906776
Southern Islands,reduced oxygen,climate-change-other,ssp585_medium-term,#E95D93FF,0.006292603917789104
Western Africa,reduced oxygen,climate-change-other,ssp585_medium-term,#E95D93FF,0.058571545744247874
Western Asia,reduced oxygen,climate-change-other,ssp585_medium-term,#E95D93FF,0.07460033523459873
Western Europe,reduced oxygen,climate-change-other,ssp585_medium-term,#E95D93FF,0.012139384020488284
Antarctica,reduced oxygen,climate-change-other,ssp585_near-term,#E95D93FF,0.0011938648300853308
Australia and New Zealand,reduced oxygen,climate-change-other,ssp585_near-term,#E95D93FF,0.004041284319827105
Caribbean,reduced oxygen,climate-change-other,ssp585_near-term,#E95D93FF,0.005536870329528255
Central America,reduced oxygen,climate-change-other,ssp585_near-term,#E95D93FF,0.08584629658023078
Eastern Africa,reduced oxygen,climate-change-other,ssp585_near-term,#E95D93FF,0.040779941509219604
Eastern Asia,reduced oxygen,climate-change-other,ssp585_near-term,#E95D93FF,0.021992310523485017
Eastern Europe,reduced oxygen,climate-change-other,ssp585_near-term,#E95D93FF,0.017216368510623206
Melanesia,reduced oxygen,climate-change-other,ssp585_near-term,#E95D93FF,0.0100646707929497
Micronesia,reduced oxygen,climate-change-other,ssp585_near-term,#E95D93FF,0.023616080299832434
Middle Africa,reduced oxygen,climate-change-other,ssp585_near-term,#E95D93FF,0.10465609112515087
Northern Africa,reduced oxygen,climate-change-other,ssp585_near-term,#E95D93FF,0.02519385916663937
Northern America,reduced oxygen,climate-change-other,ssp585_near-term,#E95D93FF,0.017090977991413847
Northern Europe,reduced oxygen,climate-change-other,ssp585_near-term,#E95D93FF,0.0027457068146307033
Polynesia,reduced oxygen,climate-change-other,ssp585_near-term,#E95D93FF,0.0046967871469957845
South America,reduced oxygen,climate-change-other,ssp585_near-term,#E95D93FF,0.04361713603590097
South-eastern Asia,reduced oxygen,climate-change-other,ssp585_near-term,#E95D93FF,0.03265767523957815
Southern Africa,reduced oxygen,climate-change-other,ssp585_near-term,#E95D93FF,0.07333205397418
Southern Asia,reduced oxygen,climate-change-other,ssp585_near-term,#E95D93FF,0.03373123571895287
Southern Europe,reduced oxygen,climate-change-other,ssp585_near-term,#E95D93FF,0.013469371973661744
Southern Islands,reduced oxygen,climate-change-other,ssp585_near-term,#E95D93FF,0.002609829050122934
Western Africa,reduced oxygen,climate-change-other,ssp585_near-term,#E95D93FF,0.055915742850943105
Western Asia,reduced oxygen,climate-change-other,ssp585_near-term,#E95D93FF,0.0684293161961603
Western Europe,reduced oxygen,climate-change-other,ssp585_near-term,#E95D93FF,0.0042054286458770435
Antarctica,sea level rise,climate-change-other,ssp245_current,#9F2C6CFF,4.1551052545649387e-4
