region,scenario,time_frame,pressure,average_impact
Iceland,ssp585,medium-term,fisheries biomass loss,0.2318533717209495
Iceland,ssp245,current,light pollution,0.0010329717972952506
Iceland,ssp245,medium-term,light pollution,8.85567793070941e-4
Iceland,ssp585,current,light pollution,8.708477887635545e-4
Iceland,ssp585,medium-term,light pollution,0.001053634332978731
Iceland,ssp245,current,nutrient pollution,6.841589654134324e-4
Iceland,ssp245,medium-term,nutrient pollution,7.187612072654968e-4
Iceland,ssp585,current,nutrient pollution,6.834477409518333e-4
Iceland,ssp585,medium-term,nutrient pollution,6.784373035618348e-4
Iceland,ssp245,current,ocean warming,0.03337713596491072
Iceland,ssp245,medium-term,ocean warming,0.057348333518516904
Iceland,ssp585,current,ocean warming,0.06680788577683063
Iceland,ssp585,medium-term,ocean warming,0.1097071222837906
Iceland,ssp245,current,primary productivity,8.757882937038249e-4
Iceland,ssp245,medium-term,primary productivity,0.04065077795354109
Iceland,ssp585,current,primary productivity,7.135453175561975e-4
Iceland,ssp585,medium-term,primary productivity,0.043772590100931555
Iceland,ssp245,current,reduced oxygen,0.0010919485436203997
Iceland,ssp245,medium-term,reduced oxygen,0.0024511392059479616
Iceland,ssp585,current,reduced oxygen,0.0010919485436203997
Iceland,ssp585,medium-term,reduced oxygen,0.006859241682244477
Iceland,ssp245,current,sea level rise,4.6815646527100055e-4
Iceland,ssp245,medium-term,sea level rise,0
Iceland,ssp585,current,sea level rise,0.0011454788318952154
Iceland,ssp585,medium-term,sea level rise,0
Jan Mayen,ssp245,current,acidification,0.08716502235371835
Jan Mayen,ssp245,medium-term,acidification,0.12137652975381082
Jan Mayen,ssp585,current,acidification,0.0865613308913719
Jan Mayen,ssp585,medium-term,acidification,0.13742170995660338
Jan Mayen,ssp245,current,air heat index,0
Jan Mayen,ssp245,medium-term,air heat index,0
Jan Mayen,ssp585,current,air heat index,0
Jan Mayen,ssp585,medium-term,air heat index,0
Jan Mayen,ssp245,current,coastal disturbance,0
Jan Mayen,ssp245,medium-term,coastal disturbance,0
Jan Mayen,ssp585,current,coastal disturbance,0
Jan Mayen,ssp585,medium-term,coastal disturbance,0
Jan Mayen,ssp245,current,fisheries biomass loss,0.09628867984553459
Jan Mayen,ssp245,medium-term,fisheries biomass loss,0.1462638783907495
Jan Mayen,ssp585,current,fisheries biomass loss,0.09628867984553459
Jan Mayen,ssp585,medium-term,fisheries biomass loss,0.1462638783907495
Jan Mayen,ssp245,current,light pollution,0
Jan Mayen,ssp245,medium-term,light pollution,0
Jan Mayen,ssp585,current,light pollution,0
Jan Mayen,ssp585,medium-term,light pollution,0
Jan Mayen,ssp245,current,nutrient pollution,0
Jan Mayen,ssp245,medium-term,nutrient pollution,0
Jan Mayen,ssp585,current,nutrient pollution,0
Jan Mayen,ssp585,medium-term,nutrient pollution,0
Jan Mayen,ssp245,current,ocean warming,0.020267054141385882
Jan Mayen,ssp245,medium-term,ocean warming,0.18661644556538326
Jan Mayen,ssp585,current,ocean warming,0.021154091163802284
Jan Mayen,ssp585,medium-term,ocean warming,0.2573767531114466
Jan Mayen,ssp245,current,primary productivity,0
Jan Mayen,ssp245,medium-term,primary productivity,0
Jan Mayen,ssp585,current,primary productivity,0
Jan Mayen,ssp585,medium-term,primary productivity,0
Jan Mayen,ssp245,current,reduced oxygen,0.0010786976726154334
Jan Mayen,ssp245,medium-term,reduced oxygen,0.006360355721814656
Jan Mayen,ssp585,current,reduced oxygen,0.0010786976726154334
Jan Mayen,ssp585,medium-term,reduced oxygen,0.009783861854041944
Jan Mayen,ssp245,current,sea level rise,0.01648598204355505
Jan Mayen,ssp245,medium-term,sea level rise,0
Jan Mayen,ssp585,current,sea level rise,0.01929354062019961
Jan Mayen,ssp585,medium-term,sea level rise,0
Finland,ssp245,current,acidification,0.008828643849148702
Finland,ssp245,medium-term,acidification,0.011866288998340555
Finland,ssp585,current,acidification,0.009444136544070732
Finland,ssp585,medium-term,acidification,0.016209694187739782
Finland,ssp245,current,air heat index,0
Finland,ssp245,medium-term,air heat index,0
Finland,ssp585,current,air heat index,0
Finland,ssp585,medium-term,air heat index,0
Finland,ssp245,current,coastal disturbance,0.07320024625390258
Finland,ssp245,medium-term,coastal disturbance,0.07618473688633491
Finland,ssp585,current,coastal disturbance,0.07367024029787238
Finland,ssp585,medium-term,coastal disturbance,0.07879781048112794
Finland,ssp245,current,fisheries biomass loss,0.23123493893682712
Finland,ssp245,medium-term,fisheries biomass loss,0.232344225633375
Finland,ssp585,current,fisheries biomass loss,0.23123493893682712
Finland,ssp585,medium-term,fisheries biomass loss,0.23396756315177844
Finland,ssp245,current,light pollution,0.007288873367580794
Finland,ssp245,medium-term,light pollution,0.0051843680658385976
Finland,ssp585,current,light pollution,0.006902234228572523
Finland,ssp585,medium-term,light pollution,0.0054656825142064954
Finland,ssp245,current,nutrient pollution,0.01141022892171579
Finland,ssp245,medium-term,nutrient pollution,0.006460211680446655
Finland,ssp585,current,nutrient pollution,0.011046094020358747
Finland,ssp585,medium-term,nutrient pollution,0.005894341335761578
Finland,ssp245,current,ocean warming,0.016471756183361566
Finland,ssp245,medium-term,ocean warming,0.061657638028372194
Finland,ssp585,current,ocean warming,0.030507039377935242
Finland,ssp585,medium-term,ocean warming,0.0949371275166251
Finland,ssp245,current,primary productivity,0
Finland,ssp245,medium-term,primary productivity,0
Finland,ssp585,current,primary productivity,0
Finland,ssp585,medium-term,primary productivity,0
Finland,ssp245,current,reduced oxygen,3.979584871862931e-5
Finland,ssp245,medium-term,reduced oxygen,0.006927311931087781
Finland,ssp585,current,reduced oxygen,3.979584871862931e-5
Finland,ssp585,medium-term,reduced oxygen,0.008711322993571096
Finland,ssp245,current,sea level rise,0
Finland,ssp245,medium-term,sea level rise,7.625078841389057e-6
Finland,ssp585,current,sea level rise,0
Finland,ssp585,medium-term,sea level rise,0.0033595167317091385
Denmark,ssp245,current,acidification,0.03458349433667975
Denmark,ssp245,medium-term,acidification,0.0470365827261596
Denmark,ssp585,current,acidification,0.034850356107348095
Denmark,ssp585,medium-term,acidification,0.054378338086480044
Denmark,ssp245,current,air heat index,0
Denmark,ssp245,medium-term,air heat index,0
Denmark,ssp585,current,air heat index,0
Denmark,ssp585,medium-term,air heat index,0
Denmark,ssp245,current,coastal disturbance,0.13937851103894294
Denmark,ssp245,medium-term,coastal disturbance,0.14169100774304516
Denmark,ssp585,current,coastal disturbance,0.14025264727127007
Denmark,ssp585,medium-term,coastal disturbance,0.14716655287148134
Denmark,ssp245,current,fisheries biomass loss,0.27322407193834847
Denmark,ssp245,medium-term,fisheries biomass loss,0.23040667462397343
Denmark,ssp585,current,fisheries biomass loss,0.27322407193834847
Denmark,ssp585,medium-term,fisheries biomass loss,0.2313039471574589
Denmark,ssp245,current,light pollution,0.003909946842303282
Denmark,ssp245,medium-term,light pollution,0.008130068780349078
Denmark,ssp585,current,light pollution,0.00462147121399098
Denmark,ssp585,medium-term,light pollution,0.009982755567786371
Denmark,ssp245,current,nutrient pollution,0.01812980046110415
Denmark,ssp245,medium-term,nutrient pollution,0.015318793213380826
Denmark,ssp585,current,nutrient pollution,0.018071885870440774
Denmark,ssp585,medium-term,nutrient pollution,0.015762416947627315
Denmark,ssp245,current,ocean warming,0.010286260909398957
Denmark,ssp245,medium-term,ocean warming,0.033728429813718694
Denmark,ssp585,current,ocean warming,0.01496851691203027
Denmark,ssp585,medium-term,ocean warming,0.05853257817663865
Denmark,ssp245,current,primary productivity,1.1569747880357989e-5
Denmark,ssp245,medium-term,primary productivity,0.019503871633826362
Denmark,ssp585,current,primary productivity,2.0840311275332723e-5
Denmark,ssp585,medium-term,primary productivity,0.02138610446898089
Denmark,ssp245,current,reduced oxygen,1.4424715700076929e-5
Denmark,ssp245,medium-term,reduced oxygen,0.003976681177654095
Denmark,ssp585,current,reduced oxygen,1.4424715700076929e-5
Denmark,ssp585,medium-term,reduced oxygen,0.006847946887415488
Denmark,ssp245,current,sea level rise,0.013782063951717126
Denmark,ssp245,medium-term,sea level rise,0.05491527772133836
Denmark,ssp585,current,sea level rise,0.02066184424128987
Denmark,ssp585,medium-term,sea level rise,0.09723129654038391
United Kingdom,ssp245,current,acidification,0.039141740469317315
United Kingdom,ssp245,medium-term,acidification,0.0639878604479203
United Kingdom,ssp585,current,acidification,0.03836269381598024
United Kingdom,ssp585,medium-term,acidification,0.07938892811619017
United Kingdom,ssp245,current,air heat index,0
United Kingdom,ssp245,medium-term,air heat index,0
United Kingdom,ssp585,current,air heat index,0
United Kingdom,ssp585,medium-term,air heat index,0
United Kingdom,ssp245,current,coastal disturbance,0.12003375555367081
United Kingdom,ssp245,medium-term,coastal disturbance,0.12326742584651049
United Kingdom,ssp585,current,coastal disturbance,0.12066089208723389
United Kingdom,ssp585,medium-term,coastal disturbance,0.12717535916977848
United Kingdom,ssp245,current,fisheries biomass loss,0.27609968316819394
United Kingdom,ssp245,medium-term,fisheries biomass loss,0.24758477667351855
United Kingdom,ssp585,current,fisheries biomass loss,0.27609968316819394
United Kingdom,ssp585,medium-term,fisheries biomass loss,0.24858658319595656
United Kingdom,ssp245,current,light pollution,0.007685493290761403
United Kingdom,ssp245,medium-term,light pollution,0.013021619258571785
United Kingdom,ssp585,current,light pollution,0.00844372617627718
United Kingdom,ssp585,medium-term,light pollution,0.014606209562974384
United Kingdom,ssp245,current,nutrient pollution,0.015133533311339755
United Kingdom,ssp245,medium-term,nutrient pollution,0.011954609673028822
United Kingdom,ssp585,current,nutrient pollution,0.015128270832830484
United Kingdom,ssp585,medium-term,nutrient pollution,0.010820039336416346
United Kingdom,ssp245,current,ocean warming,0.034787051851895213
United Kingdom,ssp245,medium-term,ocean warming,0.08072565912890181
United Kingdom,ssp585,current,ocean warming,0.03521758181435739
United Kingdom,ssp585,medium-term,ocean warming,0.13839725361203709
United Kingdom,ssp245,current,primary productivity,4.577818191381138e-4
United Kingdom,ssp245,medium-term,primary productivity,0.15490270014755858
United Kingdom,ssp585,current,primary productivity,3.5347668045072444e-4
United Kingdom,ssp585,medium-term,primary productivity,0.16301080117187797
United Kingdom,ssp245,current,reduced oxygen,0.0011826514198173168
United Kingdom,ssp245,medium-term,reduced oxygen,0.002270519138171984
United Kingdom,ssp585,current,reduced oxygen,0.0011826514198173168
United Kingdom,ssp585,medium-term,reduced oxygen,0.005949559930097012
United Kingdom,ssp245,current,sea level rise,0.01348444115936393
United Kingdom,ssp245,medium-term,sea level rise,0.03662387373923585
United Kingdom,ssp585,current,sea level rise,0.015453001779132773
United Kingdom,ssp585,medium-term,sea level rise,0.0698240188565952
Ireland,ssp245,current,acidification,0.039196676016500925
Ireland,ssp245,medium-term,acidification,0.06615800791788319
Ireland,ssp585,current,acidification,0.038645114418675915
Ireland,ssp585,medium-term,acidification,0.08230850004480829
Ireland,ssp245,current,air heat index,0
Ireland,ssp245,medium-term,air heat index,0
Ireland,ssp585,current,air heat index,0
Ireland,ssp585,medium-term,air heat index,0
Ireland,ssp245,current,coastal disturbance,0.1162036167286675
Ireland,ssp245,medium-term,coastal disturbance,0.1205010842479098
Ireland,ssp585,current,coastal disturbance,0.11705106025501685
Ireland,ssp585,medium-term,coastal disturbance,0.12544240258579378
Ireland,ssp245,current,fisheries biomass loss,0.22075904609188363
Ireland,ssp245,medium-term,fisheries biomass loss,0.24078314710028753
Ireland,ssp585,current,fisheries biomass loss,0.22075904609188363
Ireland,ssp585,medium-term,fisheries biomass loss,0.24627483461932093
Ireland,ssp245,current,light pollution,0.003347588673990013
Ireland,ssp245,medium-term,light pollution,0.006529630519842993
Ireland,ssp585,current,light pollution,0.0037938631297828227
Ireland,ssp585,medium-term,light pollution,0.007473678884837078
Ireland,ssp245,current,nutrient pollution,0.024260881584343426
Ireland,ssp245,medium-term,nutrient pollution,0.021346539173176
Ireland,ssp585,current,nutrient pollution,0.02423405070963711
Ireland,ssp585,medium-term,nutrient pollution,0.0211037567497891
Ireland,ssp245,current,ocean warming,0.044102334354170734
Ireland,ssp245,medium-term,ocean warming,0.08022164023868433
Ireland,ssp585,current,ocean warming,0.052854174046516274
Ireland,ssp585,medium-term,ocean warming,0.11717970456544505
Ireland,ssp245,current,primary productivity,7.619637423363089e-4
Ireland,ssp245,medium-term,primary productivity,0.15858496325016883
Ireland,ssp585,current,primary productivity,7.469822786800319e-4
Ireland,ssp585,medium-term,primary productivity,0.16534525982831907
Ireland,ssp245,current,reduced oxygen,0.0029483533920371587
Ireland,ssp245,medium-term,reduced oxygen,0.0032001501898723593
Ireland,ssp585,current,reduced oxygen,0.0029483533920371587
Ireland,ssp585,medium-term,reduced oxygen,0.006215766524631626
Ireland,ssp245,current,sea level rise,0.022149400705016455
Ireland,ssp245,medium-term,sea level rise,0.04988215840703981
Ireland,ssp585,current,sea level rise,0.02611975192302919
Ireland,ssp585,medium-term,sea level rise,0.08553932747325504
Lithuania,ssp245,current,acidification,0.013554314961656927
Lithuania,ssp245,medium-term,acidification,0.01441218285355717
Lithuania,ssp585,current,acidification,0.015270050044637173
Lithuania,ssp585,medium-term,acidification,0.01955938612576574
Lithuania,ssp245,current,air heat index,0
Lithuania,ssp245,medium-term,air heat index,0
Lithuania,ssp585,current,air heat index,0
Lithuania,ssp585,medium-term,air heat index,0
Lithuania,ssp245,current,coastal disturbance,0.15950249911868014
Lithuania,ssp245,medium-term,coastal disturbance,0.14855792149959599
Lithuania,ssp585,current,coastal disturbance,0.15911005087255034
Lithuania,ssp585,medium-term,coastal disturbance,0.1454693832882913
Lithuania,ssp245,current,fisheries biomass loss,0.24423294954467564
Lithuania,ssp245,medium-term,fisheries biomass loss,0.3247598111256957
Lithuania,ssp585,current,fisheries biomass loss,0.24423294954467564
Lithuania,ssp585,medium-term,fisheries biomass loss,0.3218390536122024
Lithuania,ssp245,current,light pollution,0.012745380657725036
Lithuania,ssp245,medium-term,light pollution,0.01268092452082783
Lithuania,ssp585,current,light pollution,0.01264146578963846
Lithuania,ssp585,medium-term,light pollution,0.013099458990618587
Lithuania,ssp245,current,nutrient pollution,0.11194040651188629
Lithuania,ssp245,medium-term,nutrient pollution,0.10332819044219946
Lithuania,ssp585,current,nutrient pollution,0.11108642715626046
Lithuania,ssp585,medium-term,nutrient pollution,0.09677335231646567
Lithuania,ssp245,current,ocean warming,0.014913889745948837
Lithuania,ssp245,medium-term,ocean warming,0.08620227649342269
Lithuania,ssp585,current,ocean warming,0.035793334060581404
Lithuania,ssp585,medium-term,ocean warming,0.14138367345556616
Lithuania,ssp245,current,primary productivity,0
Lithuania,ssp245,medium-term,primary productivity,0
Lithuania,ssp585,current,primary productivity,0
Lithuania,ssp585,medium-term,primary productivity,0
Lithuania,ssp245,current,reduced oxygen,0.0011176292646450738
Lithuania,ssp245,medium-term,reduced oxygen,0.010041580758115742
Lithuania,ssp585,current,reduced oxygen,0.0011176292646450738
Lithuania,ssp585,medium-term,reduced oxygen,0.010268274342961377
Lithuania,ssp245,current,sea level rise,0.06622293245047331
Lithuania,ssp245,medium-term,sea level rise,0.10863374942913652
Lithuania,ssp585,current,sea level rise,0.06874535912647843
Lithuania,ssp585,medium-term,sea level rise,0.15240096945315598
Sweden,ssp245,current,acidification,0.017289236752721364
Sweden,ssp245,medium-term,acidification,0.024129467643203527
Sweden,ssp585,current,acidification,0.017750152496015536
Sweden,ssp585,medium-term,acidification,0.030394717526325186
Sweden,ssp245,current,air heat index,0
Sweden,ssp245,medium-term,air heat index,0
Sweden,ssp585,current,air heat index,0
Sweden,ssp585,medium-term,air heat index,0
Sweden,ssp245,current,coastal disturbance,0.08573224638250611
Sweden,ssp245,medium-term,coastal disturbance,0.08935649875820907
Sweden,ssp585,current,coastal disturbance,0.08648781565810675
Sweden,ssp585,medium-term,coastal disturbance,0.09364274085177438
Sweden,ssp245,current,fisheries biomass loss,0.23690245819205197
Sweden,ssp245,medium-term,fisheries biomass loss,0.2362260836437679
Sweden,ssp585,current,fisheries biomass loss,0.23690245819205197
Sweden,ssp585,medium-term,fisheries biomass loss,0.2378233843645487
Sweden,ssp245,current,light pollution,0.0069896553030700794
Sweden,ssp245,medium-term,light pollution,0.006890490347513099
Sweden,ssp585,current,light pollution,0.00671265370210093
Sweden,ssp585,medium-term,light pollution,0.0079820750138154
Sweden,ssp245,current,nutrient pollution,0.007250010191318859
Sweden,ssp245,medium-term,nutrient pollution,0.005869146366530634
Sweden,ssp585,current,nutrient pollution,0.007238521928054356
Sweden,ssp585,medium-term,nutrient pollution,0.0055359992483753236
Sweden,ssp245,current,ocean warming,0.0165990054300561
Sweden,ssp245,medium-term,ocean warming,0.05936780764100614
Sweden,ssp585,current,ocean warming,0.03118264133192491
Sweden,ssp585,medium-term,ocean warming,0.09478256904060967
Sweden,ssp245,current,primary productivity,0
Sweden,ssp245,medium-term,primary productivity,0.002942022958246507
Sweden,ssp585,current,primary productivity,0
Sweden,ssp585,medium-term,primary productivity,0.0033846423453336148
Sweden,ssp245,current,reduced oxygen,6.843884871930337e-5
Sweden,ssp245,medium-term,reduced oxygen,0.00441881486166875
Sweden,ssp585,current,reduced oxygen,6.843884871930337e-5
Sweden,ssp585,medium-term,reduced oxygen,0.007044073589491513
Sweden,ssp245,current,sea level rise,0.002934709475957443
Sweden,ssp245,medium-term,sea level rise,0.010516588375962772
Sweden,ssp585,current,sea level rise,0.003593596405548559
Sweden,ssp585,medium-term,sea level rise,0.022228650074743363
Norway,ssp245,current,acidification,0.04839931062859501
Norway,ssp245,medium-term,acidification,0.07944015426248706
Norway,ssp585,current,acidification,0.04871920625025354
Norway,ssp585,medium-term,acidification,0.0932761323825671
Norway,ssp245,current,air heat index,0
Norway,ssp245,medium-term,air heat index,0
Norway,ssp585,current,air heat index,0
Norway,ssp585,medium-term,air heat index,0
Norway,ssp245,current,coastal disturbance,0.045007424728238994
Norway,ssp245,medium-term,coastal disturbance,0.048986271834994335
Norway,ssp585,current,coastal disturbance,0.04550025100244528
Norway,ssp585,medium-term,coastal disturbance,0.05256975207604577
Norway,ssp245,current,fisheries biomass loss,0.2031670218717797
Norway,ssp245,medium-term,fisheries biomass loss,0.2277135063863329
Norway,ssp585,current,fisheries biomass loss,0.2031670218717797
Norway,ssp585,medium-term,fisheries biomass loss,0.23342275172489724
Norway,ssp245,current,light pollution,0.0029061243663788096
Norway,ssp245,medium-term,light pollution,0.002090126480902354
Norway,ssp585,current,light pollution,0.00264146379870828
Norway,ssp585,medium-term,light pollution,0.0025851643364830034
Norway,ssp245,current,nutrient pollution,0.002189082284809487
Norway,ssp245,medium-term,nutrient pollution,0.002682919761468044
Norway,ssp585,current,nutrient pollution,0.0021895308121876807
Norway,ssp585,medium-term,nutrient pollution,0.0026486711148838824
Norway,ssp245,current,ocean warming,0.058533642955834256
Norway,ssp245,medium-term,ocean warming,0.15204463997107853
Norway,ssp585,current,ocean warming,0.11256034360415962
Norway,ssp585,medium-term,ocean warming,0.20545360199697638
Norway,ssp245,current,primary productivity,1.2103698625008094e-4
Norway,ssp245,medium-term,primary productivity,0.05149907679271345
Norway,ssp585,current,primary productivity,1.201964723520857e-4
Norway,ssp585,medium-term,primary productivity,0.05658732598173673
Norway,ssp245,current,reduced oxygen,0.0016839761300650319
Norway,ssp245,medium-term,reduced oxygen,0.006995992330853819
Norway,ssp585,current,reduced oxygen,0.0016839761300650319
Norway,ssp585,medium-term,reduced oxygen,0.010303662726033969
Norway,ssp245,current,sea level rise,0.0038429647874260423
Norway,ssp245,medium-term,sea level rise,0.014547105997736677
Norway,ssp585,current,sea level rise,0.005068557645737612
Norway,ssp585,medium-term,sea level rise,0.028511486589235593
Jersey,ssp245,current,acidification,0.020270812477065192
Jersey,ssp245,medium-term,acidification,0.03104599460675672
Jersey,ssp585,current,acidification,0.01926064062899968
Jersey,ssp585,medium-term,acidification,0.039800830872991355
Jersey,ssp245,current,air heat index,0
Jersey,ssp245,medium-term,air heat index,0
Jersey,ssp585,current,air heat index,0
Jersey,ssp585,medium-term,air heat index,0
Jersey,ssp245,current,coastal disturbance,0.21757774349680406
Jersey,ssp245,medium-term,coastal disturbance,0.22041069375700317
Jersey,ssp585,current,coastal disturbance,0.21760042994719697
Jersey,ssp585,medium-term,coastal disturbance,0.22050573780143168
Jersey,ssp245,current,fisheries biomass loss,0
Jersey,ssp245,medium-term,fisheries biomass loss,0
Jersey,ssp585,current,fisheries biomass loss,0
Jersey,ssp585,medium-term,fisheries biomass loss,0
Jersey,ssp245,current,light pollution,0.0010666679181667834
Jersey,ssp245,medium-term,light pollution,7.670662889722725e-4
Jersey,ssp585,current,light pollution,0.0010666679181667834
Jersey,ssp585,medium-term,light pollution,7.727097181486892e-4
Jersey,ssp245,current,nutrient pollution,4.0022840873010714e-4
Jersey,ssp245,medium-term,nutrient pollution,3.203002424738693e-4
Jersey,ssp585,current,nutrient pollution,4.01314555724674e-4
Jersey,ssp585,medium-term,nutrient pollution,2.515304485948273e-4
Jersey,ssp245,current,ocean warming,0.015796407611560426
Jersey,ssp245,medium-term,ocean warming,0.04251490055321483
Jersey,ssp585,current,ocean warming,0.006318563103377526
Jersey,ssp585,medium-term,ocean warming,0.060387408775568474
Jersey,ssp245,current,primary productivity,0.005138654519441842
Jersey,ssp245,medium-term,primary productivity,0.14759563429834088
Jersey,ssp585,current,primary productivity,0.005417067129428687
Jersey,ssp585,medium-term,primary productivity,0.15830799710965948
Jersey,ssp245,current,reduced oxygen,1.8598397040248078e-4
Jersey,ssp245,medium-term,reduced oxygen,0.003693691986427437
Jersey,ssp585,current,reduced oxygen,1.8598397040248078e-4
Jersey,ssp585,medium-term,reduced oxygen,0.009740171049543276
Jersey,ssp245,current,sea level rise,0.009971839419449678
Jersey,ssp245,medium-term,sea level rise,0.03828232364321593
Jersey,ssp585,current,sea level rise,0.011076846614741951
Jersey,ssp585,medium-term,sea level rise,0.06716556576429866
Guernsey,ssp245,current,acidification,0.06324999614858265
Guernsey,ssp245,medium-term,acidification,0.09687125614996497
Guernsey,ssp585,current,acidification,0.06009800812339214
Guernsey,ssp585,medium-term,acidification,0.12418853018607479
Guernsey,ssp245,current,air heat index,0
Guernsey,ssp245,medium-term,air heat index,0
Guernsey,ssp585,current,air heat index,0
Guernsey,ssp585,medium-term,air heat index,0
Guernsey,ssp245,current,coastal disturbance,0.13247869470573137
Guernsey,ssp245,medium-term,coastal disturbance,0.1357828750691484
Guernsey,ssp585,current,coastal disturbance,0.13251507122521827
Guernsey,ssp585,medium-term,coastal disturbance,0.13589288016933446
Guernsey,ssp245,current,fisheries biomass loss,0.35003539162705866
Guernsey,ssp245,medium-term,fisheries biomass loss,0.30143823775646383
Guernsey,ssp585,current,fisheries biomass loss,0.35003539162705866
Guernsey,ssp585,medium-term,fisheries biomass loss,0.3015896619326668
Guernsey,ssp245,current,light pollution,0
Guernsey,ssp245,medium-term,light pollution,8.456082723569115e-4
Guernsey,ssp585,current,light pollution,0
Guernsey,ssp585,medium-term,light pollution,8.456082723569115e-4
Guernsey,ssp245,current,nutrient pollution,2.9905476604389444e-5
Guernsey,ssp245,medium-term,nutrient pollution,2.3732965043148626e-5
Guernsey,ssp585,current,nutrient pollution,2.990548139672691e-5
Guernsey,ssp585,medium-term,nutrient pollution,1.951231119050216e-5
Guernsey,ssp245,current,ocean warming,0.0466328381497498
Guernsey,ssp245,medium-term,ocean warming,0.1252164139100037
Guernsey,ssp585,current,ocean warming,0.018852628558726374
Guernsey,ssp585,medium-term,ocean warming,0.17776332230278058
Guernsey,ssp245,current,primary productivity,0.004268767090812056
Guernsey,ssp245,medium-term,primary productivity,0.15641365734672247
Guernsey,ssp585,current,primary productivity,0.004483785009562359
Guernsey,ssp585,medium-term,primary productivity,0.1675911983318376
Guernsey,ssp245,current,reduced oxygen,0.002903620505879564
Guernsey,ssp245,medium-term,reduced oxygen,0.006005605145621581
Guernsey,ssp585,current,reduced oxygen,0.002903620505879564
Guernsey,ssp585,medium-term,reduced oxygen,0.011233929734911587
Guernsey,ssp245,current,sea level rise,0.0056308592051769095
Guernsey,ssp245,medium-term,sea level rise,0.022379173153939728
Guernsey,ssp585,current,sea level rise,0.006275988242123275
Guernsey,ssp585,medium-term,sea level rise,0.03959409880022017
Tuvalu,ssp245,current,acidification,0
Tuvalu,ssp245,medium-term,acidification,0
Tuvalu,ssp585,current,acidification,0
Tuvalu,ssp585,medium-term,acidification,0
Tuvalu,ssp245,current,air heat index,0
Tuvalu,ssp245,medium-term,air heat index,0.0015325331974856769
Tuvalu,ssp585,current,air heat index,0
Tuvalu,ssp585,medium-term,air heat index,0.004918437877980371
Tuvalu,ssp245,current,coastal disturbance,9.315195005103977e-4
Tuvalu,ssp245,medium-term,coastal disturbance,9.932648668975119e-4
Tuvalu,ssp585,current,coastal disturbance,9.315195005103977e-4
Tuvalu,ssp585,medium-term,coastal disturbance,9.932648668975119e-4
Tuvalu,ssp245,current,fisheries biomass loss,0.03466635901688777
Tuvalu,ssp245,medium-term,fisheries biomass loss,0.06545184177793642
Tuvalu,ssp585,current,fisheries biomass loss,0.04057661553259309
Tuvalu,ssp585,medium-term,fisheries biomass loss,0.11204080731541206
Tuvalu,ssp245,current,light pollution,0
Tuvalu,ssp245,medium-term,light pollution,0
Tuvalu,ssp585,current,light pollution,0
Tuvalu,ssp585,medium-term,light pollution,0
Tuvalu,ssp245,current,nutrient pollution,0
Tuvalu,ssp245,medium-term,nutrient pollution,0
Tuvalu,ssp585,current,nutrient pollution,0
Tuvalu,ssp585,medium-term,nutrient pollution,0
Tuvalu,ssp245,current,ocean warming,0.06081573614179148
Tuvalu,ssp245,medium-term,ocean warming,0.2811353600691826
Tuvalu,ssp585,current,ocean warming,0.056211646864513194
Tuvalu,ssp585,medium-term,ocean warming,0.3750074948298325
Tuvalu,ssp245,current,primary productivity,0
Tuvalu,ssp245,medium-term,primary productivity,0.05485593516234931
Tuvalu,ssp585,current,primary productivity,0
Tuvalu,ssp585,medium-term,primary productivity,0.08539293434082271
Tuvalu,ssp245,current,reduced oxygen,0.0010470025165385073
Tuvalu,ssp245,medium-term,reduced oxygen,0.0025794823174812645
Tuvalu,ssp585,current,reduced oxygen,0.0010470025165385073
Tuvalu,ssp585,medium-term,reduced oxygen,0.0027193260610717915
Tuvalu,ssp245,current,sea level rise,4.491986188690591e-4
Tuvalu,ssp245,medium-term,sea level rise,0.004650313787244479
Tuvalu,ssp585,current,sea level rise,0.001253508610306216
Tuvalu,ssp585,medium-term,sea level rise,0.006237251351943568
Pitcairn,ssp245,current,acidification,0
Pitcairn,ssp245,medium-term,acidification,0
Pitcairn,ssp585,current,acidification,0
Pitcairn,ssp585,medium-term,acidification,0.012704643964550793
Pitcairn,ssp245,current,air heat index,0
Pitcairn,ssp245,medium-term,air heat index,0
Pitcairn,ssp585,current,air heat index,0
Pitcairn,ssp585,medium-term,air heat index,0
Pitcairn,ssp245,current,coastal disturbance,0
Pitcairn,ssp245,medium-term,coastal disturbance,0
Pitcairn,ssp585,current,coastal disturbance,0
Pitcairn,ssp585,medium-term,coastal disturbance,0
Pitcairn,ssp245,current,fisheries biomass loss,0
Pitcairn,ssp245,medium-term,fisheries biomass loss,0.004573441342586192
Pitcairn,ssp585,current,fisheries biomass loss,0
Pitcairn,ssp585,medium-term,fisheries biomass loss,0.05719998800608058
Pitcairn,ssp245,current,light pollution,0
Pitcairn,ssp245,medium-term,light pollution,0
Pitcairn,ssp585,current,light pollution,0
Pitcairn,ssp585,medium-term,light pollution,0
Pitcairn,ssp245,current,nutrient pollution,0
Pitcairn,ssp245,medium-term,nutrient pollution,0
Pitcairn,ssp585,current,nutrient pollution,0
Pitcairn,ssp585,medium-term,nutrient pollution,0
Pitcairn,ssp245,current,ocean warming,0.06570361439758522
Pitcairn,ssp245,medium-term,ocean warming,0.141995938545329
Pitcairn,ssp585,current,ocean warming,0.044719344225894825
