fn_pressure,fn_scenario,fn_time,new_fn_pressure,f_path
disturbance,ssp370,near-term,coastal-disturbance,/home/shares/ohi/stressors_2021/_dataprep/population/pop_density_km2_ocean_expand_log_rescaled_crop
disturbance,ssp370,medium-term,coastal-disturbance,/home/shares/ohi/stressors_2021/_dataprep/population/pop_density_km2_ocean_expand_log_rescaled_crop
disturbance,ssp370,long-term,coastal-disturbance,/home/shares/ohi/stressors_2021/_dataprep/population/pop_density_km2_ocean_expand_log_rescaled_crop
disturbance,ssp460,current,coastal-disturbance,/home/shares/ohi/stressors_2021/_dataprep/population/pop_density_km2_ocean_expand_log_rescaled_crop
disturbance,ssp460,near-term,coastal-disturbance,/home/shares/ohi/stressors_2021/_dataprep/population/pop_density_km2_ocean_expand_log_rescaled_crop
disturbance,ssp460,medium-term,coastal-disturbance,/home/shares/ohi/stressors_2021/_dataprep/population/pop_density_km2_ocean_expand_log_rescaled_crop
disturbance,ssp460,long-term,coastal-disturbance,/home/shares/ohi/stressors_2021/_dataprep/population/pop_density_km2_ocean_expand_log_rescaled_crop
disturbance,ssp585,current,coastal-disturbance,/home/shares/ohi/stressors_2021/_dataprep/population/pop_density_km2_ocean_expand_log_rescaled_crop
disturbance,ssp585,near-term,coastal-disturbance,/home/shares/ohi/stressors_2021/_dataprep/population/pop_density_km2_ocean_expand_log_rescaled_crop
disturbance,ssp585,medium-term,coastal-disturbance,/home/shares/ohi/stressors_2021/_dataprep/population/pop_density_km2_ocean_expand_log_rescaled_crop
disturbance,ssp585,long-term,coastal-disturbance,/home/shares/ohi/stressors_2021/_dataprep/population/pop_density_km2_ocean_expand_log_rescaled_crop
npp_rescaled,ssp126,current,npp,/home/shares/ohi/stressors_2021/_dataprep/npp/raw_rescaled_mol
npp_rescaled,ssp126,near-term,npp,/home/shares/ohi/stressors_2021/_dataprep/npp/raw_rescaled_mol
npp_rescaled,ssp126,medium-term,npp,/home/shares/ohi/stressors_2021/_dataprep/npp/raw_rescaled_mol
npp_rescaled,ssp126,long-term,npp,/home/shares/ohi/stressors_2021/_dataprep/npp/raw_rescaled_mol
npp_rescaled,ssp245,current,npp,/home/shares/ohi/stressors_2021/_dataprep/npp/raw_rescaled_mol
npp_rescaled,ssp245,near-term,npp,/home/shares/ohi/stressors_2021/_dataprep/npp/raw_rescaled_mol
npp_rescaled,ssp245,medium-term,npp,/home/shares/ohi/stressors_2021/_dataprep/npp/raw_rescaled_mol
npp_rescaled,ssp245,long-term,npp,/home/shares/ohi/stressors_2021/_dataprep/npp/raw_rescaled_mol
npp_rescaled,ssp370,current,npp,/home/shares/ohi/stressors_2021/_dataprep/npp/raw_rescaled_mol
npp_rescaled,ssp370,near-term,npp,/home/shares/ohi/stressors_2021/_dataprep/npp/raw_rescaled_mol
npp_rescaled,ssp370,medium-term,npp,/home/shares/ohi/stressors_2021/_dataprep/npp/raw_rescaled_mol
npp_rescaled,ssp370,long-term,npp,/home/shares/ohi/stressors_2021/_dataprep/npp/raw_rescaled_mol
npp_rescaled,ssp585,current,npp,/home/shares/ohi/stressors_2021/_dataprep/npp/raw_rescaled_mol
npp_rescaled,ssp585,near-term,npp,/home/shares/ohi/stressors_2021/_dataprep/npp/raw_rescaled_mol
npp_rescaled,ssp585,medium-term,npp,/home/shares/ohi/stressors_2021/_dataprep/npp/raw_rescaled_mol
npp_rescaled,ssp585,long-term,npp,/home/shares/ohi/stressors_2021/_dataprep/npp/raw_rescaled_mol
light_rescaled,ssp1,current,light-pollution,/home/shares/ohi/stressors_2021/_dataprep/light/rescale
light_rescaled,ssp1,near-term,light-pollution,/home/shares/ohi/stressors_2021/_dataprep/light/rescale
light_rescaled,ssp1,medium-term,light-pollution,/home/shares/ohi/stressors_2021/_dataprep/light/rescale
light_rescaled,ssp1,long-term,light-pollution,/home/shares/ohi/stressors_2021/_dataprep/light/rescale
light_rescaled,ssp2,current,light-pollution,/home/shares/ohi/stressors_2021/_dataprep/light/rescale
light_rescaled,ssp2,near-term,light-pollution,/home/shares/ohi/stressors_2021/_dataprep/light/rescale
light_rescaled,ssp2,medium-term,light-pollution,/home/shares/ohi/stressors_2021/_dataprep/light/rescale
light_rescaled,ssp2,long-term,light-pollution,/home/shares/ohi/stressors_2021/_dataprep/light/rescale
light_rescaled,ssp3,current,light-pollution,/home/shares/ohi/stressors_2021/_dataprep/light/rescale
light_rescaled,ssp3,near-term,light-pollution,/home/shares/ohi/stressors_2021/_dataprep/light/rescale
light_rescaled,ssp3,medium-term,light-pollution,/home/shares/ohi/stressors_2021/_dataprep/light/rescale
light_rescaled,ssp3,long-term,light-pollution,/home/shares/ohi/stressors_2021/_dataprep/light/rescale
light_rescaled,ssp4,current,light-pollution,/home/shares/ohi/stressors_2021/_dataprep/light/rescale
light_rescaled,ssp4,near-term,light-pollution,/home/shares/ohi/stressors_2021/_dataprep/light/rescale
light_rescaled,ssp4,medium-term,light-pollution,/home/shares/ohi/stressors_2021/_dataprep/light/rescale
light_rescaled,ssp4,long-term,light-pollution,/home/shares/ohi/stressors_2021/_dataprep/light/rescale
light_rescaled,ssp5,current,light-pollution,/home/shares/ohi/stressors_2021/_dataprep/light/rescale
light_rescaled,ssp5,near-term,light-pollution,/home/shares/ohi/stressors_2021/_dataprep/light/rescale
light_rescaled,ssp5,medium-term,light-pollution,/home/shares/ohi/stressors_2021/_dataprep/light/rescale
light_rescaled,ssp5,long-term,light-pollution,/home/shares/ohi/stressors_2021/_dataprep/light/rescale
fisheries,ssp1,current,fisheries-biomass-loss,/home/shares/ohi/stressors_2021/_dataprep/fisheries_biomass/pressure
fisheries,ssp1,near-term,fisheries-biomass-loss,/home/shares/ohi/stressors_2021/_dataprep/fisheries_biomass/pressure
fisheries,ssp1,medium-term,fisheries-biomass-loss,/home/shares/ohi/stressors_2021/_dataprep/fisheries_biomass/pressure
fisheries,ssp1,long-term,fisheries-biomass-loss,/home/shares/ohi/stressors_2021/_dataprep/fisheries_biomass/pressure
fisheries,ssp2,current,fisheries-biomass-loss,/home/shares/ohi/stressors_2021/_dataprep/fisheries_biomass/pressure
fisheries,ssp2,near-term,fisheries-biomass-loss,/home/shares/ohi/stressors_2021/_dataprep/fisheries_biomass/pressure
fisheries,ssp2,medium-term,fisheries-biomass-loss,/home/shares/ohi/stressors_2021/_dataprep/fisheries_biomass/pressure
fisheries,ssp2,long-term,fisheries-biomass-loss,/home/shares/ohi/stressors_2021/_dataprep/fisheries_biomass/pressure
fisheries,ssp3,current,fisheries-biomass-loss,/home/shares/ohi/stressors_2021/_dataprep/fisheries_biomass/pressure
fisheries,ssp3,near-term,fisheries-biomass-loss,/home/shares/ohi/stressors_2021/_dataprep/fisheries_biomass/pressure
fisheries,ssp3,medium-term,fisheries-biomass-loss,/home/shares/ohi/stressors_2021/_dataprep/fisheries_biomass/pressure
fisheries,ssp3,long-term,fisheries-biomass-loss,/home/shares/ohi/stressors_2021/_dataprep/fisheries_biomass/pressure
fisheries,ssp4,current,fisheries-biomass-loss,/home/shares/ohi/stressors_2021/_dataprep/fisheries_biomass/pressure
fisheries,ssp4,near-term,fisheries-biomass-loss,/home/shares/ohi/stressors_2021/_dataprep/fisheries_biomass/pressure
fisheries,ssp4,medium-term,fisheries-biomass-loss,/home/shares/ohi/stressors_2021/_dataprep/fisheries_biomass/pressure
fisheries,ssp4,long-term,fisheries-biomass-loss,/home/shares/ohi/stressors_2021/_dataprep/fisheries_biomass/pressure
fisheries,ssp5,current,fisheries-biomass-loss,/home/shares/ohi/stressors_2021/_dataprep/fisheries_biomass/pressure
fisheries,ssp5,near-term,fisheries-biomass-loss,/home/shares/ohi/stressors_2021/_dataprep/fisheries_biomass/pressure
fisheries,ssp5,medium-term,fisheries-biomass-loss,/home/shares/ohi/stressors_2021/_dataprep/fisheries_biomass/pressure
fisheries,ssp5,long-term,fisheries-biomass-loss,/home/shares/ohi/stressors_2021/_dataprep/fisheries_biomass/pressure
heat-index,ssp119,current,air-heat-index,/home/shares/ohi/stressors_2021/_dataprep/T_air/wb_heat_index/pressure_crop
heat-index,ssp119,near-term,air-heat-index,/home/shares/ohi/stressors_2021/_dataprep/T_air/wb_heat_index/pressure_crop
heat-index,ssp119,medium-term,air-heat-index,/home/shares/ohi/stressors_2021/_dataprep/T_air/wb_heat_index/pressure_crop
heat-index,ssp119,long-term,air-heat-index,/home/shares/ohi/stressors_2021/_dataprep/T_air/wb_heat_index/pressure_crop
heat-index,ssp126,current,air-heat-index,/home/shares/ohi/stressors_2021/_dataprep/T_air/wb_heat_index/pressure_crop
heat-index,ssp126,near-term,air-heat-index,/home/shares/ohi/stressors_2021/_dataprep/T_air/wb_heat_index/pressure_crop
heat-index,ssp126,medium-term,air-heat-index,/home/shares/ohi/stressors_2021/_dataprep/T_air/wb_heat_index/pressure_crop
heat-index,ssp126,long-term,air-heat-index,/home/shares/ohi/stressors_2021/_dataprep/T_air/wb_heat_index/pressure_crop
heat-index,ssp245,current,air-heat-index,/home/shares/ohi/stressors_2021/_dataprep/T_air/wb_heat_index/pressure_crop
heat-index,ssp245,near-term,air-heat-index,/home/shares/ohi/stressors_2021/_dataprep/T_air/wb_heat_index/pressure_crop
heat-index,ssp245,medium-term,air-heat-index,/home/shares/ohi/stressors_2021/_dataprep/T_air/wb_heat_index/pressure_crop
heat-index,ssp245,long-term,air-heat-index,/home/shares/ohi/stressors_2021/_dataprep/T_air/wb_heat_index/pressure_crop
heat-index,ssp370,current,air-heat-index,/home/shares/ohi/stressors_2021/_dataprep/T_air/wb_heat_index/pressure_crop
heat-index,ssp370,near-term,air-heat-index,/home/shares/ohi/stressors_2021/_dataprep/T_air/wb_heat_index/pressure_crop
heat-index,ssp370,medium-term,air-heat-index,/home/shares/ohi/stressors_2021/_dataprep/T_air/wb_heat_index/pressure_crop
heat-index,ssp370,long-term,air-heat-index,/home/shares/ohi/stressors_2021/_dataprep/T_air/wb_heat_index/pressure_crop
heat-index,ssp585,current,air-heat-index,/home/shares/ohi/stressors_2021/_dataprep/T_air/wb_heat_index/pressure_crop
heat-index,ssp585,near-term,air-heat-index,/home/shares/ohi/stressors_2021/_dataprep/T_air/wb_heat_index/pressure_crop
heat-index,ssp585,medium-term,air-heat-index,/home/shares/ohi/stressors_2021/_dataprep/T_air/wb_heat_index/pressure_crop
heat-index,ssp585,long-term,air-heat-index,/home/shares/ohi/stressors_2021/_dataprep/T_air/wb_heat_index/pressure_crop
o2-depthsurf,ssp119,current,oxygen-surface,/home/shares/ohi/stressors_2021/_dataprep/oxygen/rescaled_mol
o2-depthsurf,ssp119,near-term,oxygen-surface,/home/shares/ohi/stressors_2021/_dataprep/oxygen/rescaled_mol
o2-depthsurf,ssp119,medium-term,oxygen-surface,/home/shares/ohi/stressors_2021/_dataprep/oxygen/rescaled_mol
o2-depthsurf,ssp119,long-term,oxygen-surface,/home/shares/ohi/stressors_2021/_dataprep/oxygen/rescaled_mol
o2-depthsurf,ssp126,current,oxygen-surface,/home/shares/ohi/stressors_2021/_dataprep/oxygen/rescaled_mol
o2-depthsurf,ssp126,near-term,oxygen-surface,/home/shares/ohi/stressors_2021/_dataprep/oxygen/rescaled_mol
o2-depthsurf,ssp126,medium-term,oxygen-surface,/home/shares/ohi/stressors_2021/_dataprep/oxygen/rescaled_mol
o2-depthsurf,ssp126,long-term,oxygen-surface,/home/shares/ohi/stressors_2021/_dataprep/oxygen/rescaled_mol
o2-depthsurf,ssp245,current,oxygen-surface,/home/shares/ohi/stressors_2021/_dataprep/oxygen/rescaled_mol
o2-depthsurf,ssp245,near-term,oxygen-surface,/home/shares/ohi/stressors_2021/_dataprep/oxygen/rescaled_mol
o2-depthsurf,ssp245,medium-term,oxygen-surface,/home/shares/ohi/stressors_2021/_dataprep/oxygen/rescaled_mol
o2-depthsurf,ssp245,long-term,oxygen-surface,/home/shares/ohi/stressors_2021/_dataprep/oxygen/rescaled_mol
o2-depthsurf,ssp370,current,oxygen-surface,/home/shares/ohi/stressors_2021/_dataprep/oxygen/rescaled_mol
o2-depthsurf,ssp370,near-term,oxygen-surface,/home/shares/ohi/stressors_2021/_dataprep/oxygen/rescaled_mol
o2-depthsurf,ssp370,medium-term,oxygen-surface,/home/shares/ohi/stressors_2021/_dataprep/oxygen/rescaled_mol
o2-depthsurf,ssp370,long-term,oxygen-surface,/home/shares/ohi/stressors_2021/_dataprep/oxygen/rescaled_mol
o2-depthsurf,ssp460,current,oxygen-surface,/home/shares/ohi/stressors_2021/_dataprep/oxygen/rescaled_mol
o2-depthsurf,ssp460,near-term,oxygen-surface,/home/shares/ohi/stressors_2021/_dataprep/oxygen/rescaled_mol
o2-depthsurf,ssp460,medium-term,oxygen-surface,/home/shares/ohi/stressors_2021/_dataprep/oxygen/rescaled_mol
o2-depthsurf,ssp460,long-term,oxygen-surface,/home/shares/ohi/stressors_2021/_dataprep/oxygen/rescaled_mol
o2-depthsurf,ssp585,current,oxygen-surface,/home/shares/ohi/stressors_2021/_dataprep/oxygen/rescaled_mol
o2-depthsurf,ssp585,near-term,oxygen-surface,/home/shares/ohi/stressors_2021/_dataprep/oxygen/rescaled_mol
o2-depthsurf,ssp585,medium-term,oxygen-surface,/home/shares/ohi/stressors_2021/_dataprep/oxygen/rescaled_mol
o2-depthsurf,ssp585,long-term,oxygen-surface,/home/shares/ohi/stressors_2021/_dataprep/oxygen/rescaled_mol
o2-depthmean,ssp119,current,oxygen-benthic,/home/shares/ohi/stressors_2021/_dataprep/oxygen/rescaled_mol
o2-depthmean,ssp119,near-term,oxygen-benthic,/home/shares/ohi/stressors_2021/_dataprep/oxygen/rescaled_mol
o2-depthmean,ssp119,medium-term,oxygen-benthic,/home/shares/ohi/stressors_2021/_dataprep/oxygen/rescaled_mol
o2-depthmean,ssp119,long-term,oxygen-benthic,/home/shares/ohi/stressors_2021/_dataprep/oxygen/rescaled_mol
o2-depthmean,ssp126,current,oxygen-benthic,/home/shares/ohi/stressors_2021/_dataprep/oxygen/rescaled_mol
o2-depthmean,ssp126,near-term,oxygen-benthic,/home/shares/ohi/stressors_2021/_dataprep/oxygen/rescaled_mol
o2-depthmean,ssp126,medium-term,oxygen-benthic,/home/shares/ohi/stressors_2021/_dataprep/oxygen/rescaled_mol
o2-depthmean,ssp126,long-term,oxygen-benthic,/home/shares/ohi/stressors_2021/_dataprep/oxygen/rescaled_mol
o2-depthmean,ssp245,current,oxygen-benthic,/home/shares/ohi/stressors_2021/_dataprep/oxygen/rescaled_mol
o2-depthmean,ssp245,near-term,oxygen-benthic,/home/shares/ohi/stressors_2021/_dataprep/oxygen/rescaled_mol
o2-depthmean,ssp245,medium-term,oxygen-benthic,/home/shares/ohi/stressors_2021/_dataprep/oxygen/rescaled_mol
o2-depthmean,ssp245,long-term,oxygen-benthic,/home/shares/ohi/stressors_2021/_dataprep/oxygen/rescaled_mol
o2-depthmean,ssp370,current,oxygen-benthic,/home/shares/ohi/stressors_2021/_dataprep/oxygen/rescaled_mol
o2-depthmean,ssp370,near-term,oxygen-benthic,/home/shares/ohi/stressors_2021/_dataprep/oxygen/rescaled_mol
o2-depthmean,ssp370,medium-term,oxygen-benthic,/home/shares/ohi/stressors_2021/_dataprep/oxygen/rescaled_mol
o2-depthmean,ssp370,long-term,oxygen-benthic,/home/shares/ohi/stressors_2021/_dataprep/oxygen/rescaled_mol
o2-depthmean,ssp460,current,oxygen-benthic,/home/shares/ohi/stressors_2021/_dataprep/oxygen/rescaled_mol
o2-depthmean,ssp460,near-term,oxygen-benthic,/home/shares/ohi/stressors_2021/_dataprep/oxygen/rescaled_mol
o2-depthmean,ssp460,medium-term,oxygen-benthic,/home/shares/ohi/stressors_2021/_dataprep/oxygen/rescaled_mol
o2-depthmean,ssp460,long-term,oxygen-benthic,/home/shares/ohi/stressors_2021/_dataprep/oxygen/rescaled_mol
o2-depthmean,ssp585,current,oxygen-benthic,/home/shares/ohi/stressors_2021/_dataprep/oxygen/rescaled_mol
o2-depthmean,ssp585,near-term,oxygen-benthic,/home/shares/ohi/stressors_2021/_dataprep/oxygen/rescaled_mol
o2-depthmean,ssp585,medium-term,oxygen-benthic,/home/shares/ohi/stressors_2021/_dataprep/oxygen/rescaled_mol
o2-depthmean,ssp585,long-term,oxygen-benthic,/home/shares/ohi/stressors_2021/_dataprep/oxygen/rescaled_mol
benthic-temp,ssp119,current,temperature-benthic,/home/shares/ohi/stressors_2021/_dataprep/T_benthic/rescaled_mol
benthic-temp,ssp119,near-term,temperature-benthic,/home/shares/ohi/stressors_2021/_dataprep/T_benthic/rescaled_mol
benthic-temp,ssp119,medium-term,temperature-benthic,/home/shares/ohi/stressors_2021/_dataprep/T_benthic/rescaled_mol
benthic-temp,ssp119,long-term,temperature-benthic,/home/shares/ohi/stressors_2021/_dataprep/T_benthic/rescaled_mol
benthic-temp,ssp126,current,temperature-benthic,/home/shares/ohi/stressors_2021/_dataprep/T_benthic/rescaled_mol
benthic-temp,ssp126,near-term,temperature-benthic,/home/shares/ohi/stressors_2021/_dataprep/T_benthic/rescaled_mol
benthic-temp,ssp126,medium-term,temperature-benthic,/home/shares/ohi/stressors_2021/_dataprep/T_benthic/rescaled_mol
benthic-temp,ssp126,long-term,temperature-benthic,/home/shares/ohi/stressors_2021/_dataprep/T_benthic/rescaled_mol
benthic-temp,ssp245,current,temperature-benthic,/home/shares/ohi/stressors_2021/_dataprep/T_benthic/rescaled_mol
benthic-temp,ssp245,near-term,temperature-benthic,/home/shares/ohi/stressors_2021/_dataprep/T_benthic/rescaled_mol
benthic-temp,ssp245,medium-term,temperature-benthic,/home/shares/ohi/stressors_2021/_dataprep/T_benthic/rescaled_mol
benthic-temp,ssp245,long-term,temperature-benthic,/home/shares/ohi/stressors_2021/_dataprep/T_benthic/rescaled_mol
benthic-temp,ssp370,current,temperature-benthic,/home/shares/ohi/stressors_2021/_dataprep/T_benthic/rescaled_mol
benthic-temp,ssp370,near-term,temperature-benthic,/home/shares/ohi/stressors_2021/_dataprep/T_benthic/rescaled_mol
benthic-temp,ssp370,medium-term,temperature-benthic,/home/shares/ohi/stressors_2021/_dataprep/T_benthic/rescaled_mol
benthic-temp,ssp370,long-term,temperature-benthic,/home/shares/ohi/stressors_2021/_dataprep/T_benthic/rescaled_mol
benthic-temp,ssp460,current,temperature-benthic,/home/shares/ohi/stressors_2021/_dataprep/T_benthic/rescaled_mol
benthic-temp,ssp460,near-term,temperature-benthic,/home/shares/ohi/stressors_2021/_dataprep/T_benthic/rescaled_mol
benthic-temp,ssp460,medium-term,temperature-benthic,/home/shares/ohi/stressors_2021/_dataprep/T_benthic/rescaled_mol
benthic-temp,ssp460,long-term,temperature-benthic,/home/shares/ohi/stressors_2021/_dataprep/T_benthic/rescaled_mol
benthic-temp,ssp585,current,temperature-benthic,/home/shares/ohi/stressors_2021/_dataprep/T_benthic/rescaled_mol
benthic-temp,ssp585,near-term,temperature-benthic,/home/shares/ohi/stressors_2021/_dataprep/T_benthic/rescaled_mol
benthic-temp,ssp585,medium-term,temperature-benthic,/home/shares/ohi/stressors_2021/_dataprep/T_benthic/rescaled_mol
benthic-temp,ssp585,long-term,temperature-benthic,/home/shares/ohi/stressors_2021/_dataprep/T_benthic/rescaled_mol
