fn_pressure,fn_scenario,fn_time,new_fn_pressure,f_path
sst-extreme,ssp245,current,sst-extremes,/home/shares/ohi/stressors_2021/_dataprep/SST/final_extreme
sst-extreme,ssp245,near-term,sst-extremes,/home/shares/ohi/stressors_2021/_dataprep/SST/final_extreme
sst-extreme,ssp245,medium-term,sst-extremes,/home/shares/ohi/stressors_2021/_dataprep/SST/final_extreme
sst-extreme,ssp245,long-term,sst-extremes,/home/shares/ohi/stressors_2021/_dataprep/SST/final_extreme
sst-extreme,ssp585,current,sst-extremes,/home/shares/ohi/stressors_2021/_dataprep/SST/final_extreme
sst-extreme,ssp585,near-term,sst-extremes,/home/shares/ohi/stressors_2021/_dataprep/SST/final_extreme
sst-extreme,ssp585,medium-term,sst-extremes,/home/shares/ohi/stressors_2021/_dataprep/SST/final_extreme
sst-extreme,ssp585,long-term,sst-extremes,/home/shares/ohi/stressors_2021/_dataprep/SST/final_extreme
oa,ssp119,current,oa,/home/shares/ohi/stressors_2021/_dataprep/oa
oa,ssp119,near-term,oa,/home/shares/ohi/stressors_2021/_dataprep/oa
oa,ssp119,medium-term,oa,/home/shares/ohi/stressors_2021/_dataprep/oa
oa,ssp119,long-term,oa,/home/shares/ohi/stressors_2021/_dataprep/oa
oa,ssp126,current,oa,/home/shares/ohi/stressors_2021/_dataprep/oa
oa,ssp126,near-term,oa,/home/shares/ohi/stressors_2021/_dataprep/oa
oa,ssp126,medium-term,oa,/home/shares/ohi/stressors_2021/_dataprep/oa
oa,ssp126,long-term,oa,/home/shares/ohi/stressors_2021/_dataprep/oa
oa,ssp245,current,oa,/home/shares/ohi/stressors_2021/_dataprep/oa
oa,ssp245,near-term,oa,/home/shares/ohi/stressors_2021/_dataprep/oa
oa,ssp245,medium-term,oa,/home/shares/ohi/stressors_2021/_dataprep/oa
oa,ssp245,long-term,oa,/home/shares/ohi/stressors_2021/_dataprep/oa
oa,ssp370,current,oa,/home/shares/ohi/stressors_2021/_dataprep/oa
oa,ssp370,near-term,oa,/home/shares/ohi/stressors_2021/_dataprep/oa
oa,ssp370,medium-term,oa,/home/shares/ohi/stressors_2021/_dataprep/oa
oa,ssp370,long-term,oa,/home/shares/ohi/stressors_2021/_dataprep/oa
oa,ssp585,current,oa,/home/shares/ohi/stressors_2021/_dataprep/oa
oa,ssp585,near-term,oa,/home/shares/ohi/stressors_2021/_dataprep/oa
oa,ssp585,medium-term,oa,/home/shares/ohi/stressors_2021/_dataprep/oa
oa,ssp585,long-term,oa,/home/shares/ohi/stressors_2021/_dataprep/oa
nutrient,ssp1,current,nutrient-input,/home/shares/ohi/stressors_2021/_dataprep/nutrients/rescaled
nutrient,ssp1,near-term,nutrient-input,/home/shares/ohi/stressors_2021/_dataprep/nutrients/rescaled
nutrient,ssp1,medium-term,nutrient-input,/home/shares/ohi/stressors_2021/_dataprep/nutrients/rescaled
nutrient,ssp2,current,nutrient-input,/home/shares/ohi/stressors_2021/_dataprep/nutrients/rescaled
nutrient,ssp2,near-term,nutrient-input,/home/shares/ohi/stressors_2021/_dataprep/nutrients/rescaled
nutrient,ssp2,medium-term,nutrient-input,/home/shares/ohi/stressors_2021/_dataprep/nutrients/rescaled
nutrient,ssp3,current,nutrient-input,/home/shares/ohi/stressors_2021/_dataprep/nutrients/rescaled
nutrient,ssp3,near-term,nutrient-input,/home/shares/ohi/stressors_2021/_dataprep/nutrients/rescaled
nutrient,ssp3,medium-term,nutrient-input,/home/shares/ohi/stressors_2021/_dataprep/nutrients/rescaled
nutrient,ssp4,current,nutrient-input,/home/shares/ohi/stressors_2021/_dataprep/nutrients/rescaled
nutrient,ssp4,near-term,nutrient-input,/home/shares/ohi/stressors_2021/_dataprep/nutrients/rescaled
nutrient,ssp4,medium-term,nutrient-input,/home/shares/ohi/stressors_2021/_dataprep/nutrients/rescaled
nutrient,ssp5,current,nutrient-input,/home/shares/ohi/stressors_2021/_dataprep/nutrients/rescaled
nutrient,ssp5,near-term,nutrient-input,/home/shares/ohi/stressors_2021/_dataprep/nutrients/rescaled
nutrient,ssp5,medium-term,nutrient-input,/home/shares/ohi/stressors_2021/_dataprep/nutrients/rescaled
slr,ssp126,current,slr,/home/shares/ohi/stressors_2021/_dataprep/slr/rescaled
slr,ssp126,near-term,slr,/home/shares/ohi/stressors_2021/_dataprep/slr/rescaled
slr,ssp126,medium-term,slr,/home/shares/ohi/stressors_2021/_dataprep/slr/rescaled
slr,ssp126,long-term,slr,/home/shares/ohi/stressors_2021/_dataprep/slr/rescaled
slr,ssp245,current,slr,/home/shares/ohi/stressors_2021/_dataprep/slr/rescaled
slr,ssp245,near-term,slr,/home/shares/ohi/stressors_2021/_dataprep/slr/rescaled
slr,ssp245,medium-term,slr,/home/shares/ohi/stressors_2021/_dataprep/slr/rescaled
slr,ssp245,long-term,slr,/home/shares/ohi/stressors_2021/_dataprep/slr/rescaled
slr,ssp370,current,slr,/home/shares/ohi/stressors_2021/_dataprep/slr/rescaled
slr,ssp370,near-term,slr,/home/shares/ohi/stressors_2021/_dataprep/slr/rescaled
slr,ssp370,medium-term,slr,/home/shares/ohi/stressors_2021/_dataprep/slr/rescaled
slr,ssp370,long-term,slr,/home/shares/ohi/stressors_2021/_dataprep/slr/rescaled
slr,ssp585,current,slr,/home/shares/ohi/stressors_2021/_dataprep/slr/rescaled
slr,ssp585,near-term,slr,/home/shares/ohi/stressors_2021/_dataprep/slr/rescaled
slr,ssp585,medium-term,slr,/home/shares/ohi/stressors_2021/_dataprep/slr/rescaled
slr,ssp585,long-term,slr,/home/shares/ohi/stressors_2021/_dataprep/slr/rescaled
disturbance,ssp126,current,coastal-disturbance,/home/shares/ohi/stressors_2021/_dataprep/population/pop_density_km2_ocean_expand_log_rescaled_crop
disturbance,ssp126,near-term,coastal-disturbance,/home/shares/ohi/stressors_2021/_dataprep/population/pop_density_km2_ocean_expand_log_rescaled_crop
disturbance,ssp126,medium-term,coastal-disturbance,/home/shares/ohi/stressors_2021/_dataprep/population/pop_density_km2_ocean_expand_log_rescaled_crop
disturbance,ssp126,long-term,coastal-disturbance,/home/shares/ohi/stressors_2021/_dataprep/population/pop_density_km2_ocean_expand_log_rescaled_crop
disturbance,ssp245,current,coastal-disturbance,/home/shares/ohi/stressors_2021/_dataprep/population/pop_density_km2_ocean_expand_log_rescaled_crop
disturbance,ssp245,near-term,coastal-disturbance,/home/shares/ohi/stressors_2021/_dataprep/population/pop_density_km2_ocean_expand_log_rescaled_crop
disturbance,ssp245,medium-term,coastal-disturbance,/home/shares/ohi/stressors_2021/_dataprep/population/pop_density_km2_ocean_expand_log_rescaled_crop
disturbance,ssp245,long-term,coastal-disturbance,/home/shares/ohi/stressors_2021/_dataprep/population/pop_density_km2_ocean_expand_log_rescaled_crop
disturbance,ssp370,current,coastal-disturbance,/home/shares/ohi/stressors_2021/_dataprep/population/pop_density_km2_ocean_expand_log_rescaled_crop
