country,integrated_depend,econ_depend,nutrition_depend,iso3c,ssp245_current,ssp245_medium-term,ssp245_near-term,ssp585_current,ssp585_medium-term,ssp585_near-term,change_ssp245_medium,pct_change_ssp245_medium,change_ssp585_medium,pct_change_ssp585_medium
Guam,0.478079,NA,NA,GUM,0.4078957365158408,1.7741203397353065,0.925132756883448,0.4814422654914346,2.2574088088968858,1.0395222522995688,1.3662246032194656,3.349445657092343,1.7759665434054512,3.6888463491933443
Nauru,0.474897,0.64,0.52,NRU,0.4421600997447967,1.4808238744735718,0.9204687078793844,0.4364082250330183,1.9838383860058255,0.9395532806714376,1.038663774728775,2.349067171208494,1.5474301609728072,3.5458317974087903
Northern Mariana Islands,0.454494,NA,NA,MNP,0.4078957365158408,1.7741203397353065,0.925132756883448,0.4814422654914346,2.2574088088968858,1.0395222522995688,1.3662246032194656,3.349445657092343,1.7759665434054512,3.6888463491933443
Cayman Islands,0.450975,NA,NA,CYM,0.5047100365161896,1.7156873093711005,1.1021195623609754,0.5466135799884796,2.0941342380311756,1.1996195435523986,1.2109772728549109,2.3993524702100237,1.547520658042696,2.831105400043869
Solomon Islands,0.435536,0.33,0.65,SLB,0.34397764399691155,1.7444513086211462,1.0117859072889137,0.4148202726890789,2.114274519988932,1.0160051543117148,1.4004736646242346,4.071408968185179,1.699454247299853,4.096844728159293
Sint Maarten,0.433706,NA,NA,SXM,0.6713791191577911,1.2744755446910858,0.9910321980714798,0.7418919280171394,1.6092583537101746,0.9866760522127151,0.6030964255332947,0.8982948803797273,0.8673664256930351,1.1691277299798266
Myanmar,0.431449,0.42,0.36,MMR,1.0322954872457109,2.237663193268351,1.5247962883203336,1.0614338754427315,2.7596558882458377,1.5238264087403175,1.2053677060226402,1.1676576338028049,1.6982220128031063,1.5999319902002995
Ghana,0.422081,0.18,0.56,GHA,2.060946687323148,3.3819647108922237,2.6421586802748385,2.033970286611651,3.601262876244842,2.673056215536399,1.3210180235690756,0.6409763201031048,1.5672925896331913,0.7705582524728577
Saint Martin,0.415456,0.16,NA,NSM,0.438002153054664,1.0624231884354038,0.8006839297319713,0.5105563402175903,1.3902696684787148,0.7940840909355565,0.6244210353807398,1.425611794430632,0.8797133282611245,1.7230484844947882
Virgin Islands (U.S.),0.415249,NA,NA,VIR,0.8305785670552565,2.1330957062866376,1.6231034359206324,0.9092806433529956,2.423739363317904,1.6419893885436263,1.302517139231381,1.568204611695365,1.5144587199649084,1.665556977414919
Sri Lanka,0.415029,0.19,0.62,LKA,1.2465115980295876,2.8849837472582274,2.026742624006846,1.283502944048633,3.344290904807498,2.136196828161748,1.6384721492286398,1.3144459721182222,2.060787960758865,1.605596598211449
Iceland,0.414919,0.36,0.36,ISL,0.9552212468948138,1.466671679423188,1.2984746590212477,1.0976071577928186,1.7743254806238395,1.3168116273795107,0.5114504325283742,0.5354261478070887,0.676718322831021,0.616539640823622
Sao Tome and Principe,0.412443,0.26,0.46,STP,1.0098471144835155,2.1175078021155462,1.5681979170552007,1.0162423451741536,2.426604489485422,1.712673383730429,1.1076606876320307,1.0968597837688945,1.4103621443112686,1.3878206817583207
Equatorial Guinea,0.409215,0.36,NA,GNQ,0.9924198759876136,2.2723847536640314,1.6390036153429337,0.9833719618902862,2.5175762940909117,1.7564561794732363,1.2799648776764179,1.2897412764961522,1.5342043322006256,1.5601465077888759
Vanuatu,0.406188,0.33,0.45,VUT,0.44141741266180745,1.4631835222244265,0.884017133123272,0.4496407692249005,1.7474642029175391,0.9153789946666132,1.021766109562619,2.314739020831166,1.2978234336926386,2.8863562259486657
North Korea,0.397103,NA,0.35,PRK,1.5752524021793817,2.26699935373138,2.00573888631428,1.5603405458085675,2.6046601709197548,2.1127371738938723,0.6917469515519983,0.43913404010364154,1.0443196251111873,0.6692895521535149
Reunion,0.394329,NA,NA,REU,0.6103193148970604,2.1787155437469483,1.3875036239624023,0.56995142146945,2.4001898336410523,1.4111924982070922,1.5683962288498878,2.569796155172349,1.8302384121716022,3.21121826041398
Cote D'Ivoire,0.386678,0.19,0.49,CIV,2.1159734260951373,3.341118117596241,2.6802755923981363,2.090875137782266,3.4846053410929145,2.671859584801586,1.2251446915011037,0.5789981463812672,1.3937302033106485,0.6665774431604461
Philippines,0.374039,0.24,0.43,PHL,1.1004924393283626,2.321010262657095,1.6966141600930502,1.0948644302824817,2.8187064449938517,1.7618133233968545,1.2205178233287324,1.1090651600238361,1.72384201471137,1.5744798780855527
Guyana,0.364682,0.35,0.29,GUY,0.7074223592439118,2.0043191681889927,1.468236354344031,0.760193652309039,2.443893997108235,1.511769421836909,1.296896808945081,1.8332708770064823,1.6837003447991963,2.2148308390698417
Indonesia,0.36433,0.22,0.48,IDN,0.7827492514841,1.918236821734629,1.366149340923029,0.7766665048871838,2.339662419158637,1.4350678883057983,1.135487570250529,1.4506402504986542,1.5629959142714531,2.0124415105277254
Papua New Guinea,0.359104,0.35,NA,PNG,0.47332911913422887,1.6859074046724585,1.063172062422841,0.4616628147260988,2.047429423509606,1.1173794258233751,1.2125782855382297,2.5618079186764784,1.5857666087835074,3.434902180121072
French Polynesia,0.356181,NA,0.46,PYF,0.2413944249288945,1.20442735028708,0.6108779322787641,0.2449303256618013,1.3299739613273012,0.6764498864896341,0.9630329253581854,3.98945802348939,1.0850436356654998,4.430009361779574
Mauritius,0.349329,0.23,0.24,MUS,0.5396603970210764,1.4364696959905987,0.8868193701852726,0.4955836858930467,1.731505495083483,0.9503529894201062,0.8968092989695223,1.6618030597018174,1.2359218091904363,2.4938710542161875
Fiji,0.344328,0.41,0.31,FJI,0.36944421524631565,1.355791352329583,0.8956951406495325,0.43811907208171386,1.5869635417543608,0.8914501632082051,0.9863471370832674,2.669813455938539,1.148844469672647,2.622219718064169
Namibia,0.338803,0.36,0.23,NAM,1.4682452006260334,2.5447371856083776,1.9327683375738456,1.470712508497796,2.844474557382483,1.9574386336345195,1.0764919849823442,0.7331827030821196,1.373762048884687,0.9340792581466956
Vietnam,0.334473,0.28,0.3,VNM,1.3870843635440546,2.518047756529124,1.9122504699028144,1.3612820642816146,2.96213686493157,1.975715961294659,1.1309633929850693,0.8153529970559352,1.6008548006499554,1.1759905185372217
"Gambia, The",0.327844,0.3,0.42,GMB,1.3747268504566617,2.5980401357014973,2.0162866327497695,1.3579015440411035,2.926324394014147,2.0921116484536064,1.2233132852448356,0.8898591635410853,1.5684228499730433,1.1550342930647461
Samoa,0.325677,0.3,0.31,WSM,0.6325500294713691,1.6084219559584514,1.083851127341242,0.581398055104926,1.8062016149558644,1.0364592647788549,0.9758719264870823,1.542758487107545,1.2248035598509384,2.106652316939546
Nigeria,0.324679,0.15,0.42,NGA,1.4037550872447444,3.0479180546367868,2.13525439898173,1.4024694321202298,3.3247126280092725,2.1940348648557477,1.6441629673920424,1.171260558434851,1.9222431958890427,1.3706132567773885
Seychelles,0.322803,0.39,NA,SYC,0.17421909558181545,1.3938829352837483,0.630422163100643,0.15014393462707068,1.716934009362723,0.6781096126287038,1.2196638397019328,7.000747166255168,1.5667900747356522,10.435253869077458
Thailand,0.320826,0.26,0.32,THA,1.2236952442021456,2.436727499731019,1.7363948556562347,1.2346086088222752,3.0265341029292485,1.764329424207801,1.2130322555288735,0.9912862383638466,1.7919254941069733,1.451411792613642
Madagascar,0.316617,0.29,0.24,MDG,0.5492750628267528,2.0424364172811535,1.3470889374705988,0.5691960620917017,2.2992526597411733,1.3586806308685626,1.4931613544544007,2.718421890063776,1.7300565976494715,3.0394739403006388
Puerto Rico,0.310475,NA,NA,PRI,0.8305785670552565,2.1330957062866376,1.6231034359206324,0.9092806433529956,2.423739363317904,1.6419893885436263,1.302517139231381,1.568204611695365,1.5144587199649084,1.665556977414919
Congo,0.308949,0.26,0.28,COG,1.8421231452808824,2.748511123102765,2.2190187975417737,1.77884793836017,3.1872958859731986,2.349798549053281,0.9063879778218826,0.4920344115668113,1.4084479476130285,0.7917753492248503
Mauritania,0.308714,0.43,0.11,MRT,1.222207128296237,1.9396672961274548,1.6158068624473887,1.2400408704605328,2.1690313004883084,1.656684066416949,0.7174601678312178,0.5870201140385762,0.9289904300277756,0.7491611382798716
The Bahamas,0.303717,0.29,0.21,BHS,0.3687041057977411,1.4373303645186954,0.8810864609479904,0.4179270151919789,1.7848592842949762,0.8923465591006808,1.0686262587209543,2.8983302380342013,1.3669322691029973,3.2707439802021017
Mozambique,0.300852,0.17,0.36,MOZ,0.7759908705098288,2.1876849816526684,1.5295588454178402,0.7931434819102288,2.478462424618858,1.5143846892459052,1.4116941111428396,1.8192148449057801,1.685318942708629,2.1248601055759293
Bermuda,0.297678,NA,0.19,BMU,0.224623858332634,0.7169623112678528,0.505790878534317,0.21861966490745544,0.9389071464538574,0.6209667468070984,0.49233845293521883,2.19183508194459,0.720287481546402,3.2947058163834853
Martinique,0.296299,NA,NA,MTQ,0.5376626803238589,1.7551295264322957,1.2228497432586842,0.5850666797250733,2.042680241111526,1.2219379181252386,1.2174668461084368,2.264369260992972,1.4576135613864527,2.4913631418411915
Malaysia,0.296157,0.13,0.43,MYS,1.1118924847499525,2.22087863376248,1.6467822174097868,1.095074546417134,2.7760408097236975,1.6939639634848327,1.1089861490125277,0.9973861360003,1.6809662633065634,1.5350245047758166
Antigua and Barbuda,0.295679,0.15,0.26,ATG,0.13598337880474456,1.0669621926672914,0.6101920110114077,0.23534235326533623,1.4632458889738045,0.6177046628708535,0.9309788138625469,6.8462691694057565,1.2279035357084682,5.217520427885205
Grenada,0.294616,0.23,0.27,GRD,0.7043400001194742,1.778137163983451,1.2970837818251717,0.7006318287716972,2.0883740882078805,1.3091192013687558,1.0737971638639767,1.524543776701356,1.3877422594361835,1.980701136385831
Suriname,0.29425,0.29,0.23,SUR,0.6720806805605299,1.8828797273421556,1.3728191209643077,0.7009268041407124,2.3304401569152144,1.4534100267324557,1.2107990467816256,1.801567998907204,1.629513352774502,2.3247981717180473
Comoros,0.288892,0.31,NA,COM,0.7169402290895147,2.2900178640791515,1.6084295777441229,0.7383824204935611,2.4838104467947506,1.6503904213025733,1.573077634989637,2.1941545071161404,1.7454280263011897,2.3638537130048185
Guinea,0.287993,0.16,0.35,GIN,1.2933128561292375,2.228767967224121,1.673784573872884,1.2942895543007624,2.431975495247614,1.6919280699321202,0.9354551110948837,0.7233014863044136,1.1376859409468516,0.8790041897243653
Cameroon,0.284419,0.12,0.38,CMR,0.7331752248530118,1.8209662409323568,1.1177262542945037,0.7203988958642168,2.103059377310411,1.2401015949699117,1.0877910160793451,1.4836712687576525,1.382660481446194,1.9192984461580886
Cook Islands,0.283559,0.23,0.37,COK,0.26807053502677947,0.7921731102374173,0.47111496236897255,0.26853491423666015,1.0395735248114713,0.5477841154549473,0.5241025752106379,1.9550920624614023,0.771038610574811,2.8712788158909337
Saint Kitts and Nevis,0.281362,0.18,0.23,KNA,0.13917570975091725,1.2370174681698831,0.7508778417551959,0.22215291250635075,1.637695687788504,0.7779838442802429,1.097841758418966,7.88817071875382,1.4155427752821532,6.371929853684393
Mayotte,0.281157,0.11,NA,MYT,0.742250902687802,2.2280929053530976,1.574130149448619,0.8000369843314675,2.447558557285982,1.6494164501919466,1.4858420026652954,2.001805585260777,1.6475215729545147,2.059306763588221
Tonga,0.280721,0.28,NA,TON,0.3581168440398791,1.272274318909803,0.8065600355729362,0.4222746780573927,1.4629213612600669,0.8176799432331363,0.9141574748699238,2.5526793561492607,1.0406466832026742,2.464383344012014
Morocco,0.275022,0.3,0.19,MAR,1.0927378821994456,2.082204830872504,1.6478043195760643,1.1497840940669817,2.2828643980184435,1.6489195303894333,0.9894669486730585,0.9054934076976219,1.1330803039514619,0.9854722376125107
Bangladesh,0.274134,0.27,0.22,BGD,1.4971003937565424,3.065792402800392,2.274223491646885,1.56793227148991,3.418666798304888,2.2917073069055096,1.5686920090438494,1.0478201833262955,1.850734526814978,1.1803663719838728
Belize,0.273265,0.28,0.13,BLZ,0.62663892923661,2.226694094310017,1.4241869119728137,0.5643276705307031,2.687286699343028,1.497547057439696,1.6000551650734067,2.5533925366281363,2.1229590288123252,3.7619261639533983
Honduras,0.272937,0.23,NA,HND,0.7313836404319966,2.229068358287667,1.5835500318895688,0.6606326187876138,2.653653725530162,1.6640539024815415,1.4976847178556705,2.0477416161114204,1.9930211067425483,3.0168372709178666
Cape Verde,0.27066,0.36,0.15,CPV,0.9390411416100244,1.8659331222711983,1.48943189443168,1.0263743483919208,2.0125806902424763,1.5713607838093224,0.926891980661174,0.9870621632956142,0.9862063418505556,0.9608641753330072
Dominica,0.263772,0.21,0.19,DMA,0.11056135360683714,1.3562981878008162,0.7736982107162476,0.1540345243045262,1.6403436626706804,0.7709370698247637,1.2457368341939792,11.267380450350624,1.4863091383661542,9.64919484821287
Turks and Caicos Islands,0.262214,0.05,NA,TCA,0.3097586670988484,1.5277376149830064,0.9220541677976908,0.35682833916262574,1.9077429018522565,0.9310332298278808,1.217978947884158,3.932025403168085,1.5509145626896308,4.346388423994531
Togo,0.259086,0.15,0.3,TGO,1.88222097158432,3.5696208238601685,2.653446507453918,1.8615750193595888,3.826355242729187,2.648281931877136,1.6873998522758487,0.8964940236828386,1.9647802233695981,1.0554397233185442
Sint Maarten,0.257578,NA,NA,SXM,0.6713791191577911,1.2744755446910858,0.9910321980714798,0.7418919280171394,1.6092583537101746,0.9866760522127151,0.6030964255332947,0.8982948803797273,0.8673664256930351,1.1691277299798266
Angola,0.256033,0.1,0.34,AGO,1.5392139192511862,2.704209768383724,2.1657510709045527,1.554732368404704,3.00705789772789,2.232321349899273,1.1649958491325376,0.7568771530466003,1.4523255293231858,0.9341321753102774
Japan,0.25445,0.06,0.38,JPN,1.105929745685439,1.7052942196897811,1.415530409382171,1.0755800571010894,2.033083461520194,1.4721119727621843,0.5993644740043422,0.5419552881569932,0.9575034044191046,0.8902204890259626
Norway,0.252239,0.18,0.26,NOR,1.0832269028845904,1.7301858715160927,1.5521344440174032,1.2681747216646582,2.0347525719676223,1.6018927455910497,0.6469589686315023,0.5972515702007364,0.7665778503029641,0.6044733720103824
Saint Lucia,0.251956,0.17,0.21,LCA,0.6923983173710959,1.8873826571873256,1.350036643232618,0.7218482673168183,2.2044243267604284,1.3442272288458688,1.1949843398162296,1.7258625704830663,1.4825760594436102,2.0538610765867635
Democratic Republic of Congo,0.251454,0.22,NA,COD,1.779335876305898,2.9063025183147855,2.3294114735391407,1.7673315405845642,3.325912250412835,2.4666115707821317,1.1269666420088875,0.633363636970327,1.558580709828271,0.8818836047665133
Haiti,0.250831,0.19,0.19,HTI,0.8648175519310224,2.571353411840645,1.8776893985396064,0.8691612458187529,2.840192661052797,1.918584648740416,1.7065358599096225,1.9732900379960552,1.971031415234044,2.267739645222361
Yemen,0.250408,0.33,0.11,YEM,1.5195008131665757,2.5865878343169664,2.1273297745876247,1.4233538487790778,2.808507833513834,2.152598580480859,1.0670870211503907,0.7022615663670665,1.3851539847347563,0.9731620748578518
Venezuela,0.247038,0.37,0.06,VEN,0.7664781775510298,2.0037810978454975,1.533358809032242,0.7812628388542342,2.3591703917603453,1.532111901037971,1.2373029202944679,1.6142702513041762,1.577907552906111,2.019688476697805
British Virgin Islands,0.247025,0.04,NA,VGB,0.3341127589344978,1.4688414305448532,0.950966103374958,0.42973541393876075,1.8586943358182908,1.003515662252903,1.1347286716103553,3.3962446547359084,1.42895892187953,3.325206337505066
South Korea,0.24575,0.09,0.34,KOR,1.4773035967334385,2.023671496117568,1.791425454194705,1.4649886035825448,2.459136019684228,1.852064629838476,0.5463678993841297,0.369841311286481,0.9941474161016832,0.6786041977873093
Eritrea,0.240315,0.22,NA,ERI,1.0848202080214062,1.8672899563071783,1.497532088127509,1.0031836176539866,2.0341972943625932,1.5058863496935715,0.7824697482857721,0.7212897976088698,1.0310136767086067,1.0277417399615263
Lithuania,0.239075,0.17,0.25,LTU,1.2557801246643066,1.8495221948623657,1.618335943222046,1.3270030856132506,2.053402132987976,1.662086033821106,0.5937420701980591,0.472807347828329,0.7263990473747253,0.5473981599967667
Peru,0.239019,0.19,0.23,PER,1.786559671805455,2.7008750044382537,2.322624594248258,1.7502406898828653,2.8877718369777385,2.3916765099305373,0.9143153326327986,0.5117743040224417,1.1375311470948732,0.6499284090869825
Oman,0.23875,0.21,NA,OMN,1.4267364044374726,2.4073949257532754,1.9284443657822403,1.4365562719801452,2.665447998144388,1.98759152430942,0.9806585213158028,0.6873438697335634,1.2288917261642427,0.8554428045274841
New Caledonia,0.236667,NA,0.19,NCL,0.4211239273632122,1.4536366591931682,0.9154575455802566,0.4602117623255505,1.674608392444083,1.0178260858142925,1.032512731829956,2.451802580525023,1.2143966301185327,2.638777905158098
Gabon,0.235914,0.16,0.26,GAB,0.9545063834392886,1.9365629404207911,1.3868997745992595,0.9520420282503812,2.3511914838695156,1.5426251616717306,0.9820565569815025,1.0288632679887848,1.3991494556191344,1.4696299260973031
Curacao,0.232071,NA,NA,CUW,0.8564435314191016,2.0023816290654635,1.4202894223363776,0.8260728661951265,2.454377836302707,1.3973300425629869,1.1459380976463618,1.3380194439060988,1.6283049701075805,1.9711396376054782
Tunisia,0.231634,0.28,0.13,TUN,1.1692945626744051,2.260255089140775,1.826356740583453,1.2101594065365038,2.513468497259575,1.8559241265581363,1.09096052646637,0.9330074399483481,1.303309090723071,1.0769730695670607
Jamaica,0.226843,0.17,0.16,JAM,0.7849042586871048,2.3471875608857,1.6038195295120352,0.8028140076950415,2.5834338033377233,1.6595322044927685,1.5622833021985953,1.990412569313611,1.7806197956426817,2.217973003180422
Barbados,0.226105,0.1,0.24,BRB,0.6252551429694698,1.4555635759907384,1.0969947518840912,0.6318442744593467,1.809832415273113,1.1022974464201158,0.8303084330212686,1.3279513848985824,1.1779881408137662,1.8643646677367476
Saint Vincent and the Grenadines,0.220047,0.17,0.12,VCT,0.4676001375684371,1.5739425374911382,1.074315173121599,0.4770396626912631,1.917036242209948,1.0995236554971108,1.1063423999227011,2.3660010146185613,1.4399965795186849,3.0186097554128137
British Virgin Islands,0.219745,0.04,NA,VGB,0.3341127589344978,1.4688414305448532,0.950966103374958,0.42973541393876075,1.8586943358182908,1.003515662252903,1.1347286716103553,3.3962446547359084,1.42895892187953,3.325206337505066
Portugal,0.217708,0.17,0.21,PRT,1.1882495592431266,1.7073806589192684,1.3702619241015743,1.133506382898529,2.0159480819607727,1.4728313135628652,0.5191310996761418,0.43688726466417555,0.8824416990622437,0.7785061578618737
Cambodia,0.215523,0.09,0.3,KHM,1.040708560347557,2.2225611340999603,1.5046912825107577,1.0613338565826416,2.864778814315796,1.5697983872890473,1.1818525737524033,1.1356229964685882,1.8034449577331544,1.6992249390215584
Guadeloupe,0.212195,0.04,NA,GLP,0.5376626803238589,1.7551295264322957,1.2228497432586842,0.5850666797250733,2.042680241111526,1.2219379181252386,1.2174668461084368,2.264369260992972,1.4576135613864527,2.4913631418411915
Kenya,0.202589,0.18,NA,KEN,0.7908172290908159,2.612322227798239,1.734772432459532,0.8066950964666632,2.913192742062311,1.7860372405852714,1.8215049987074234,2.3033198211950507,2.106497645595648,2.6112686872923114
Wallis and Futuna Islands,0.198679,0.16,NA,WLF,0.39671187828748655,1.256190076852456,0.7547395366888779,0.3930649910217676,1.580275569206629,0.7655748541538532,0.8594781985649695,2.166504825303286,1.1872105781848614,3.0203925694290965
Spain,0.198635,0.17,0.18,ESP,1.1166769256295286,1.926545292441615,1.4951614586986262,1.1247777410872697,2.2070579055299615,1.5661311888603997,0.8098683668120865,0.725248590907815,1.0822801644426918,0.9622169117576087
Timor Leste,0.194793,0.27,0.13,TLS,0.4433891331442656,1.8379560800699088,1.174792894568199,0.4316614683335408,2.2232181490995946,1.2906406372785568,1.3945669469256432,3.1452438561950338,1.7915566807660537,4.15037433774778
Latvia,0.192671,0.2,0.14,LVA,0.9229525109995966,1.5715254866558572,1.328683993090754,0.9592652776966925,1.736714462611986,1.3347106321998266,0.6485729756562606,0.7027154354386322,0.7774491849152935,0.8104631773830482
Nicaragua,0.19222,0.22,0.1,NIC,0.8545409178649875,2.079182596693576,1.5590775575436338,0.7835106982941359,2.5183111962298272,1.6023259872282054,1.2246416788285885,1.4330989344410479,1.7348004979356912,2.2141376010725944
Aruba,0.187066,NA,NA,ABW,0.7936687767505646,1.9235967885364185,1.3612268377434125,0.7651758979667317,2.3881063244559546,1.3354276391592892,1.129928011785854,1.4236770361711852,1.6229304264892228,2.120989998249768
Ecuador,0.185814,0.27,0.06,ECU,0.901169179101681,1.9256867122483712,1.573268559278618,0.879117873170613,2.1150867793364467,1.5966249814624354,1.0245175331466903,1.1368759128757238,1.2359689061658337,1.405919437979582
Somalia,0.184318,0.28,0.04,SOM,0.9164888572992472,2.430149531553662,1.8557262026443684,0.8363573313468978,2.724162079039074,1.8764664065585568,1.5136606742544148,1.6515865547072135,1.8878047476921762,2.2571748664556956
Malta,0.183548,0.18,0.14,MLT,1.2008615652720134,1.9897286971410115,1.7214196960131327,1.1987107972304023,2.297463385264079,1.742558483282725,0.7888671318689982,0.6569176287112726,1.0987525880336766,0.9166119055341145
Benin,0.183091,0.04,0.28,BEN,2.245942791302999,4.011476933956146,3.0533326069513955,2.2387370814879737,4.2941523889700575,3.077119668324789,1.7655341426531472,0.7860993385449772,2.055415307482084,0.9181137546155954
Panama,0.174682,0.21,0.13,PAN,1.0254267610330632,2.2335101002677877,1.725450471123272,0.9759232391223126,2.555361859513689,1.7682093184262035,1.2080833392347246,1.178127375979192,1.5794386203913766,1.6184045599855066
Denmark,0.172332,0.16,0.14,DNK,1.398496492644668,1.7434488594753592,1.6578883258383514,1.423478920442021,1.99837232167836,1.6961150016483322,0.3449523668306913,0.24665944365606451,0.5748934012363389,0.4038650611403659
Guinea-Bissau,0.167291,0.31,0.01,GNB,1.1272808087177766,2.125533158351214,1.5664890203720483,1.121779844394097,2.3673780832535183,1.5869170353962825,0.9982523496334372,0.8855400907329359,1.2455982388594213,1.1103767330854495
Curacao,0.16355,NA,NA,CUW,0.8564435314191016,2.0023816290654635,1.4202894223363776,0.8260728661951265,2.454377836302707,1.3973300425629869,1.1459380976463618,1.3380194439060988,1.6283049701075805,1.9711396376054782
Pakistan,0.163154,0.14,NA,PAK,0.9367978104896711,2.032299328791468,1.6307568743563534,0.9540549067028782,2.2333521513562453,1.6160953426570224,1.0955015183017967,1.1694108440850965,1.279297244653367,1.3409052620194524
Libya,0.162843,0.14,0.14,LBY,0.9839189913537768,2.1325397644066006,1.673677831168336,0.987262227109089,2.327319238208918,1.6847129763612425,1.1486207730528237,1.1673936402756424,1.340057011099829,1.357346583616186
Algeria,0.16188,0.22,0.07,DZA,1.2616589548892545,2.409156460062902,1.960719404812146,1.3260042465719066,2.625136596815927,1.9767062587845592,1.1474975051736473,0.9095148104222602,1.2991323502440202,0.979734683054479
American Samoa,0.160378,NA,NA,ASM,0.3656735268403899,1.172227735789317,0.7253152255742055,0.3131077064658111,1.5080106190915377,0.7242823940403057,0.806554208948927,2.2056674868371697,1.1949029126257265,3.8162679740883365
El Salvador,0.153388,0.17,0.09,SLV,1.3660138081759214,2.858752693980932,2.0993794538080692,1.367297767661512,3.318649671971798,2.241705423220992,1.4927388858050104,1.0927699829025217,1.951351904310286,1.4271594311513296
Greece,0.151298,0.2,0.06,GRC,1.4838959068828463,2.4086934860251352,1.9737679408409536,1.549638597159126,2.540839150641914,2.006567966493973,0.9247975791422889,0.623222676774525,0.9912005534827881,0.6396333669669212
New Zealand,0.151022,0.16,0.11,NZL,0.5948896614900668,1.195332868879312,0.7340892135027197,0.545011396149968,1.5094804603056156,0.7661646026457941,0.6004432073892451,1.0093354217742965,0.9644690641556476,1.7696310039914462
Trinidad and Tobago,0.15037,0.11,0.2,TTO,0.7854877292600453,1.8795859273682296,1.4339859811668725,0.8227973733192835,2.25031921089205,1.4427028751780844,1.0940981981081843,1.3928902481250216,1.4275218375727663,1.734961588190221
Dominican Republic,0.150305,0.1,0.1,DOM,0.7961275106439224,2.216002257970663,1.709115704664817,0.8190096118129216,2.54740407879536,1.7051504469834842,1.4198747473267406,1.7834765516120905,1.7283944669824383,2.1103469874505434
Croatia,0.149379,0.19,0.07,HRV,1.2048188396122144,2.1369029435311786,1.7778228262196416,1.2433893800892444,2.364592997924141,1.739912558416402,0.9320841039189642,0.7736300871747381,1.1212036178348967,0.9017316986851072
Chile,0.147408,0.2,0.06,CHL,1.066952072193549,1.718357847890147,1.313429819925532,1.0446092662255635,1.9591868039782536,1.4469775987489786,0.6514057756965979,0.6105295567376061,0.9145775377526901,0.8755211803330917
India,0.145698,0.17,0.08,IND,1.5204001767041515,2.799605219633015,2.1984454189534524,1.534237402854799,3.113952666558002,2.255439688946678,1.2792050429288635,0.8413607565488851,1.579715263703203,1.0296419972318378
United Arab Emirates,0.144608,0.08,0.19,ARE,0.5177715327304143,1.5874146681565504,1.095960501065621,0.5337571524943296,1.752095416875986,1.1252807896870831,1.0696431354261362,2.065859298570326,1.2183382643816563,2.282570376224793
Russia,0.139259,0.14,0.1,RUS,1.305103274151603,2.3988948964438706,2.0185183817536942,1.36722191430801,2.583135385656685,1.9933674943018136,1.0937916222922675,0.8380881758214107,1.2159134713486752,0.8893314674261081
