georgn,pressure,scen_time,color,avg_impact
Micronesia,primary productivity,ssp245_current,#AB84A5FF,0.018408643256392
Middle Africa,primary productivity,ssp245_current,#AB84A5FF,0.009909618180849242
Northern Africa,primary productivity,ssp245_current,#AB84A5FF,3.1534144792132434e-4
Northern America,primary productivity,ssp245_current,#AB84A5FF,3.5337200698648736e-4
Northern Europe,primary productivity,ssp245_current,#AB84A5FF,3.562340322647306e-4
Polynesia,primary productivity,ssp245_current,#AB84A5FF,0.006802798209650013
South America,primary productivity,ssp245_current,#AB84A5FF,0.0024858701463767218
South-Eastern Asia,primary productivity,ssp245_current,#AB84A5FF,2.2762952457694004e-6
South-eastern Asia,primary productivity,ssp245_current,#AB84A5FF,0.001442371242994975
Southern Africa,primary productivity,ssp245_current,#AB84A5FF,0.0046861671415056524
Southern Asia,primary productivity,ssp245_current,#AB84A5FF,0.01556456058232156
Southern Europe,primary productivity,ssp245_current,#AB84A5FF,0.003612867528060517
Southern Islands,primary productivity,ssp245_current,#AB84A5FF,3.1198913154218674e-4
Western Africa,primary productivity,ssp245_current,#AB84A5FF,0.007539271781233934
Western Asia,primary productivity,ssp245_current,#AB84A5FF,0.005164871899589478
Western Europe,primary productivity,ssp245_current,#AB84A5FF,0.002613342391290118
Antarctica,primary productivity,ssp245_medium-term,#AB84A5FF,4.461766123628989e-6
Atlantic Eastern Central,primary productivity,ssp245_medium-term,#AB84A5FF,0.106116841857632
Australia and New Zealand,primary productivity,ssp245_medium-term,#AB84A5FF,0.013922155780499962
Caribbean,primary productivity,ssp245_medium-term,#AB84A5FF,0.016218202209753188
Central America,primary productivity,ssp245_medium-term,#AB84A5FF,0.002863157394798775
Eastern Africa,primary productivity,ssp245_medium-term,#AB84A5FF,0.019540406975237498
Eastern Asia,primary productivity,ssp245_medium-term,#AB84A5FF,0.009690965772630773
Eastern Europe,primary productivity,ssp245_medium-term,#AB84A5FF,0.003428962255487722
Melanesia,primary productivity,ssp245_medium-term,#AB84A5FF,0.059216200105217956
Micronesia,primary productivity,ssp245_medium-term,#AB84A5FF,0.08268568069310112
Middle Africa,primary productivity,ssp245_medium-term,#AB84A5FF,0.041669541826535074
Northern Africa,primary productivity,ssp245_medium-term,#AB84A5FF,0.006455881438884969
Northern America,primary productivity,ssp245_medium-term,#AB84A5FF,0.0044121332254770055
Northern Europe,primary productivity,ssp245_medium-term,#AB84A5FF,0.06430498433683046
Polynesia,primary productivity,ssp245_medium-term,#AB84A5FF,0.028014317391803517
South America,primary productivity,ssp245_medium-term,#AB84A5FF,0.007412036191987688
South-Eastern Asia,primary productivity,ssp245_medium-term,#AB84A5FF,9.548790500943624e-5
South-eastern Asia,primary productivity,ssp245_medium-term,#AB84A5FF,0.008663470552448704
Southern Africa,primary productivity,ssp245_medium-term,#AB84A5FF,0.024752566260328655
Southern Asia,primary productivity,ssp245_medium-term,#AB84A5FF,0.037421968078823004
Southern Europe,primary productivity,ssp245_medium-term,#AB84A5FF,0.02226222207109927
Southern Islands,primary productivity,ssp245_medium-term,#AB84A5FF,0
Western Africa,primary productivity,ssp245_medium-term,#AB84A5FF,0.033921704531079476
Western Asia,primary productivity,ssp245_medium-term,#AB84A5FF,0.010032624380966375
Western Europe,primary productivity,ssp245_medium-term,#AB84A5FF,0.061286092968800124
Antarctica,primary productivity,ssp245_near-term,#AB84A5FF,1.9149290995636734e-4
Atlantic Eastern Central,primary productivity,ssp245_near-term,#AB84A5FF,0.08762128759796421
Australia and New Zealand,primary productivity,ssp245_near-term,#AB84A5FF,0.009274219536821513
Caribbean,primary productivity,ssp245_near-term,#AB84A5FF,0.01856611211957825
Central America,primary productivity,ssp245_near-term,#AB84A5FF,0.0018909543508675057
Eastern Africa,primary productivity,ssp245_near-term,#AB84A5FF,0.014513167172828448
Eastern Asia,primary productivity,ssp245_near-term,#AB84A5FF,0.009142898908661781
Eastern Europe,primary productivity,ssp245_near-term,#AB84A5FF,0.002792321739079464
Melanesia,primary productivity,ssp245_near-term,#AB84A5FF,0.04296323648528564
Micronesia,primary productivity,ssp245_near-term,#AB84A5FF,0.05841783176898849
Middle Africa,primary productivity,ssp245_near-term,#AB84A5FF,0.037385267700166765
Northern Africa,primary productivity,ssp245_near-term,#AB84A5FF,0.004933382283592778
Northern America,primary productivity,ssp245_near-term,#AB84A5FF,0.001627387235528949
Northern Europe,primary productivity,ssp245_near-term,#AB84A5FF,0.04136584968355956
Polynesia,primary productivity,ssp245_near-term,#AB84A5FF,0.018380330434324403
South America,primary productivity,ssp245_near-term,#AB84A5FF,0.00554490243905201
South-Eastern Asia,primary productivity,ssp245_near-term,#AB84A5FF,9.309371586732469e-5
South-eastern Asia,primary productivity,ssp245_near-term,#AB84A5FF,0.006938333983953879
Southern Africa,primary productivity,ssp245_near-term,#AB84A5FF,0.02177496180567261
Southern Asia,primary productivity,ssp245_near-term,#AB84A5FF,0.029073508896089936
Southern Europe,primary productivity,ssp245_near-term,#AB84A5FF,0.01607523556233798
Southern Islands,primary productivity,ssp245_near-term,#AB84A5FF,0
Western Africa,primary productivity,ssp245_near-term,#AB84A5FF,0.02596371247160242
Western Asia,primary productivity,ssp245_near-term,#AB84A5FF,0.008567587582741702
Western Europe,primary productivity,ssp245_near-term,#AB84A5FF,0.04447229748569252
Antarctica,primary productivity,ssp585_current,#AB84A5FF,0.0029729658791555692
Atlantic Eastern Central,primary productivity,ssp585_current,#AB84A5FF,0.03314036984617511
Australia and New Zealand,primary productivity,ssp585_current,#AB84A5FF,0.003743113883585682
Caribbean,primary productivity,ssp585_current,#AB84A5FF,1.9210790028222278e-4
Central America,primary productivity,ssp585_current,#AB84A5FF,0.0014031293879858044
Eastern Africa,primary productivity,ssp585_current,#AB84A5FF,0.001857674318222976
Eastern Asia,primary productivity,ssp585_current,#AB84A5FF,0.0034099099493657896
Eastern Europe,primary productivity,ssp585_current,#AB84A5FF,1.4212169260496534e-4
Melanesia,primary productivity,ssp585_current,#AB84A5FF,0.008857414983822778
Micronesia,primary productivity,ssp585_current,#AB84A5FF,0.01803522197429876
Middle Africa,primary productivity,ssp585_current,#AB84A5FF,0.010566973427240597
Northern Africa,primary productivity,ssp585_current,#AB84A5FF,3.3074886826222277e-4
Northern America,primary productivity,ssp585_current,#AB84A5FF,3.599593499374136e-4
Northern Europe,primary productivity,ssp585_current,#AB84A5FF,3.261003027909672e-4
Polynesia,primary productivity,ssp585_current,#AB84A5FF,0.007257365186139521
South America,primary productivity,ssp585_current,#AB84A5FF,0.002544059603740732
South-Eastern Asia,primary productivity,ssp585_current,#AB84A5FF,3.5032003660013434e-6
South-eastern Asia,primary productivity,ssp585_current,#AB84A5FF,0.001714205024744083
Southern Africa,primary productivity,ssp585_current,#AB84A5FF,0.0046255644876032264
Southern Asia,primary productivity,ssp585_current,#AB84A5FF,0.014188661301723022
Southern Europe,primary productivity,ssp585_current,#AB84A5FF,0.0034743019403116926
Southern Islands,primary productivity,ssp585_current,#AB84A5FF,3.132603935276958e-4
Western Africa,primary productivity,ssp585_current,#AB84A5FF,0.0072460997932599506
Western Asia,primary productivity,ssp585_current,#AB84A5FF,0.0047418091892418
Western Europe,primary productivity,ssp585_current,#AB84A5FF,0.0024008490522642485
Antarctica,primary productivity,ssp585_medium-term,#AB84A5FF,0
Atlantic Eastern Central,primary productivity,ssp585_medium-term,#AB84A5FF,0.1462957098459204
Australia and New Zealand,primary productivity,ssp585_medium-term,#AB84A5FF,0.01533690217311247
Caribbean,primary productivity,ssp585_medium-term,#AB84A5FF,0.013942718182524268
Central America,primary productivity,ssp585_medium-term,#AB84A5FF,0.0048839547718171755
Eastern Africa,primary productivity,ssp585_medium-term,#AB84A5FF,0.022849394900854778
Eastern Asia,primary productivity,ssp585_medium-term,#AB84A5FF,0.009384757502493962
Eastern Europe,primary productivity,ssp585_medium-term,#AB84A5FF,0.00290011720615254
Melanesia,primary productivity,ssp585_medium-term,#AB84A5FF,0.07394007495136559
Micronesia,primary productivity,ssp585_medium-term,#AB84A5FF,0.09892600029254002
Middle Africa,primary productivity,ssp585_medium-term,#AB84A5FF,0.06165139917842739
Northern Africa,primary productivity,ssp585_medium-term,#AB84A5FF,0.0043873060027182385
Northern America,primary productivity,ssp585_medium-term,#AB84A5FF,0.004664760664952351
Northern Europe,primary productivity,ssp585_medium-term,#AB84A5FF,0.06867710018324594
Polynesia,primary productivity,ssp585_medium-term,#AB84A5FF,0.03230117583314326
South America,primary productivity,ssp585_medium-term,#AB84A5FF,0.006132894673153658
South-Eastern Asia,primary productivity,ssp585_medium-term,#AB84A5FF,1.4810673864572466e-6
South-eastern Asia,primary productivity,ssp585_medium-term,#AB84A5FF,0.008316551298725817
Southern Africa,primary productivity,ssp585_medium-term,#AB84A5FF,0.03704918653479013
Southern Asia,primary productivity,ssp585_medium-term,#AB84A5FF,0.04364137629534022
Southern Europe,primary productivity,ssp585_medium-term,#AB84A5FF,0.021353229987441397
Southern Islands,primary productivity,ssp585_medium-term,#AB84A5FF,2.2158558521895464e-5
Western Africa,primary productivity,ssp585_medium-term,#AB84A5FF,0.034731695845294557
Western Asia,primary productivity,ssp585_medium-term,#AB84A5FF,0.012851570241350177
Western Europe,primary productivity,ssp585_medium-term,#AB84A5FF,0.06517085673927697
Antarctica,primary productivity,ssp585_near-term,#AB84A5FF,3.9338630709148377e-4
Atlantic Eastern Central,primary productivity,ssp585_near-term,#AB84A5FF,0.11188405519351363
Australia and New Zealand,primary productivity,ssp585_near-term,#AB84A5FF,0.007116314494583391
Caribbean,primary productivity,ssp585_near-term,#AB84A5FF,0.012319060516136519
Central America,primary productivity,ssp585_near-term,#AB84A5FF,0.0021435458549256834
Eastern Africa,primary productivity,ssp585_near-term,#AB84A5FF,0.015219290007557597
Eastern Asia,primary productivity,ssp585_near-term,#AB84A5FF,0.008560575134953658
Eastern Europe,primary productivity,ssp585_near-term,#AB84A5FF,0.002683138978161549
Melanesia,primary productivity,ssp585_near-term,#AB84A5FF,0.04812135032555621
Micronesia,primary productivity,ssp585_near-term,#AB84A5FF,0.07240668935322031
Middle Africa,primary productivity,ssp585_near-term,#AB84A5FF,0.04385119146864611
Northern Africa,primary productivity,ssp585_near-term,#AB84A5FF,0.007309407081401714
Northern America,primary productivity,ssp585_near-term,#AB84A5FF,0.0020468307232911517
Northern Europe,primary productivity,ssp585_near-term,#AB84A5FF,0.045812150003775434
Polynesia,primary productivity,ssp585_near-term,#AB84A5FF,0.01803630160447898
South America,primary productivity,ssp585_near-term,#AB84A5FF,0.004781029855064203
South-Eastern Asia,primary productivity,ssp585_near-term,#AB84A5FF,8.4136726683244e-6
South-eastern Asia,primary productivity,ssp585_near-term,#AB84A5FF,0.005991891304110451
Southern Africa,primary productivity,ssp585_near-term,#AB84A5FF,0.022003853219432237
Southern Asia,primary productivity,ssp585_near-term,#AB84A5FF,0.035318565435156414
Southern Europe,primary productivity,ssp585_near-term,#AB84A5FF,0.016936010917103502
Southern Islands,primary productivity,ssp585_near-term,#AB84A5FF,4.12693110589825e-6
Western Africa,primary productivity,ssp585_near-term,#AB84A5FF,0.021689589705904497
Western Asia,primary productivity,ssp585_near-term,#AB84A5FF,0.010151315054783644
Western Europe,primary productivity,ssp585_near-term,#AB84A5FF,0.04712382432096185
Antarctica,reduced oxygen,ssp245_current,#78963CFF,0.0011642021769858733
Atlantic Eastern Central,reduced oxygen,ssp245_current,#78963CFF,0.007945255259983242
Australia and New Zealand,reduced oxygen,ssp245_current,#78963CFF,0.0018406580374891305
Caribbean,reduced oxygen,ssp245_current,#78963CFF,0.003606719089421845
Central America,reduced oxygen,ssp245_current,#78963CFF,0.0840626018758314
Eastern Africa,reduced oxygen,ssp245_current,#78963CFF,0.03845620211568519
Eastern Asia,reduced oxygen,ssp245_current,#78963CFF,0.016720742545734354
Eastern Europe,reduced oxygen,ssp245_current,#78963CFF,0.0134450473964242
Melanesia,reduced oxygen,ssp245_current,#78963CFF,0.00891999241071581
Micronesia,reduced oxygen,ssp245_current,#78963CFF,0.022193069229199693
Middle Africa,reduced oxygen,ssp245_current,#78963CFF,0.10489311014534351
Northern Africa,reduced oxygen,ssp245_current,#78963CFF,0.021659859517106812
Northern America,reduced oxygen,ssp245_current,#78963CFF,0.015456742365292675
Northern Europe,reduced oxygen,ssp245_current,#78963CFF,0.001118658016531539
Polynesia,reduced oxygen,ssp245_current,#78963CFF,0.004548917952649101
South America,reduced oxygen,ssp245_current,#78963CFF,0.04273363465913752
South-Eastern Asia,reduced oxygen,ssp245_current,#78963CFF,0.07130855893177536
South-eastern Asia,reduced oxygen,ssp245_current,#78963CFF,0.02828416741302736
Southern Africa,reduced oxygen,ssp245_current,#78963CFF,0.07119798631530962
Southern Asia,reduced oxygen,ssp245_current,#78963CFF,0.03244736407554952
Southern Europe,reduced oxygen,ssp245_current,#78963CFF,0.009455754892809741
Southern Islands,reduced oxygen,ssp245_current,#78963CFF,0.0017196903522491863
Western Africa,reduced oxygen,ssp245_current,#78963CFF,0.05472382978781219
Western Asia,reduced oxygen,ssp245_current,#78963CFF,0.06576209175250901
Western Europe,reduced oxygen,ssp245_current,#78963CFF,0.002197430162795845
Antarctica,reduced oxygen,ssp245_medium-term,#78963CFF,9.172527451610811e-4
Atlantic Eastern Central,reduced oxygen,ssp245_medium-term,#78963CFF,0.010359795259622237
Australia and New Zealand,reduced oxygen,ssp245_medium-term,#78963CFF,0.006291296352703135
Caribbean,reduced oxygen,ssp245_medium-term,#78963CFF,0.008614588386811917
Central America,reduced oxygen,ssp245_medium-term,#78963CFF,0.08718206034880646
Eastern Africa,reduced oxygen,ssp245_medium-term,#78963CFF,0.043002417758174163
Eastern Asia,reduced oxygen,ssp245_medium-term,#78963CFF,0.024996312491408886
Eastern Europe,reduced oxygen,ssp245_medium-term,#78963CFF,0.022737499469148614
Melanesia,reduced oxygen,ssp245_medium-term,#78963CFF,0.011257484120341648
Micronesia,reduced oxygen,ssp245_medium-term,#78963CFF,0.02393548561619945
Middle Africa,reduced oxygen,ssp245_medium-term,#78963CFF,0.10698335295128344
Northern Africa,reduced oxygen,ssp245_medium-term,#78963CFF,0.029076719644638004
Northern America,reduced oxygen,ssp245_medium-term,#78963CFF,0.022022200226227612
Northern Europe,reduced oxygen,ssp245_medium-term,#78963CFF,0.004866846846844913
Polynesia,reduced oxygen,ssp245_medium-term,#78963CFF,0.006037176050289494
South America,reduced oxygen,ssp245_medium-term,#78963CFF,0.045758788475117655
South-Eastern Asia,reduced oxygen,ssp245_medium-term,#78963CFF,0.07958500638615952
South-eastern Asia,reduced oxygen,ssp245_medium-term,#78963CFF,0.034184829086508606
Southern Africa,reduced oxygen,ssp245_medium-term,#78963CFF,0.07271404973579423
Southern Asia,reduced oxygen,ssp245_medium-term,#78963CFF,0.03909826442589856
Southern Europe,reduced oxygen,ssp245_medium-term,#78963CFF,0.01851512371223464
Southern Islands,reduced oxygen,ssp245_medium-term,#78963CFF,0.00504016041786133
Western Africa,reduced oxygen,ssp245_medium-term,#78963CFF,0.05793332569031832
Western Asia,reduced oxygen,ssp245_medium-term,#78963CFF,0.07347784945000219
Western Europe,reduced oxygen,ssp245_medium-term,#78963CFF,0.0069730530697499375
Antarctica,reduced oxygen,ssp245_near-term,#78963CFF,0.001005759736884464
Atlantic Eastern Central,reduced oxygen,ssp245_near-term,#78963CFF,0.009498337710586688
Australia and New Zealand,reduced oxygen,ssp245_near-term,#78963CFF,0.0031578865778983537
Caribbean,reduced oxygen,ssp245_near-term,#78963CFF,0.005610812243910194
Central America,reduced oxygen,ssp245_near-term,#78963CFF,0.08489587437603029
Eastern Africa,reduced oxygen,ssp245_near-term,#78963CFF,0.03966201931192277
Eastern Asia,reduced oxygen,ssp245_near-term,#78963CFF,0.01963867661023615
Eastern Europe,reduced oxygen,ssp245_near-term,#78963CFF,0.017046132755916057
Melanesia,reduced oxygen,ssp245_near-term,#78963CFF,0.010445287901417567
Micronesia,reduced oxygen,ssp245_near-term,#78963CFF,0.022973474242451417
Middle Africa,reduced oxygen,ssp245_near-term,#78963CFF,0.10386292163232443
Northern Africa,reduced oxygen,ssp245_near-term,#78963CFF,0.024757923700709412
Northern America,reduced oxygen,ssp245_near-term,#78963CFF,0.017573313731537674
Northern Europe,reduced oxygen,ssp245_near-term,#78963CFF,0.0027639176712957836
Polynesia,reduced oxygen,ssp245_near-term,#78963CFF,0.004735965248122238
South America,reduced oxygen,ssp245_near-term,#78963CFF,0.04379581031686215
South-Eastern Asia,reduced oxygen,ssp245_near-term,#78963CFF,0.07486642783489122
South-eastern Asia,reduced oxygen,ssp245_near-term,#78963CFF,0.03057212928753621
Southern Africa,reduced oxygen,ssp245_near-term,#78963CFF,0.07123536313464206
Southern Asia,reduced oxygen,ssp245_near-term,#78963CFF,0.0347110395443834
Southern Europe,reduced oxygen,ssp245_near-term,#78963CFF,0.014325441704429738
Southern Islands,reduced oxygen,ssp245_near-term,#78963CFF,0.002619298724252956
Western Africa,reduced oxygen,ssp245_near-term,#78963CFF,0.05510054709122946
Western Asia,reduced oxygen,ssp245_near-term,#78963CFF,0.06876951115850471
Western Europe,reduced oxygen,ssp245_near-term,#78963CFF,0.004119033728534408
Antarctica,reduced oxygen,ssp585_current,#78963CFF,0.0011642021769858733
Atlantic Eastern Central,reduced oxygen,ssp585_current,#78963CFF,0.007945255259983242
Australia and New Zealand,reduced oxygen,ssp585_current,#78963CFF,0.0018406580374891305
Caribbean,reduced oxygen,ssp585_current,#78963CFF,0.003606719089421845
Central America,reduced oxygen,ssp585_current,#78963CFF,0.0840626018758314
Eastern Africa,reduced oxygen,ssp585_current,#78963CFF,0.03845620211568519
Eastern Asia,reduced oxygen,ssp585_current,#78963CFF,0.016720742545734354
Eastern Europe,reduced oxygen,ssp585_current,#78963CFF,0.0134450473964242
Melanesia,reduced oxygen,ssp585_current,#78963CFF,0.00891999241071581
Micronesia,reduced oxygen,ssp585_current,#78963CFF,0.022193069229199693
Middle Africa,reduced oxygen,ssp585_current,#78963CFF,0.10489311014534351
Northern Africa,reduced oxygen,ssp585_current,#78963CFF,0.021659859517106812
Northern America,reduced oxygen,ssp585_current,#78963CFF,0.015456742365292675
Northern Europe,reduced oxygen,ssp585_current,#78963CFF,0.001118658016531539
Polynesia,reduced oxygen,ssp585_current,#78963CFF,0.004548917952649101
South America,reduced oxygen,ssp585_current,#78963CFF,0.04273363465913752
South-Eastern Asia,reduced oxygen,ssp585_current,#78963CFF,0.07130855893177536
South-eastern Asia,reduced oxygen,ssp585_current,#78963CFF,0.02828416741302736
Southern Africa,reduced oxygen,ssp585_current,#78963CFF,0.07119798631530962
Southern Asia,reduced oxygen,ssp585_current,#78963CFF,0.03244736407554952
Southern Europe,reduced oxygen,ssp585_current,#78963CFF,0.009455754892809741
Southern Islands,reduced oxygen,ssp585_current,#78963CFF,0.0017196903522491863
Western Africa,reduced oxygen,ssp585_current,#78963CFF,0.05472382978781219
Western Asia,reduced oxygen,ssp585_current,#78963CFF,0.06576209175250901
Western Europe,reduced oxygen,ssp585_current,#78963CFF,0.002197430162795845
Antarctica,reduced oxygen,ssp585_medium-term,#78963CFF,8.990264723958091e-4
Atlantic Eastern Central,reduced oxygen,ssp585_medium-term,#78963CFF,0.008921821873324612
Australia and New Zealand,reduced oxygen,ssp585_medium-term,#78963CFF,0.00814983434080212
Caribbean,reduced oxygen,ssp585_medium-term,#78963CFF,0.009969792122452371
Central America,reduced oxygen,ssp585_medium-term,#78963CFF,0.08896656677298828
Eastern Africa,reduced oxygen,ssp585_medium-term,#78963CFF,0.045168801213497235
Eastern Asia,reduced oxygen,ssp585_medium-term,#78963CFF,0.028507442125772955
Eastern Europe,reduced oxygen,ssp585_medium-term,#78963CFF,0.02632382734527735
Melanesia,reduced oxygen,ssp585_medium-term,#78963CFF,0.012453713502066178
Micronesia,reduced oxygen,ssp585_medium-term,#78963CFF,0.025400367959736738
Middle Africa,reduced oxygen,ssp585_medium-term,#78963CFF,0.1007362167623202
Northern Africa,reduced oxygen,ssp585_medium-term,#78963CFF,0.03185528064865199
Northern America,reduced oxygen,ssp585_medium-term,#78963CFF,0.026767755605766965
Northern Europe,reduced oxygen,ssp585_medium-term,#78963CFF,0.007996451540857735
Polynesia,reduced oxygen,ssp585_medium-term,#78963CFF,0.006354701308550492
South America,reduced oxygen,ssp585_medium-term,#78963CFF,0.047315887288696686
South-Eastern Asia,reduced oxygen,ssp585_medium-term,#78963CFF,0.07955365650420931
South-eastern Asia,reduced oxygen,ssp585_medium-term,#78963CFF,0.034306254079609334
Southern Africa,reduced oxygen,ssp585_medium-term,#78963CFF,0.07479526686538235
Southern Asia,reduced oxygen,ssp585_medium-term,#78963CFF,0.03672124309936587
Southern Europe,reduced oxygen,ssp585_medium-term,#78963CFF,0.021075409086860772
Southern Islands,reduced oxygen,ssp585_medium-term,#78963CFF,0.006655935087070934
Western Africa,reduced oxygen,ssp585_medium-term,#78963CFF,0.0578470716837313
Western Asia,reduced oxygen,ssp585_medium-term,#78963CFF,0.07410970497835401
Western Europe,reduced oxygen,ssp585_medium-term,#78963CFF,0.010231342154367084
Antarctica,reduced oxygen,ssp585_near-term,#78963CFF,0.001194633710011184
Atlantic Eastern Central,reduced oxygen,ssp585_near-term,#78963CFF,0.008250363248710832
Australia and New Zealand,reduced oxygen,ssp585_near-term,#78963CFF,0.0036976552882803495
Caribbean,reduced oxygen,ssp585_near-term,#78963CFF,0.0053273374316067795
Central America,reduced oxygen,ssp585_near-term,#78963CFF,0.08579526376502548
Eastern Africa,reduced oxygen,ssp585_near-term,#78963CFF,0.04031912617525576
Eastern Asia,reduced oxygen,ssp585_near-term,#78963CFF,0.021164724162639523
Eastern Europe,reduced oxygen,ssp585_near-term,#78963CFF,0.017205031515455053
Melanesia,reduced oxygen,ssp585_near-term,#78963CFF,0.009967760034437619
Micronesia,reduced oxygen,ssp585_near-term,#78963CFF,0.02300139248715347
Middle Africa,reduced oxygen,ssp585_near-term,#78963CFF,0.1021933057502078
Northern Africa,reduced oxygen,ssp585_near-term,#78963CFF,0.024763959522413365
Northern America,reduced oxygen,ssp585_near-term,#78963CFF,0.01811155679113057
Northern Europe,reduced oxygen,ssp585_near-term,#78963CFF,0.002695496432634996
Polynesia,reduced oxygen,ssp585_near-term,#78963CFF,0.0046341357232640564
South America,reduced oxygen,ssp585_near-term,#78963CFF,0.043898578489499386
South-Eastern Asia,reduced oxygen,ssp585_near-term,#78963CFF,0.0740680687545788
South-eastern Asia,reduced oxygen,ssp585_near-term,#78963CFF,0.030375267558323534
Southern Africa,reduced oxygen,ssp585_near-term,#78963CFF,0.07238876285175636
Southern Asia,reduced oxygen,ssp585_near-term,#78963CFF,0.033294516844829106
Southern Europe,reduced oxygen,ssp585_near-term,#78963CFF,0.013401580188975248
Southern Islands,reduced oxygen,ssp585_near-term,#78963CFF,0.002733681351280124
Western Africa,reduced oxygen,ssp585_near-term,#78963CFF,0.05505522716291292
Western Asia,reduced oxygen,ssp585_near-term,#78963CFF,0.06812637401389834
Western Europe,reduced oxygen,ssp585_near-term,#78963CFF,0.004017507275963008
Antarctica,sea level rise,ssp245_current,#D2D2C3FF,4.1551052508321347e-4
Atlantic Eastern Central,sea level rise,ssp245_current,#D2D2C3FF,0
Australia and New Zealand,sea level rise,ssp245_current,#D2D2C3FF,0.005029922517725042
Caribbean,sea level rise,ssp245_current,#D2D2C3FF,0.01847798946307554
Central America,sea level rise,ssp245_current,#D2D2C3FF,0.04040669275850901
Eastern Africa,sea level rise,ssp245_current,#D2D2C3FF,0.010269857873595472
Eastern Asia,sea level rise,ssp245_current,#D2D2C3FF,0.0023075831175274134
Eastern Europe,sea level rise,ssp245_current,#D2D2C3FF,0.024207673093192786
Melanesia,sea level rise,ssp245_current,#D2D2C3FF,7.096542357109854e-4
Micronesia,sea level rise,ssp245_current,#D2D2C3FF,7.095069056003722e-4
Middle Africa,sea level rise,ssp245_current,#D2D2C3FF,0.018231803757586058
Northern Africa,sea level rise,ssp245_current,#D2D2C3FF,0.012779266344847585
Northern America,sea level rise,ssp245_current,#D2D2C3FF,0.03299585551086113
Northern Europe,sea level rise,ssp245_current,#D2D2C3FF,0.007827026975563542
Polynesia,sea level rise,ssp245_current,#D2D2C3FF,0.0024299813296950446
South America,sea level rise,ssp245_current,#D2D2C3FF,0.006180467163302259
South-Eastern Asia,sea level rise,ssp245_current,#D2D2C3FF,7.035203115211644e-5
South-eastern Asia,sea level rise,ssp245_current,#D2D2C3FF,0.006779951522116486
Southern Africa,sea level rise,ssp245_current,#D2D2C3FF,0.010928485718547307
Southern Asia,sea level rise,ssp245_current,#D2D2C3FF,3.619367676760597e-4
Southern Europe,sea level rise,ssp245_current,#D2D2C3FF,0.010469549977654181
Southern Islands,sea level rise,ssp245_current,#D2D2C3FF,0.016731262962383444
Western Africa,sea level rise,ssp245_current,#D2D2C3FF,0.014103094837020798
Western Asia,sea level rise,ssp245_current,#D2D2C3FF,0.004019731909855406
Western Europe,sea level rise,ssp245_current,#D2D2C3FF,0.025288920689805594
Antarctica,sea level rise,ssp245_medium-term,#D2D2C3FF,0.0105501647442685
Atlantic Eastern Central,sea level rise,ssp245_medium-term,#D2D2C3FF,0
Australia and New Zealand,sea level rise,ssp245_medium-term,#D2D2C3FF,0.05545411355275442
Caribbean,sea level rise,ssp245_medium-term,#D2D2C3FF,0.05694974365913099
Central America,sea level rise,ssp245_medium-term,#D2D2C3FF,0.08614467546376009
Eastern Africa,sea level rise,ssp245_medium-term,#D2D2C3FF,0.04856570062074148
Eastern Asia,sea level rise,ssp245_medium-term,#D2D2C3FF,0.05237848893478918
Eastern Europe,sea level rise,ssp245_medium-term,#D2D2C3FF,0.06250318385046703
Melanesia,sea level rise,ssp245_medium-term,#D2D2C3FF,0.02826454564749796
Micronesia,sea level rise,ssp245_medium-term,#D2D2C3FF,0.012015316935108558
Middle Africa,sea level rise,ssp245_medium-term,#D2D2C3FF,0.05811947967902075
Northern Africa,sea level rise,ssp245_medium-term,#D2D2C3FF,0.045221995246510556
Northern America,sea level rise,ssp245_medium-term,#D2D2C3FF,0.04856039149843741
Northern Europe,sea level rise,ssp245_medium-term,#D2D2C3FF,0.022264364410413212
Polynesia,sea level rise,ssp245_medium-term,#D2D2C3FF,0.01250574578725468
South America,sea level rise,ssp245_medium-term,#D2D2C3FF,0.032913521846972486
South-Eastern Asia,sea level rise,ssp245_medium-term,#D2D2C3FF,0.042094329269809924
South-eastern Asia,sea level rise,ssp245_medium-term,#D2D2C3FF,0.0517764421452484
Southern Africa,sea level rise,ssp245_medium-term,#D2D2C3FF,0.053784729681796005
Southern Asia,sea level rise,ssp245_medium-term,#D2D2C3FF,0.030221382191983195
Southern Europe,sea level rise,ssp245_medium-term,#D2D2C3FF,0.033080990514253894
Southern Islands,sea level rise,ssp245_medium-term,#D2D2C3FF,0.07088117787929217
Western Africa,sea level rise,ssp245_medium-term,#D2D2C3FF,0.06585596564861715
Western Asia,sea level rise,ssp245_medium-term,#D2D2C3FF,0.035747083526651596
Western Europe,sea level rise,ssp245_medium-term,#D2D2C3FF,0.06067575906381565
Antarctica,sea level rise,ssp245_near-term,#D2D2C3FF,4.1551052508321347e-4
Atlantic Eastern Central,sea level rise,ssp245_near-term,#D2D2C3FF,0
Australia and New Zealand,sea level rise,ssp245_near-term,#D2D2C3FF,0.005029922517725042
Caribbean,sea level rise,ssp245_near-term,#D2D2C3FF,0.01847798946307554
Central America,sea level rise,ssp245_near-term,#D2D2C3FF,0.04040669275850901
Eastern Africa,sea level rise,ssp245_near-term,#D2D2C3FF,0.010269857873595472
Eastern Asia,sea level rise,ssp245_near-term,#D2D2C3FF,0.0023075831175274134
Eastern Europe,sea level rise,ssp245_near-term,#D2D2C3FF,0.024207673093192786
