habitat,pressure,scen_time,color,avg_impact
coral reef,acidification,ssp245_medium-term,#D48F90FF,0.0012783707274868072
coral reef,acidification,ssp245_near-term,#D48F90FF,2.3639746270206054e-4
coral reef,acidification,ssp585_current,#D48F90FF,9.983361717318986e-5
coral reef,acidification,ssp585_medium-term,#D48F90FF,0.008656720573964796
coral reef,acidification,ssp585_near-term,#D48F90FF,2.7231609293193405e-4
coral reef,air heat index,ssp245_current,#D2A54BFF,0
coral reef,air heat index,ssp245_medium-term,#D2A54BFF,0
coral reef,air heat index,ssp245_near-term,#D2A54BFF,0
coral reef,air heat index,ssp585_current,#D2A54BFF,0
coral reef,air heat index,ssp585_medium-term,#D2A54BFF,0
coral reef,air heat index,ssp585_near-term,#D2A54BFF,0
coral reef,coastal disturbance,ssp245_current,#90D8C8FF,0.06534787711930258
coral reef,coastal disturbance,ssp245_medium-term,#90D8C8FF,0.0674562543024318
coral reef,coastal disturbance,ssp245_near-term,#90D8C8FF,0.06667400110129673
coral reef,coastal disturbance,ssp585_current,#90D8C8FF,0.0650042840814
coral reef,coastal disturbance,ssp585_medium-term,#90D8C8FF,0.06532957301090538
coral reef,coastal disturbance,ssp585_near-term,#90D8C8FF,0.06568202929730577
coral reef,fisheries biomass loss,ssp245_current,#87A5A5FF,0.1381873617339375
coral reef,fisheries biomass loss,ssp245_medium-term,#87A5A5FF,0.20829260544467357
coral reef,fisheries biomass loss,ssp245_near-term,#87A5A5FF,0.1777041907177737
coral reef,fisheries biomass loss,ssp585_current,#87A5A5FF,0.14125204619181334
coral reef,fisheries biomass loss,ssp585_medium-term,#87A5A5FF,0.23363449070941028
coral reef,fisheries biomass loss,ssp585_near-term,#87A5A5FF,0.19267445599766791
coral reef,light pollution,ssp245_current,#B4B45AFF,0.0012394463502020743
coral reef,light pollution,ssp245_medium-term,#B4B45AFF,0.002070158382629586
coral reef,light pollution,ssp245_near-term,#B4B45AFF,0.0016102910062998058
coral reef,light pollution,ssp585_current,#B4B45AFF,0.0012514743541775378
coral reef,light pollution,ssp585_medium-term,#B4B45AFF,0.002479598561521888
coral reef,light pollution,ssp585_near-term,#B4B45AFF,0.001727143889673236
coral reef,nutrient pollution,ssp245_current,#1E4B3CFF,0.0037705051639005693
coral reef,nutrient pollution,ssp245_medium-term,#1E4B3CFF,0.005552217875736062
coral reef,nutrient pollution,ssp245_near-term,#1E4B3CFF,0.004788134090045668
coral reef,nutrient pollution,ssp585_current,#1E4B3CFF,0.0037802519865929823
coral reef,nutrient pollution,ssp585_medium-term,#1E4B3CFF,0.005416096542435488
coral reef,nutrient pollution,ssp585_near-term,#1E4B3CFF,0.004836079270803563
coral reef,ocean warming,ssp245_current,#B4783CFF,0.09741654238071239
coral reef,ocean warming,ssp245_medium-term,#B4783CFF,0.33048831530181066
coral reef,ocean warming,ssp245_near-term,#B4783CFF,0.1965337621355232
coral reef,ocean warming,ssp585_current,#B4783CFF,0.10882681952115927
coral reef,ocean warming,ssp585_medium-term,#B4783CFF,0.4210090042211679
coral reef,ocean warming,ssp585_near-term,#B4783CFF,0.22004539516358618
coral reef,primary productivity,ssp245_current,#AB84A5FF,0.001290150589590493
coral reef,primary productivity,ssp245_medium-term,#AB84A5FF,0.007749417726077665
coral reef,primary productivity,ssp245_near-term,#AB84A5FF,0.005868278792634443
coral reef,primary productivity,ssp585_current,#AB84A5FF,0.0012669374058715587
coral reef,primary productivity,ssp585_medium-term,#AB84A5FF,0.009043637412504779
coral reef,primary productivity,ssp585_near-term,#AB84A5FF,0.005651245612639411
coral reef,reduced oxygen,ssp245_current,#78963CFF,2.5501840090531234e-4
coral reef,reduced oxygen,ssp245_medium-term,#78963CFF,0.0024729323055356755
coral reef,reduced oxygen,ssp245_near-term,#78963CFF,0.0010188520471431505
coral reef,reduced oxygen,ssp585_current,#78963CFF,2.5501840090531234e-4
coral reef,reduced oxygen,ssp585_medium-term,#78963CFF,0.003573343358232627
coral reef,reduced oxygen,ssp585_near-term,#78963CFF,0.001154161806244548
coral reef,sea level rise,ssp245_current,#D2D2C3FF,0.013170439370360472
coral reef,sea level rise,ssp245_medium-term,#D2D2C3FF,0.06251124863422397
coral reef,sea level rise,ssp245_near-term,#D2D2C3FF,0.013170439370360472
coral reef,sea level rise,ssp585_current,#D2D2C3FF,0.01952825205237766
coral reef,sea level rise,ssp585_medium-term,#D2D2C3FF,0.10069020042528512
coral reef,sea level rise,ssp585_near-term,#D2D2C3FF,0.01952825205237766
deep hard-bottom,acidification,ssp245_current,#D48F90FF,0.0801649669835005
deep hard-bottom,acidification,ssp245_medium-term,#D48F90FF,0.14156748053374243
deep hard-bottom,acidification,ssp245_near-term,#D48F90FF,0.1061338493805176
deep hard-bottom,acidification,ssp585_current,#D48F90FF,0.07983269948394513
deep hard-bottom,acidification,ssp585_medium-term,#D48F90FF,0.1829102601180244
deep hard-bottom,acidification,ssp585_near-term,#D48F90FF,0.11390476326367287
deep hard-bottom,air heat index,ssp245_current,#D2A54BFF,0
deep hard-bottom,air heat index,ssp245_medium-term,#D2A54BFF,0
deep hard-bottom,air heat index,ssp245_near-term,#D2A54BFF,0
deep hard-bottom,air heat index,ssp585_current,#D2A54BFF,0
deep hard-bottom,air heat index,ssp585_medium-term,#D2A54BFF,0
deep hard-bottom,air heat index,ssp585_near-term,#D2A54BFF,0
deep hard-bottom,coastal disturbance,ssp245_current,#90D8C8FF,0
deep hard-bottom,coastal disturbance,ssp245_medium-term,#90D8C8FF,0
deep hard-bottom,coastal disturbance,ssp245_near-term,#90D8C8FF,0
deep hard-bottom,coastal disturbance,ssp585_current,#90D8C8FF,0
deep hard-bottom,coastal disturbance,ssp585_medium-term,#90D8C8FF,0
deep hard-bottom,coastal disturbance,ssp585_near-term,#90D8C8FF,0
deep hard-bottom,fisheries biomass loss,ssp245_current,#87A5A5FF,0.017982400358754928
deep hard-bottom,fisheries biomass loss,ssp245_medium-term,#87A5A5FF,0.03150254502300961
deep hard-bottom,fisheries biomass loss,ssp245_near-term,#87A5A5FF,0.025183486930202514
deep hard-bottom,fisheries biomass loss,ssp585_current,#87A5A5FF,0.018287505618177675
deep hard-bottom,fisheries biomass loss,ssp585_medium-term,#87A5A5FF,0.034691377473070335
deep hard-bottom,fisheries biomass loss,ssp585_near-term,#87A5A5FF,0.026918509837587267
deep hard-bottom,light pollution,ssp245_current,#B4B45AFF,0
deep hard-bottom,light pollution,ssp245_medium-term,#B4B45AFF,0
deep hard-bottom,light pollution,ssp245_near-term,#B4B45AFF,0
deep hard-bottom,light pollution,ssp585_current,#B4B45AFF,0
deep hard-bottom,light pollution,ssp585_medium-term,#B4B45AFF,0
deep hard-bottom,light pollution,ssp585_near-term,#B4B45AFF,0
deep hard-bottom,nutrient pollution,ssp245_current,#1E4B3CFF,0
deep hard-bottom,nutrient pollution,ssp245_medium-term,#1E4B3CFF,0
deep hard-bottom,nutrient pollution,ssp245_near-term,#1E4B3CFF,0
deep hard-bottom,nutrient pollution,ssp585_current,#1E4B3CFF,0
deep hard-bottom,nutrient pollution,ssp585_medium-term,#1E4B3CFF,0
deep hard-bottom,nutrient pollution,ssp585_near-term,#1E4B3CFF,0
deep hard-bottom,ocean warming,ssp245_current,#B4783CFF,0.07757016350451557
deep hard-bottom,ocean warming,ssp245_medium-term,#B4783CFF,0.11687101633872644
deep hard-bottom,ocean warming,ssp245_near-term,#B4783CFF,0.08786843117792417
deep hard-bottom,ocean warming,ssp585_current,#B4783CFF,0.07757016350451557
deep hard-bottom,ocean warming,ssp585_medium-term,#B4783CFF,0.1184142952356442
deep hard-bottom,ocean warming,ssp585_near-term,#B4783CFF,0.088793133332669
deep hard-bottom,primary productivity,ssp245_current,#AB84A5FF,0.008305102480081218
deep hard-bottom,primary productivity,ssp245_medium-term,#AB84A5FF,0.029341926171692005
deep hard-bottom,primary productivity,ssp245_near-term,#AB84A5FF,0.022251364201724116
deep hard-bottom,primary productivity,ssp585_current,#AB84A5FF,0.008256337998009896
deep hard-bottom,primary productivity,ssp585_medium-term,#AB84A5FF,0.03358630251223189
deep hard-bottom,primary productivity,ssp585_near-term,#AB84A5FF,0.022866100713769804
deep hard-bottom,reduced oxygen,ssp245_current,#78963CFF,0.009199203367636754
deep hard-bottom,reduced oxygen,ssp245_medium-term,#78963CFF,0.013353456035052858
deep hard-bottom,reduced oxygen,ssp245_near-term,#78963CFF,0.01046491061734943
deep hard-bottom,reduced oxygen,ssp585_current,#78963CFF,0.009199203367636754
deep hard-bottom,reduced oxygen,ssp585_medium-term,#78963CFF,0.01256350460245832
deep hard-bottom,reduced oxygen,ssp585_near-term,#78963CFF,0.010332111601203935
deep hard-bottom,sea level rise,ssp245_current,#D2D2C3FF,0
deep hard-bottom,sea level rise,ssp245_medium-term,#D2D2C3FF,0
deep hard-bottom,sea level rise,ssp245_near-term,#D2D2C3FF,0
deep hard-bottom,sea level rise,ssp585_current,#D2D2C3FF,0
deep hard-bottom,sea level rise,ssp585_medium-term,#D2D2C3FF,0
deep hard-bottom,sea level rise,ssp585_near-term,#D2D2C3FF,0
deep soft-bottom,acidification,ssp245_current,#D48F90FF,0.0718368552172642
deep soft-bottom,acidification,ssp245_medium-term,#D48F90FF,0.12848880465993462
deep soft-bottom,acidification,ssp245_near-term,#D48F90FF,0.09601258623134136
deep soft-bottom,acidification,ssp585_current,#D48F90FF,0.071519579259038693
deep soft-bottom,acidification,ssp585_medium-term,#D48F90FF,0.16635104069894202
deep soft-bottom,acidification,ssp585_near-term,#D48F90FF,0.10264571258681508
deep soft-bottom,air heat index,ssp245_current,#D2A54BFF,0
deep soft-bottom,air heat index,ssp245_medium-term,#D2A54BFF,0
deep soft-bottom,air heat index,ssp245_near-term,#D2A54BFF,0
deep soft-bottom,air heat index,ssp585_current,#D2A54BFF,0
deep soft-bottom,air heat index,ssp585_medium-term,#D2A54BFF,0
deep soft-bottom,air heat index,ssp585_near-term,#D2A54BFF,0
deep soft-bottom,coastal disturbance,ssp245_current,#90D8C8FF,2.053934311405468e-5
deep soft-bottom,coastal disturbance,ssp245_medium-term,#90D8C8FF,2.0810219091156335e-5
deep soft-bottom,coastal disturbance,ssp245_near-term,#90D8C8FF,2.080693962881668e-5
deep soft-bottom,coastal disturbance,ssp585_current,#90D8C8FF,2.0434646224900605e-5
deep soft-bottom,coastal disturbance,ssp585_medium-term,#90D8C8FF,2.01434462068174e-5
deep soft-bottom,coastal disturbance,ssp585_near-term,#90D8C8FF,2.047607926623728e-5
deep soft-bottom,fisheries biomass loss,ssp245_current,#87A5A5FF,0.018917431796566908
deep soft-bottom,fisheries biomass loss,ssp245_medium-term,#87A5A5FF,0.03371289549664137
deep soft-bottom,fisheries biomass loss,ssp245_near-term,#87A5A5FF,0.026865254581246403
deep soft-bottom,fisheries biomass loss,ssp585_current,#87A5A5FF,0.01907502540038236
deep soft-bottom,fisheries biomass loss,ssp585_medium-term,#87A5A5FF,0.03531798258277466
deep soft-bottom,fisheries biomass loss,ssp585_near-term,#87A5A5FF,0.02777763925927363
deep soft-bottom,light pollution,ssp245_current,#B4B45AFF,0
deep soft-bottom,light pollution,ssp245_medium-term,#B4B45AFF,0
deep soft-bottom,light pollution,ssp245_near-term,#B4B45AFF,0
deep soft-bottom,light pollution,ssp585_current,#B4B45AFF,0
deep soft-bottom,light pollution,ssp585_medium-term,#B4B45AFF,0
deep soft-bottom,light pollution,ssp585_near-term,#B4B45AFF,0
deep soft-bottom,nutrient pollution,ssp245_current,#1E4B3CFF,5.122293436390034e-7
deep soft-bottom,nutrient pollution,ssp245_medium-term,#1E4B3CFF,6.586784060377322e-7
deep soft-bottom,nutrient pollution,ssp245_near-term,#1E4B3CFF,6.604934581666637e-7
deep soft-bottom,nutrient pollution,ssp585_current,#1E4B3CFF,5.126527980847121e-7
deep soft-bottom,nutrient pollution,ssp585_medium-term,#1E4B3CFF,6.942673574803687e-7
deep soft-bottom,nutrient pollution,ssp585_near-term,#1E4B3CFF,6.578689543909612e-7
deep soft-bottom,ocean warming,ssp245_current,#B4783CFF,0.12054099113370645
deep soft-bottom,ocean warming,ssp245_medium-term,#B4783CFF,0.23225266370693068
deep soft-bottom,ocean warming,ssp245_near-term,#B4783CFF,0.15886123432404645
deep soft-bottom,ocean warming,ssp585_current,#B4783CFF,0.12054099113370645
deep soft-bottom,ocean warming,ssp585_medium-term,#B4783CFF,0.23320918254916148
deep soft-bottom,ocean warming,ssp585_near-term,#B4783CFF,0.1594966195750255
deep soft-bottom,primary productivity,ssp245_current,#AB84A5FF,0.009103936498419424
deep soft-bottom,primary productivity,ssp245_medium-term,#AB84A5FF,0.029553012938701592
deep soft-bottom,primary productivity,ssp245_near-term,#AB84A5FF,0.023843430778898222
deep soft-bottom,primary productivity,ssp585_current,#AB84A5FF,0.009118885038361056
deep soft-bottom,primary productivity,ssp585_medium-term,#AB84A5FF,0.03537641244478087
deep soft-bottom,primary productivity,ssp585_near-term,#AB84A5FF,0.024989898158162237
deep soft-bottom,reduced oxygen,ssp245_current,#78963CFF,0.00972862975033449
deep soft-bottom,reduced oxygen,ssp245_medium-term,#78963CFF,0.014168153194382891
deep soft-bottom,reduced oxygen,ssp245_near-term,#78963CFF,0.011161481759791229
deep soft-bottom,reduced oxygen,ssp585_current,#78963CFF,0.00972862975033449
deep soft-bottom,reduced oxygen,ssp585_medium-term,#78963CFF,0.013063637726151241
deep soft-bottom,reduced oxygen,ssp585_near-term,#78963CFF,0.010853351379705707
deep soft-bottom,sea level rise,ssp245_current,#D2D2C3FF,0
deep soft-bottom,sea level rise,ssp245_medium-term,#D2D2C3FF,0
deep soft-bottom,sea level rise,ssp245_near-term,#D2D2C3FF,0
deep soft-bottom,sea level rise,ssp585_current,#D2D2C3FF,0
deep soft-bottom,sea level rise,ssp585_medium-term,#D2D2C3FF,0
deep soft-bottom,sea level rise,ssp585_near-term,#D2D2C3FF,0
deep pelagic,acidification,ssp245_current,#D48F90FF,0
deep pelagic,acidification,ssp245_medium-term,#D48F90FF,0
deep pelagic,acidification,ssp245_near-term,#D48F90FF,0
deep pelagic,acidification,ssp585_current,#D48F90FF,0
deep pelagic,acidification,ssp585_medium-term,#D48F90FF,0
deep pelagic,acidification,ssp585_near-term,#D48F90FF,0
deep pelagic,air heat index,ssp245_current,#D2A54BFF,0
deep pelagic,air heat index,ssp245_medium-term,#D2A54BFF,0
deep pelagic,air heat index,ssp245_near-term,#D2A54BFF,0
deep pelagic,air heat index,ssp585_current,#D2A54BFF,0
deep pelagic,air heat index,ssp585_medium-term,#D2A54BFF,0
deep pelagic,air heat index,ssp585_near-term,#D2A54BFF,0
deep pelagic,coastal disturbance,ssp245_current,#90D8C8FF,0
deep pelagic,coastal disturbance,ssp245_medium-term,#90D8C8FF,0
deep pelagic,coastal disturbance,ssp245_near-term,#90D8C8FF,0
deep pelagic,coastal disturbance,ssp585_current,#90D8C8FF,0
deep pelagic,coastal disturbance,ssp585_medium-term,#90D8C8FF,0
deep pelagic,coastal disturbance,ssp585_near-term,#90D8C8FF,0
deep pelagic,fisheries biomass loss,ssp245_current,#87A5A5FF,0.07997550582895707
deep pelagic,fisheries biomass loss,ssp245_medium-term,#87A5A5FF,0.1335006733130518
deep pelagic,fisheries biomass loss,ssp245_near-term,#87A5A5FF,0.10907956859856718
deep pelagic,fisheries biomass loss,ssp585_current,#87A5A5FF,0.08066950917664832
deep pelagic,fisheries biomass loss,ssp585_medium-term,#87A5A5FF,0.14061491994633624
deep pelagic,fisheries biomass loss,ssp585_near-term,#87A5A5FF,0.11315617036940058
deep pelagic,light pollution,ssp245_current,#B4B45AFF,0
deep pelagic,light pollution,ssp245_medium-term,#B4B45AFF,0
deep pelagic,light pollution,ssp245_near-term,#B4B45AFF,0
deep pelagic,light pollution,ssp585_current,#B4B45AFF,0
deep pelagic,light pollution,ssp585_medium-term,#B4B45AFF,0
deep pelagic,light pollution,ssp585_near-term,#B4B45AFF,0
deep pelagic,nutrient pollution,ssp245_current,#1E4B3CFF,0
deep pelagic,nutrient pollution,ssp245_medium-term,#1E4B3CFF,0
deep pelagic,nutrient pollution,ssp245_near-term,#1E4B3CFF,0
deep pelagic,nutrient pollution,ssp585_current,#1E4B3CFF,0
deep pelagic,nutrient pollution,ssp585_medium-term,#1E4B3CFF,0
deep pelagic,nutrient pollution,ssp585_near-term,#1E4B3CFF,0
deep pelagic,ocean warming,ssp245_current,#B4783CFF,0.07117803141318557
deep pelagic,ocean warming,ssp245_medium-term,#B4783CFF,0.25015597079442
deep pelagic,ocean warming,ssp245_near-term,#B4783CFF,0.13112936368689715
deep pelagic,ocean warming,ssp585_current,#B4783CFF,0.06949749659347725
deep pelagic,ocean warming,ssp585_medium-term,#B4783CFF,0.3310455559403439
deep pelagic,ocean warming,ssp585_near-term,#B4783CFF,0.15073487420087778
deep pelagic,primary productivity,ssp245_current,#AB84A5FF,0.010968896602553159
deep pelagic,primary productivity,ssp245_medium-term,#AB84A5FF,0.03738391825839648
deep pelagic,primary productivity,ssp245_near-term,#AB84A5FF,0.029673384054129545
deep pelagic,primary productivity,ssp585_current,#AB84A5FF,0.010972660637576447
deep pelagic,primary productivity,ssp585_medium-term,#AB84A5FF,0.04440736283295001
deep pelagic,primary productivity,ssp585_near-term,#AB84A5FF,0.031096138555204822
deep pelagic,reduced oxygen,ssp245_current,#78963CFF,0.02128456509372752
deep pelagic,reduced oxygen,ssp245_medium-term,#78963CFF,0.027133288884333452
deep pelagic,reduced oxygen,ssp245_near-term,#78963CFF,0.023245090358753228
deep pelagic,reduced oxygen,ssp585_current,#78963CFF,0.02128456509372752
deep pelagic,reduced oxygen,ssp585_medium-term,#78963CFF,0.026531446073557924
deep pelagic,reduced oxygen,ssp585_near-term,#78963CFF,0.0230286286832972
deep pelagic,sea level rise,ssp245_current,#D2D2C3FF,0
deep pelagic,sea level rise,ssp245_medium-term,#D2D2C3FF,0
deep pelagic,sea level rise,ssp245_near-term,#D2D2C3FF,0
deep pelagic,sea level rise,ssp585_current,#D2D2C3FF,0
deep pelagic,sea level rise,ssp585_medium-term,#D2D2C3FF,0
deep pelagic,sea level rise,ssp585_near-term,#D2D2C3FF,0
hard shelf,acidification,ssp245_current,#D48F90FF,0.045615477187102293
hard shelf,acidification,ssp245_medium-term,#D48F90FF,0.08362406250050133
hard shelf,acidification,ssp245_near-term,#D48F90FF,0.06292043395517985
hard shelf,acidification,ssp585_current,#D48F90FF,0.0448538571950541
hard shelf,acidification,ssp585_medium-term,#D48F90FF,0.11504704659892138
hard shelf,acidification,ssp585_near-term,#D48F90FF,0.0667942007746687
hard shelf,air heat index,ssp245_current,#D2A54BFF,0
hard shelf,air heat index,ssp245_medium-term,#D2A54BFF,0
hard shelf,air heat index,ssp245_near-term,#D2A54BFF,0
hard shelf,air heat index,ssp585_current,#D2A54BFF,0
hard shelf,air heat index,ssp585_medium-term,#D2A54BFF,0
hard shelf,air heat index,ssp585_near-term,#D2A54BFF,0
hard shelf,coastal disturbance,ssp245_current,#90D8C8FF,0.046490238533601624
hard shelf,coastal disturbance,ssp245_medium-term,#90D8C8FF,0.047337210554816885
hard shelf,coastal disturbance,ssp245_near-term,#90D8C8FF,0.047069596102922696
hard shelf,coastal disturbance,ssp585_current,#90D8C8FF,0.046313839805433375
hard shelf,coastal disturbance,ssp585_medium-term,#90D8C8FF,0.04630338781949105
hard shelf,coastal disturbance,ssp585_near-term,#90D8C8FF,0.04656636724103216
hard shelf,fisheries biomass loss,ssp245_current,#87A5A5FF,0.23547776752780325
hard shelf,fisheries biomass loss,ssp245_medium-term,#87A5A5FF,0.3297048077953944
hard shelf,fisheries biomass loss,ssp245_near-term,#87A5A5FF,0.2923159189935748
hard shelf,fisheries biomass loss,ssp585_current,#87A5A5FF,0.23635823739426137
hard shelf,fisheries biomass loss,ssp585_medium-term,#87A5A5FF,0.33856663115913743
hard shelf,fisheries biomass loss,ssp585_near-term,#87A5A5FF,0.297846903331521
hard shelf,light pollution,ssp245_current,#B4B45AFF,0
hard shelf,light pollution,ssp245_medium-term,#B4B45AFF,0
hard shelf,light pollution,ssp245_near-term,#B4B45AFF,0
hard shelf,light pollution,ssp585_current,#B4B45AFF,0
hard shelf,light pollution,ssp585_medium-term,#B4B45AFF,0
hard shelf,light pollution,ssp585_near-term,#B4B45AFF,0
hard shelf,nutrient pollution,ssp245_current,#1E4B3CFF,0.005479986751792653
hard shelf,nutrient pollution,ssp245_medium-term,#1E4B3CFF,0.0072059860084885945
hard shelf,nutrient pollution,ssp245_near-term,#1E4B3CFF,0.006505816439828154
hard shelf,nutrient pollution,ssp585_current,#1E4B3CFF,0.005490369528341114
hard shelf,nutrient pollution,ssp585_medium-term,#1E4B3CFF,0.007115627062298949
hard shelf,nutrient pollution,ssp585_near-term,#1E4B3CFF,0.00666200790364201
hard shelf,ocean warming,ssp245_current,#B4783CFF,0.03502660779383485
hard shelf,ocean warming,ssp245_medium-term,#B4783CFF,0.13665556239673443
hard shelf,ocean warming,ssp245_near-term,#B4783CFF,0.0725126748391597
hard shelf,ocean warming,ssp585_current,#B4783CFF,0.03502660779383485
hard shelf,ocean warming,ssp585_medium-term,#B4783CFF,0.17087898892272885
hard shelf,ocean warming,ssp585_near-term,#B4783CFF,0.08101198320571769
hard shelf,primary productivity,ssp245_current,#AB84A5FF,0.0019195932936576288
hard shelf,primary productivity,ssp245_medium-term,#AB84A5FF,0.016564698994275064
hard shelf,primary productivity,ssp245_near-term,#AB84A5FF,0.01179748915071586
hard shelf,primary productivity,ssp585_current,#AB84A5FF,0.001870016719864557
hard shelf,primary productivity,ssp585_medium-term,#AB84A5FF,0.01818132212987109
hard shelf,primary productivity,ssp585_near-term,#AB84A5FF,0.012790198492721467
hard shelf,reduced oxygen,ssp245_current,#78963CFF,0.13018199537394004
hard shelf,reduced oxygen,ssp245_medium-term,#78963CFF,0.1332011736443979
hard shelf,reduced oxygen,ssp245_near-term,#78963CFF,0.13216464373842074
hard shelf,reduced oxygen,ssp585_current,#78963CFF,0.13018199537394004
hard shelf,reduced oxygen,ssp585_medium-term,#78963CFF,0.13437525171011072
hard shelf,reduced oxygen,ssp585_near-term,#78963CFF,0.13238275793646942
hard shelf,sea level rise,ssp245_current,#D2D2C3FF,0
hard shelf,sea level rise,ssp245_medium-term,#D2D2C3FF,0
hard shelf,sea level rise,ssp245_near-term,#D2D2C3FF,0
hard shelf,sea level rise,ssp585_current,#D2D2C3FF,0
hard shelf,sea level rise,ssp585_medium-term,#D2D2C3FF,0
hard shelf,sea level rise,ssp585_near-term,#D2D2C3FF,0
hard slope,acidification,ssp245_current,#D48F90FF,0.029647568682925306
hard slope,acidification,ssp245_medium-term,#D48F90FF,0.05673694245591796
hard slope,acidification,ssp245_near-term,#D48F90FF,0.04094422298414402
hard slope,acidification,ssp585_current,#D48F90FF,0.029934618579483013
hard slope,acidification,ssp585_medium-term,#D48F90FF,0.07713344373739835
hard slope,acidification,ssp585_near-term,#D48F90FF,0.043780066178644564
hard slope,air heat index,ssp245_current,#D2A54BFF,0
hard slope,air heat index,ssp245_medium-term,#D2A54BFF,0
hard slope,air heat index,ssp245_near-term,#D2A54BFF,0
hard slope,air heat index,ssp585_current,#D2A54BFF,0
hard slope,air heat index,ssp585_medium-term,#D2A54BFF,0
hard slope,air heat index,ssp585_near-term,#D2A54BFF,0
hard slope,coastal disturbance,ssp245_current,#90D8C8FF,0
