rgn_id,year,biomass,ant_typ,rgn_nam,iso3c,iso3c_made_up,uninhabited,yearly_percent_change
115,2000,286664.3871751149,eez,Dominican Republic,DOM,NA,NA,NA
116,2000,197869.81060869212,eez,Puerto Rico and Virgin Islands of the United States,PRV,yes,NA,NA
117,2000,43006.24508539185,eez,British Virgin Islands,VGB,NA,NA,NA
118,2000,76337.79507257338,eez,Anguilla,AIA,NA,NA,NA
119,2000,13439.795563173751,eez,Saint Kitts and Nevis,KNA,NA,NA,NA
120,2000,86974.64353736989,eez,Antigua and Barbuda,ATG,NA,NA,NA
121,2000,15009.339649296091,eez,Montserrat,MSR,NA,NA,NA
122,2000,17059.818069499546,eez,Saint Lucia,LCA,NA,NA,NA
123,2000,13196.125238168444,eez,Dominica,DMA,NA,NA,NA
124,2000,222301.0812099493,eez,Barbados,BRB,NA,NA,NA
125,2000,84346.33445067256,eez,Grenada,GRD,NA,NA,NA
126,2000,177144.85439920577,eez,Trinidad and Tobago,TTO,NA,NA,NA
127,2000,57589.62071405687,eez,Saint Vincent and the Grenadines,VCT,NA,NA,NA
129,2000,1371789.9220332487,eez,Panama,PAN,NA,NA,NA
130,2000,4528271.310711689,eez,Costa Rica,CRI,NA,NA,NA
131,2000,435418.78292751167,eez,Nicaragua,NIC,NA,NA,NA
132,2000,3681630.860392558,eez,Colombia,COL,NA,NA,NA
133,2000,349150.1596795226,eez,Honduras,HND,NA,NA,NA
134,2000,669138.6421713104,eez,El Salvador,SLV,NA,NA,NA
135,2000,15051302.012832455,eez,Mexico,MEX,NA,NA,NA
136,2000,683250.1237508204,eez,Guatemala,GTM,NA,NA,NA
137,2000,13188823.080080576,eez,Ecuador,ECU,NA,NA,NA
138,2000,11882184.587681849,eez,Peru,PER,NA,NA,NA
139,2000,1186465.1753270922,eez,Venezuela,VEN,NA,NA,NA
140,2000,128955.49090146372,eez,Guadeloupe and Martinique,GMF,yes,NA,NA
141,2000,2291527.820944616,eez,Faeroe Islands,FRO,NA,NA,NA
143,2000,6286276.739944225,eez,Iceland,ISL,NA,NA,NA
144,2000,1159631.4112622375,eez,Jan Mayen,SJM,yes,x,NA
145,2000,17855315.401349846,eez,Greenland,GRL,NA,NA,NA
146,2000,699785.7471377647,eez,Pitcairn,PCN,NA,NA,NA
147,2000,5632150.349289449,eez,French Polynesia,PYF,NA,NA,NA
148,2000,4450270.57641206,eez,Line Group,LIG,yes,NA,NA
149,2000,1123038.5875241333,eez,Jarvis Island,JIS,yes,x,NA
150,2000,1025808.9084806567,eez,Palmyra Atoll,PAT,yes,x,NA
151,2000,377537.04611212696,eez,American Samoa,ASM,NA,NA,NA
152,2000,116287.9571346425,eez,Samoa,WSM,NA,NA,NA
153,2000,1959363.8020265198,eez,Cook Islands,COK,NA,NA,NA
154,2000,262715.48740243644,eez,Niue,NIU,NA,NA,NA
155,2000,749604.8674373586,eez,Tonga,TON,NA,NA,NA
156,2000,379426.96639514744,eez,Tokelau,TKL,NA,NA,NA
157,2000,1521096.3799093217,eez,Phoenix Group,PHG,yes,NA,NA
158,2000,1457482.5974215695,eez,Howland Island and Baker Island,HIS,yes,x,NA
159,2000,639973.0947160186,eez,Johnston Atoll,JAT,yes,x,NA
161,2000,280926.171742091,eez,Wallis and Futuna,WLF,NA,NA,NA
162,2000,37265872.77147318,eez,New Zealand,NZL,NA,NA,NA
163,2000,62203319.25054328,eez,United States,USA,NA,NA,NA
164,2000,105232.74105772961,eez,Belize,BLZ,NA,NA,NA
166,2000,346904.0386374132,eez,Jamaica,JAM,NA,NA,NA
167,2000,383949.4137940462,eez,Guyana,GUY,NA,NA,NA
168,2000,506480.0567613833,eez,Suriname,SUR,NA,NA,NA
169,2000,383381.39863812475,eez,French Guiana,GUF,NA,NA,NA
171,2000,10855032.99231235,eez,Brazil,BRA,NA,NA,NA
172,2000,24937611.963163067,eez,Argentina,ARG,NA,NA,NA
173,2000,3943000.2388655893,eez,Uruguay,URY,NA,NA,NA
174,2000,1312948.9021861765,eez,Finland,FIN,NA,NA,NA
175,2000,1075942.75686497,eez,Denmark,DNK,NA,NA,NA
176,2000,940892.6802109736,eez,Germany,DEU,NA,NA,NA
177,2000,954083.3926430303,eez,Netherlands,NLD,NA,NA,NA
178,2000,612353.834379163,eez,Poland,POL,NA,NA,NA
179,2000,2450651.460843624,eez,France,FRA,NA,NA,NA
180,2000,6304479.795409171,eez,United Kingdom,GBR,NA,NA,NA
181,2000,2834545.8994340803,eez,Ireland,IRL,NA,NA,NA
182,2000,2415694.1123394533,eez,Spain,ESP,NA,NA,NA
183,2000,1626281.6561021802,eez,Portugal,PRT,NA,NA,NA
184,2000,2660785.4344723574,eez,Italy,ITA,NA,NA,NA
186,2000,58959.67591647378,eez,Montenegro,MNE,NA,NA,NA
187,2000,248061.71574665786,eez,Croatia,HRV,NA,NA,NA
188,2000,NA,eez,Slovenia,SVN,NA,NA,NA
189,2000,167215.37497690256,eez,Lithuania,LTU,NA,NA,NA
190,2000,206152.2337734243,eez,Qatar,QAT,NA,NA,NA
191,2000,880298.6023369876,eez,Iran,IRN,NA,NA,NA
192,2000,NA,eez,Iraq,IRQ,NA,NA,NA
193,2000,777972.4520711765,eez,Guinea Bissau,GNB,NA,NA,NA
194,2000,838661.2366645546,eez,Guinea,GIN,NA,NA,NA
195,2000,879918.1545073601,eez,Ivory Coast,CIV,NA,NA,NA
196,2000,709508.6948382348,eez,Nigeria,NGA,NA,NA,NA
197,2000,NA,eez,Cameroon,CMR,NA,NA,NA
198,2000,1228920.0566455026,eez,Gabon,GAB,NA,NA,NA
199,2000,57672.95473228439,eez,Democratic Republic of the Congo,COD,NA,NA,NA
200,2000,4054003.069660634,eez,Angola,AGO,NA,NA,NA
202,2000,570220.3449389032,eez,Tanzania,TZA,NA,NA,NA
203,2000,5129460.846191027,eez,India,IND,NA,NA,NA
204,2000,392408.0085327495,eez,Bangladesh,BGD,NA,NA,NA
205,2000,1816861.5087342123,eez,Myanmar,MMR,NA,NA,NA
206,2000,1530290.6083869608,eez,Malaysia,MYS,NA,NA,NA
207,2000,3180512.8766733105,eez,Vietnam,VNM,NA,NA,NA
209,2000,2682245.4902994237,eez,China,CHN,NA,NA,NA
210,2000,15696956.654885415,eez,Japan,JPN,NA,NA,NA
212,2000,2897109.9992627474,eez,Kiribati,KIR,NA,NA,NA
213,2000,101760550.97332142,eez-ccamlr,Antarctica,ATA,NA,NA,NA
214,2000,776328.9832773728,eez,Egypt,EGY,NA,NA,NA
215,2000,NA,eez,Jordan,JOR,NA,NA,NA
216,2000,15564096.833498294,eez,Indonesia,IDN,NA,NA,NA
218,2000,95665839.12766668,eez,Canada,CAN,NA,NA,NA
219,2000,394782.6724748778,eez,Saint Pierre and Miquelon,SPM,NA,NA,NA
222,2000,2414501.9678278286,eez,Sweden,SWE,NA,NA,NA
223,2000,11686170.373762418,eez,Norway,NOR,NA,NA,NA
224,2000,17745712.766404267,eez,Chile,CHL,NA,NA,NA
228,2000,171275.91794865357,eez,Guernsey,GGY,NA,NA,NA
231,2000,276506.8743657702,eez,East Timor,TLS,NA,NA,NA
232,2000,NA,eez,Bosnia and Herzegovina,BIH,NA,NA,NA
244,2000,43696.70738423267,eez,Curacao,CUW,NA,NA,NA
245,2000,47883.89627048241,eez,Bonaire,BON,yes,NA,NA
247,2000,117537.82947786065,eez,Brunei,BRN,NA,NA,NA
248,2000,7010.616759155415,eez,Saba,SAB,yes,NA,NA
250,2000,32535.214405431892,eez,Aruba,ABW,NA,NA,NA
255,2000,9486995.2440798,NA,NA,DIS,yes,NA,NA
260,2000,1136088.7693232086,fao,Arctic Sea,NA,NA,NA,NA
261,2000,24327062.62984698,fao,"Atlantic, Northwest",NA,NA,NA,NA
262,2000,32514183.39642847,fao,"Atlantic, Northeast",NA,NA,NA,NA
263,2000,12400819.710880361,fao,"Atlantic, Western-Central",NA,NA,NA,NA
264,2000,25898531.111257564,fao,"Atlantic, Eastern Central",NA,NA,NA,NA
266,2000,55452843.638474435,fao,"Atlantic, Southwest",NA,NA,NA,NA
267,2000,72576122.38122806,fao,"Atlantic, Southeast",NA,NA,NA,NA
269,2000,61770079.605641946,fao,"Indian Ocean, Western",NA,NA,NA,NA
270,2000,79070776.10916345,fao,"Indian Ocean, Eastern",NA,NA,NA,NA
272,2000,46348426.75178086,fao,"Pacific, Northwest",NA,NA,NA,NA
273,2000,24968312.835804332,fao,"Pacific, Northeast",NA,NA,NA,NA
274,2000,7797972.962895631,fao,"Pacific, Western Central",NA,NA,NA,NA
275,2000,93102994.63763992,fao,"Pacific, Eastern Central",NA,NA,NA,NA
276,2000,76524260.48204204,fao,"Pacific, Southwest",NA,NA,NA,NA
277,2000,89515230.27497225,fao,"Pacific, Southeast",NA,NA,NA,NA
301,2000,NA,NA,NA,NA,NA,NA,NA
302,2000,NA,NA,NA,NA,NA,NA,NA
303,2000,NA,NA,NA,NA,NA,NA,NA
304,2000,NA,NA,NA,NA,NA,NA,NA
305,2000,NA,NA,NA,NA,NA,NA,NA
306,2000,NA,NA,NA,NA,NA,NA,NA
307,2000,NA,NA,NA,NA,NA,NA,NA
308,2000,NA,NA,NA,NA,NA,NA,NA
309,2000,NA,NA,NA,NA,NA,NA,NA
310,2000,NA,NA,NA,NA,NA,NA,NA
311,2000,NA,NA,NA,NA,NA,NA,NA
312,2000,NA,NA,NA,NA,NA,NA,NA
313,2000,NA,NA,NA,NA,NA,NA,NA
314,2000,NA,NA,NA,NA,NA,NA,NA
315,2000,NA,NA,NA,NA,NA,NA,NA
316,2000,NA,NA,NA,NA,NA,NA,NA
317,2000,NA,NA,NA,NA,NA,NA,NA
320,2000,NA,NA,NA,NA,NA,NA,NA
321,2000,NA,NA,NA,NA,NA,NA,NA
322,2000,NA,NA,NA,NA,NA,NA,NA
323,2000,NA,NA,NA,NA,NA,NA,NA
324,2000,NA,NA,NA,NA,NA,NA,NA
325,2000,NA,NA,NA,NA,NA,NA,NA
326,2000,NA,NA,NA,NA,NA,NA,NA
327,2000,NA,NA,NA,NA,NA,NA,NA
328,2000,NA,NA,NA,NA,NA,NA,NA
330,2000,NA,NA,NA,NA,NA,NA,NA
331,2000,NA,NA,NA,NA,NA,NA,NA
332,2000,NA,NA,NA,NA,NA,NA,NA
333,2000,NA,NA,NA,NA,NA,NA,NA
334,2000,NA,NA,NA,NA,NA,NA,NA
335,2000,NA,NA,NA,NA,NA,NA,NA
336,2000,NA,NA,NA,NA,NA,NA,NA
337,2000,NA,NA,NA,NA,NA,NA,NA
1,2001,1032640.3287115665,eez,Cocos Islands,CCK,NA,NA,-0.018098168567582684
2,2001,781186.319500636,eez,Christmas Island,CXR,NA,NA,0.039301940901284554
3,2001,1778407.5231977692,eez,Norfolk Island,NFK,NA,NA,-0.03901994391809682
4,2001,1937810.2308808037,eez,Macquarie Island,MCQ,yes,x,-0.006349565916309547
5,2001,2516172.554878608,eez,New Caledonia,NCL,NA,NA,-0.002306596501587605
6,2001,780639.0838865268,eez,Vanuatu,VUT,NA,NA,-0.032170741985392555
7,2001,2098524.1071199146,eez,Solomon Islands,SLB,NA,NA,-0.004601076589987967
8,2001,523879.7500979752,eez,Palau,PLW,NA,NA,0.006295684420132594
9,2001,3558474.4597284645,eez,Micronesia,FSM,yes,NA,0.003936228949326071
10,2001,724087.7768562706,eez,Nauru,NRU,NA,NA,-0.013252351351011459
11,2001,3430509.68317234,eez,Marshall Islands,MHL,NA,NA,0.04976881133390324
12,2001,315029.4665994592,eez,Wake Island,WIS,yes,x,-0.010595134789601066
13,2001,776331.3553266741,eez,Northern Mariana Islands and Guam,NGM,yes,NA,-0.03851456294099962
14,2001,821261.1132443651,eez,Taiwan,TWN,NA,NA,0.008815613293629846
15,2001,2859142.566359749,eez,Philippines,PHL,NA,NA,-6.165219646887557e-4
16,2001,35885549.1266617,eez,Australia,AUS,NA,NA,-0.0015418994129471895
17,2001,3959873.4424420455,eez,Papua New Guinea,PNG,NA,NA,-0.012907691297196686
18,2001,1613090.2268825017,eez,Fiji,FJI,NA,NA,-0.018804151585256355
19,2001,991944.2355556511,eez,Tuvalu,TUV,NA,NA,0.011377545267248722
20,2001,1484315.570413816,eez,South Korea,KOR,NA,NA,-0.05502112509536578
21,2001,1298527.4181484445,eez,North Korea,PRK,NA,NA,-0.029869317205308995
24,2001,100215.05869812891,eez,Cambodia,KHM,NA,NA,-0.027805867385746526
25,2001,712713.9195245988,eez,Thailand,THA,NA,NA,-0.02351534054032117
26,2001,1472802.0114475507,eez,Andaman and Nicobar,ANI,yes,NA,-0.024085670090772837
28,2001,353416.48358889873,eez,Comoro Islands,COM,NA,NA,0.015245538663016976
29,2001,100121.65998813571,eez,Mayotte,MYT,NA,NA,-0.0023293588408534877
30,2001,98461.55662954517,eez,Glorioso Islands,GIS,yes,x,0.009464128245752603
31,2001,4769548.8977658125,eez,Seychelles,SYC,NA,NA,-0.00923933708826878
32,2001,453444.7933430788,eez,Reunion,REU,NA,NA,0.01692388136567939
33,2001,153081.97982055374,eez,Juan de Nova Island,JDN,yes,x,-0.019317836991749417
34,2001,259608.4937293534,eez,Bassas da India,BDA,yes,x,-0.054388420282802184
35,2001,296502.61944459996,eez,Ile Europa,ILE,yes,x,-0.03896564524680871
36,2001,518904.3733597857,eez,Ile Tromelin,ILT,yes,x,0.033367970383654466
37,2001,3129394.899666842,eez,Mauritius,MUS,NA,NA,0.06063562334474644
38,2001,2080416.4126883585,eez,British Indian Ocean Territory,IOT,NA,x,0.0014127998793018101
39,2001,2302463.489304555,eez,Maldives,MDV,NA,NA,0.002927474956418316
40,2001,1824998.5292407374,eez,Sri Lanka,LKA,NA,NA,0.0023582275514656918
41,2001,1555232.5483885473,eez,Mozambique,MOZ,NA,NA,-0.04592075432259911
42,2001,3472384.841824674,eez,Madagascar,MDG,NA,NA,0.012303989942140025
43,2001,442768.3234086953,eez,Kenya,KEN,NA,NA,0.009623022527214333
44,2001,3283185.259444432,eez,Somalia,SOM,NA,NA,0.0025348729256451643
45,2001,136103.16413182294,eez,Eritrea,ERI,NA,NA,0.044874036210796775
46,2001,39463.70292604909,eez,Djibouti,DJI,NA,NA,-0.05885385471621208
47,2001,2582590.2136522653,eez,Yemen,YEM,NA,NA,0.01425054101220559
48,2001,3143803.5899835243,eez,Oman,OMN,NA,NA,0.005678545483204359
49,2001,43496.033093296035,eez,Sudan,SDN,NA,NA,0.010258434674720032
50,2001,350155.10879817855,eez,Saudi Arabia,SAU,NA,NA,-0.012161622702145164
51,2001,69009.63833648276,eez,Kuwait,KWT,NA,NA,0.03904774560002734
52,2001,61832.6123515151,eez,Bahrain,BHR,NA,NA,-0.019941517792595433
53,2001,1311840.495003141,eez,Pakistan,PAK,NA,NA,-0.02922189210020388
54,2001,153954.55122133085,eez,United Arab Emirates,ARE,NA,NA,-0.030196362129658445
55,2001,4574245.385591503,eez,Azores,AZO,yes,NA,0.01811598568568024
56,2001,4934353.182921219,eez,Cape Verde,CPV,NA,NA,-0.0183313232260398
57,2001,2010064.4506582157,eez,Madeira,MDR,yes,NA,-0.008436883377318823
58,2001,2403935.6552286027,eez,Canary Islands,CNY,yes,NA,-0.02436626348986911
59,2001,83036.16463517268,eez,Belgium,BEL,NA,NA,-0.045962322287920146
61,2001,597370.4218824094,eez,Tunisia,TUN,NA,NA,-0.019135411466818446
62,2001,2182307.69227774,eez,Morocco,MAR,NA,NA,0.0012298778416342552
63,2001,3325694.0065087527,eez,Western Sahara,ESH,NA,NA,0.011228962660985364
64,2001,1733303.6832727366,eez,Mauritania,MRT,NA,NA,-0.0418579223824795
65,2001,346827.3491373493,eez,Gambia,GMB,NA,NA,-0.02820857833601991
66,2001,1068036.0439243403,eez,Senegal,SEN,NA,NA,-0.024955277860466554
67,2001,1316021.2582414658,eez,Libya,LBY,NA,NA,-0.037906435061193906
68,2001,309030.5664566835,eez,Malta,MLT,NA,NA,-0.02806090147931757
69,2001,586840.2986584785,eez,Latvia,LVA,NA,NA,-0.03979816610509798
70,2001,493259.2435865437,eez,Estonia,EST,NA,NA,-0.05543201468108512
71,2001,350945.8749566546,eez,Bulgaria,BGR,NA,NA,-0.03552332551112479
72,2001,375163.77729111875,eez,Romania,ROU,NA,NA,-0.04218799313769657
73,2001,120270006.39060654,eez,Russia,RUS,NA,NA,-0.004926669167362941
74,2001,126298.72233462596,eez,Georgia,GEO,NA,NA,-0.049988647391652666
75,2001,945163.117530471,eez,Ukraine,UKR,NA,NA,-0.04389864056725757
76,2001,948377.8792988196,eez,Turkey,TUR,NA,NA,-0.02101438140212885
77,2001,41433.89976893228,eez,Syria,SYR,NA,NA,0.029269106113573484
78,2001,66724.04634587564,eez,Lebanon,LBN,NA,NA,0.01898372841084716
79,2001,97286.01668910656,eez,Israel,ISR,NA,NA,0.04234389377238401
80,2001,2342656.86933693,eez,Greece,GRC,NA,NA,-0.0096100713894203
81,2001,475919.0825317784,eez,Cyprus,CYP,NA,NA,0.014525503490943406
82,2001,NA,eez,Albania,ALB,NA,NA,NA
84,2001,483935.66556888405,eez,Algeria,DZA,NA,NA,0.0048926282652053885
85,2001,776662.1484851022,eez,Ascension,ASC,NA,x,0.027531116169763566
86,2001,1705048.5093361451,eez,Saint Helena,SHN,NA,NA,0.054497952935397706
88,2001,6326181.722795496,eez,Tristan da Cunha,TAA,yes,x,0.003333982560434847
89,2001,7791686.394746546,eez,South Georgia and the South Sandwich Islands,SGS,NA,x,-0.009134632962029356
90,2001,2782747.3119725264,eez,Prince Edward Islands,PEI,yes,x,-5.0085687318271e-4
91,2001,3563274.428486993,eez,Crozet Islands,CIS,yes,x,-0.0042440473582261015
92,2001,3460440.973322544,eez,Amsterdam Island and Saint Paul Island,ASP,yes,x,-0.007046819775094159
93,2001,7513855.07697629,eez,Kerguelen Islands,KIS,yes,x,-0.007399209142401023
94,2001,3165409.715891292,eez,Heard and McDonald Islands,HMD,NA,x,-0.008345430077576448
95,2001,8496505.660046939,eez,Falkland Islands,FLK,NA,NA,-0.023076887439649394
96,2001,483018.3893540383,eez,Sierra Leone,SLE,NA,NA,-0.006910279238938702
97,2001,772519.9709693051,eez,Liberia,LBR,NA,NA,-0.01176927781522655
98,2001,102787.39601821282,eez,Togo,TGO,NA,NA,-0.022988341040694353
99,2001,143731.89443898608,eez,Benin,BEN,NA,NA,-0.02712863696369858
100,2001,161354.5216229701,eez,Republique du Congo,COG,NA,NA,-0.014346189856336258
101,2001,8688626.869934667,eez,Namibia,NAM,NA,NA,-0.007863221639896167
102,2001,11509217.426173134,eez,South Africa,ZAF,NA,NA,-0.029742119540176352
103,2001,488571.8448069685,eez,Sao Tome and Principe,STP,NA,NA,-0.020256827315309277
104,2001,1552810.221507467,eez,Equatorial Guinea,GNQ,NA,NA,-0.007203242179728953
105,2001,1819536.1781650828,eez,Bouvet Island,BVT,NA,x,-0.005144768693160958
106,2001,925790.5466662236,eez,Ghana,GHA,NA,NA,-0.0229664928169885
107,2001,1898715.5690479542,eez,Clipperton Island,CLP,yes,x,-0.005159558061405502
108,2001,2255495.693266055,eez,Bermuda,BMU,NA,NA,-0.0020259280840665968
110,2001,1424408.9245345804,eez,Bahamas,BHS,NA,NA,-0.009733736831039006
111,2001,146395.68418028692,eez,Turks and Caicos Islands,TCA,NA,NA,-6.532270007449786e-4
112,2001,520177.7468205487,eez,Cuba,CUB,NA,NA,0.024146108298686058
113,2001,94571.380876482,eez,Cayman Islands,CYM,NA,NA,0.031232915288738772
114,2001,122986.38894916582,eez,Haiti,HTI,NA,NA,-0.0030564856847377043
115,2001,285315.158861679,eez,Dominican Republic,DOM,NA,NA,-0.004706647821627228
116,2001,190400.90194120456,eez,Puerto Rico and Virgin Islands of the United States,PRV,yes,NA,-0.03774658016051823
117,2001,41397.74821125937,eez,British Virgin Islands,VGB,NA,NA,-0.037401472063852505
118,2001,74506.81179844557,eez,Anguilla,AIA,NA,NA,-0.02398527848999457
119,2001,12914.25774770395,eez,Saint Kitts and Nevis,KNA,NA,NA,-0.03910311083226756
