ID,ant_type,rgn_id,rgn_type,rgn_name,F_CODE,OCEAN,NAME_EN
37060,eez,60,eez,Gibraltar,37,Atlantic,Mediterranean and Black Sea
37061,eez,61,eez,Tunisia,37,Atlantic,Mediterranean and Black Sea
37062,eez,62,eez,Morocco,37,Atlantic,Mediterranean and Black Sea
37067,eez,67,eez,Libya,37,Atlantic,Mediterranean and Black Sea
37068,eez,68,eez,Malta,37,Atlantic,Mediterranean and Black Sea
37071,eez,71,eez,Bulgaria,37,Atlantic,Mediterranean and Black Sea
37072,eez,72,eez,Romania,37,Atlantic,Mediterranean and Black Sea
37073,eez,73,eez,Russia,37,Atlantic,Mediterranean and Black Sea
37074,eez,74,eez,Georgia,37,Atlantic,Mediterranean and Black Sea
37075,eez,75,eez,Ukraine,37,Atlantic,Mediterranean and Black Sea
37076,eez,76,eez,Turkey,37,Atlantic,Mediterranean and Black Sea
37077,eez,77,eez,Syria,37,Atlantic,Mediterranean and Black Sea
37078,eez,78,eez,Lebanon,37,Atlantic,Mediterranean and Black Sea
37079,eez,79,eez,Israel,37,Atlantic,Mediterranean and Black Sea
37080,eez,80,eez,Greece,37,Atlantic,Mediterranean and Black Sea
37081,eez,81,eez,Cyprus,37,Atlantic,Mediterranean and Black Sea
37082,eez,82,eez,Albania,37,Atlantic,Mediterranean and Black Sea
37084,eez,84,eez,Algeria,37,Atlantic,Mediterranean and Black Sea
270141,eez,141,eez,Faeroe Islands,27,Atlantic,"Atlantic, Northeast"
270143,eez,143,eez,Iceland,27,Atlantic,"Atlantic, Northeast"
270144,eez,144,eez,Jan Mayen,27,Atlantic,"Atlantic, Northeast"
270145,eez,145,eez,Greenland,27,Atlantic,"Atlantic, Northeast"
270174,eez,174,eez,Finland,27,Atlantic,"Atlantic, Northeast"
270175,eez,175,eez,Denmark,27,Atlantic,"Atlantic, Northeast"
270176,eez,176,eez,Germany,27,Atlantic,"Atlantic, Northeast"
270177,eez,177,eez,Netherlands,27,Atlantic,"Atlantic, Northeast"
270178,eez,178,eez,Poland,27,Atlantic,"Atlantic, Northeast"
270179,eez,179,eez,France,27,Atlantic,"Atlantic, Northeast"
270180,eez,180,eez,United Kingdom,27,Atlantic,"Atlantic, Northeast"
270181,eez,181,eez,Ireland,27,Atlantic,"Atlantic, Northeast"
270182,eez,182,eez,Spain,27,Atlantic,"Atlantic, Northeast"
270183,eez,183,eez,Portugal,27,Atlantic,"Atlantic, Northeast"
270189,eez,189,eez,Lithuania,27,Atlantic,"Atlantic, Northeast"
270222,eez,222,eez,Sweden,27,Atlantic,"Atlantic, Northeast"
270223,eez,223,eez,Norway,27,Atlantic,"Atlantic, Northeast"
270227,eez,227,eez,Jersey,27,Atlantic,"Atlantic, Northeast"
270228,eez,228,eez,Guernsey,27,Atlantic,"Atlantic, Northeast"
270260,fao,260,fao,Arctic Sea,27,Atlantic,"Atlantic, Northeast"
270261,fao,261,fao,"Atlantic, Northwest",27,Atlantic,"Atlantic, Northeast"
270262,fao,262,fao,"Atlantic, Northeast",27,Atlantic,"Atlantic, Northeast"
270263,fao,263,fao,"Atlantic, Western-Central",27,Atlantic,"Atlantic, Northeast"
270264,fao,264,fao,"Atlantic, Eastern Central",27,Atlantic,"Atlantic, Northeast"
27055,eez,55,eez,Azores,27,Atlantic,"Atlantic, Northeast"
27057,eez,57,eez,Madeira,27,Atlantic,"Atlantic, Northeast"
27059,eez,59,eez,Belgium,27,Atlantic,"Atlantic, Northeast"
27069,eez,69,eez,Latvia,27,Atlantic,"Atlantic, Northeast"
27070,eez,70,eez,Estonia,27,Atlantic,"Atlantic, Northeast"
27073,eez,73,eez,Russia,27,Atlantic,"Atlantic, Northeast"
310108,eez,108,eez,Bermuda,31,Atlantic,"Atlantic, Western Central"
310110,eez,110,eez,Bahamas,31,Atlantic,"Atlantic, Western Central"
310111,eez,111,eez,Turks and Caicos Islands,31,Atlantic,"Atlantic, Western Central"
310112,eez,112,eez,Cuba,31,Atlantic,"Atlantic, Western Central"
310113,eez,113,eez,Cayman Islands,31,Atlantic,"Atlantic, Western Central"
310114,eez,114,eez,Haiti,31,Atlantic,"Atlantic, Western Central"
310115,eez,115,eez,Dominican Republic,31,Atlantic,"Atlantic, Western Central"
310116,eez,116,eez,Puerto Rico and Virgin Islands of the United States,31,Atlantic,"Atlantic, Western Central"
310117,eez,117,eez,British Virgin Islands,31,Atlantic,"Atlantic, Western Central"
310118,eez,118,eez,Anguilla,31,Atlantic,"Atlantic, Western Central"
310119,eez,119,eez,Saint Kitts and Nevis,31,Atlantic,"Atlantic, Western Central"
310120,eez,120,eez,Antigua and Barbuda,31,Atlantic,"Atlantic, Western Central"
310121,eez,121,eez,Montserrat,31,Atlantic,"Atlantic, Western Central"
310122,eez,122,eez,Saint Lucia,31,Atlantic,"Atlantic, Western Central"
310123,eez,123,eez,Dominica,31,Atlantic,"Atlantic, Western Central"
310124,eez,124,eez,Barbados,31,Atlantic,"Atlantic, Western Central"
310125,eez,125,eez,Grenada,31,Atlantic,"Atlantic, Western Central"
310126,eez,126,eez,Trinidad and Tobago,31,Atlantic,"Atlantic, Western Central"
310127,eez,127,eez,Saint Vincent and the Grenadines,31,Atlantic,"Atlantic, Western Central"
310129,eez,129,eez,Panama,31,Atlantic,"Atlantic, Western Central"
310130,eez,130,eez,Costa Rica,31,Atlantic,"Atlantic, Western Central"
310131,eez,131,eez,Nicaragua,31,Atlantic,"Atlantic, Western Central"
310132,eez,132,eez,Colombia,31,Atlantic,"Atlantic, Western Central"
310133,eez,133,eez,Honduras,31,Atlantic,"Atlantic, Western Central"
310135,eez,135,eez,Mexico,31,Atlantic,"Atlantic, Western Central"
310136,eez,136,eez,Guatemala,31,Atlantic,"Atlantic, Western Central"
310139,eez,139,eez,Venezuela,31,Atlantic,"Atlantic, Western Central"
310140,eez,140,eez,Guadeloupe and Martinique,31,Atlantic,"Atlantic, Western Central"
310163,eez,163,eez,United States,31,Atlantic,"Atlantic, Western Central"
310164,eez,164,eez,Belize,31,Atlantic,"Atlantic, Western Central"
310166,eez,166,eez,Jamaica,31,Atlantic,"Atlantic, Western Central"
310167,eez,167,eez,Guyana,31,Atlantic,"Atlantic, Western Central"
310168,eez,168,eez,Suriname,31,Atlantic,"Atlantic, Western Central"
310169,eez,169,eez,French Guiana,31,Atlantic,"Atlantic, Western Central"
310171,eez,171,eez,Brazil,31,Atlantic,"Atlantic, Western Central"
310220,eez,220,eez,Sint Maarten,31,Atlantic,"Atlantic, Western Central"
310221,eez,221,eez,Northern Saint-Martin,31,Atlantic,"Atlantic, Western Central"
310244,eez,244,eez,Curacao,31,Atlantic,"Atlantic, Western Central"
310245,eez,245,eez,Bonaire,31,Atlantic,"Atlantic, Western Central"
310248,eez,248,eez,Saba,31,Atlantic,"Atlantic, Western Central"
310249,eez,249,eez,Sint Eustatius,31,Atlantic,"Atlantic, Western Central"
310250,eez,250,eez,Aruba,31,Atlantic,"Atlantic, Western Central"
310255,eez-disputed,255,eez-disputed,DISPUTED,31,Atlantic,"Atlantic, Western Central"
310261,fao,261,fao,"Atlantic, Northwest",31,Atlantic,"Atlantic, Western Central"
310262,fao,262,fao,"Atlantic, Northeast",31,Atlantic,"Atlantic, Western Central"
310263,fao,263,fao,"Atlantic, Western-Central",31,Atlantic,"Atlantic, Western Central"
310266,fao,266,fao,"Atlantic, Southwest",31,Atlantic,"Atlantic, Western Central"
340100,eez,100,eez,Republique du Congo,34,Atlantic,"Atlantic, Eastern Central"
340103,eez,103,eez,Sao Tome and Principe,34,Atlantic,"Atlantic, Eastern Central"
340104,eez,104,eez,Equatorial Guinea,34,Atlantic,"Atlantic, Eastern Central"
340106,eez,106,eez,Ghana,34,Atlantic,"Atlantic, Eastern Central"
340171,eez,171,eez,Brazil,34,Atlantic,"Atlantic, Eastern Central"
340182,eez,182,eez,Spain,34,Atlantic,"Atlantic, Eastern Central"
340183,eez,183,eez,Portugal,34,Atlantic,"Atlantic, Eastern Central"
340193,eez,193,eez,Guinea Bissau,34,Atlantic,"Atlantic, Eastern Central"
340194,eez,194,eez,Guinea,34,Atlantic,"Atlantic, Eastern Central"
340195,eez,195,eez,Ivory Coast,34,Atlantic,"Atlantic, Eastern Central"
340196,eez,196,eez,Nigeria,34,Atlantic,"Atlantic, Eastern Central"
340197,eez,197,eez,Cameroon,34,Atlantic,"Atlantic, Eastern Central"
340198,eez,198,eez,Gabon,34,Atlantic,"Atlantic, Eastern Central"
340199,eez,199,eez,Democratic Republic of the Congo,34,Atlantic,"Atlantic, Eastern Central"
340200,eez,200,eez,Angola,34,Atlantic,"Atlantic, Eastern Central"
340255,eez-disputed,255,eez-disputed,DISPUTED,34,Atlantic,"Atlantic, Eastern Central"
340262,fao,262,fao,"Atlantic, Northeast",34,Atlantic,"Atlantic, Eastern Central"
340263,fao,263,fao,"Atlantic, Western-Central",34,Atlantic,"Atlantic, Eastern Central"
340264,fao,264,fao,"Atlantic, Eastern Central",34,Atlantic,"Atlantic, Eastern Central"
340266,fao,266,fao,"Atlantic, Southwest",34,Atlantic,"Atlantic, Eastern Central"
340267,fao,267,fao,"Atlantic, Southeast",34,Atlantic,"Atlantic, Eastern Central"
34055,eez,55,eez,Azores,34,Atlantic,"Atlantic, Eastern Central"
34056,eez,56,eez,Cape Verde,34,Atlantic,"Atlantic, Eastern Central"
34057,eez,57,eez,Madeira,34,Atlantic,"Atlantic, Eastern Central"
34058,eez,58,eez,Canary Islands,34,Atlantic,"Atlantic, Eastern Central"
34062,eez,62,eez,Morocco,34,Atlantic,"Atlantic, Eastern Central"
34063,eez,63,eez,Western Sahara,34,Atlantic,"Atlantic, Eastern Central"
34064,eez,64,eez,Mauritania,34,Atlantic,"Atlantic, Eastern Central"
34065,eez,65,eez,Gambia,34,Atlantic,"Atlantic, Eastern Central"
34066,eez,66,eez,Senegal,34,Atlantic,"Atlantic, Eastern Central"
34085,eez,85,eez,Ascension,34,Atlantic,"Atlantic, Eastern Central"
34096,eez,96,eez,Sierra Leone,34,Atlantic,"Atlantic, Eastern Central"
34097,eez,97,eez,Liberia,34,Atlantic,"Atlantic, Eastern Central"
34098,eez,98,eez,Togo,34,Atlantic,"Atlantic, Eastern Central"
34099,eez,99,eez,Benin,34,Atlantic,"Atlantic, Eastern Central"
510102,eez,102,eez,South Africa,51,Indian,"Indian Ocean, Western"
510190,eez,190,eez,Qatar,51,Indian,"Indian Ocean, Western"
510191,eez,191,eez,Iran,51,Indian,"Indian Ocean, Western"
510192,eez,192,eez,Iraq,51,Indian,"Indian Ocean, Western"
510202,eez,202,eez,Tanzania,51,Indian,"Indian Ocean, Western"
510203,eez,203,eez,India,51,Indian,"Indian Ocean, Western"
510214,eez,214,eez,Egypt,51,Indian,"Indian Ocean, Western"
510215,eez,215,eez,Jordan,51,Indian,"Indian Ocean, Western"
510255,eez-disputed,255,eez-disputed,DISPUTED,51,Indian,"Indian Ocean, Western"
510213,eez-ccamlr,213,eez,Antarctica,51,Indian,"Indian Ocean, Western"
510269,fao,269,fao,"Indian Ocean, Western",51,Indian,"Indian Ocean, Western"
510270,fao,270,fao,"Indian Ocean, Eastern",51,Indian,"Indian Ocean, Western"
51028,eez,28,eez,Comoro Islands,51,Indian,"Indian Ocean, Western"
51029,eez,29,eez,Mayotte,51,Indian,"Indian Ocean, Western"
51030,eez,30,eez,Glorioso Islands,51,Indian,"Indian Ocean, Western"
51031,eez,31,eez,Seychelles,51,Indian,"Indian Ocean, Western"
51032,eez,32,eez,Reunion,51,Indian,"Indian Ocean, Western"
51033,eez,33,eez,Juan de Nova Island,51,Indian,"Indian Ocean, Western"
51034,eez,34,eez,Bassas da India,51,Indian,"Indian Ocean, Western"
51035,eez,35,eez,Ile Europa,51,Indian,"Indian Ocean, Western"
51036,eez,36,eez,Ile Tromelin,51,Indian,"Indian Ocean, Western"
51037,eez,37,eez,Mauritius,51,Indian,"Indian Ocean, Western"
51038,eez,38,eez,British Indian Ocean Territory,51,Indian,"Indian Ocean, Western"
51039,eez,39,eez,Maldives,51,Indian,"Indian Ocean, Western"
51041,eez,41,eez,Mozambique,51,Indian,"Indian Ocean, Western"
51042,eez,42,eez,Madagascar,51,Indian,"Indian Ocean, Western"
51043,eez,43,eez,Kenya,51,Indian,"Indian Ocean, Western"
51044,eez,44,eez,Somalia,51,Indian,"Indian Ocean, Western"
51045,eez,45,eez,Eritrea,51,Indian,"Indian Ocean, Western"
51046,eez,46,eez,Djibouti,51,Indian,"Indian Ocean, Western"
51047,eez,47,eez,Yemen,51,Indian,"Indian Ocean, Western"
51048,eez,48,eez,Oman,51,Indian,"Indian Ocean, Western"
51049,eez,49,eez,Sudan,51,Indian,"Indian Ocean, Western"
51050,eez,50,eez,Saudi Arabia,51,Indian,"Indian Ocean, Western"
51051,eez,51,eez,Kuwait,51,Indian,"Indian Ocean, Western"
51052,eez,52,eez,Bahrain,51,Indian,"Indian Ocean, Western"
51053,eez,53,eez,Pakistan,51,Indian,"Indian Ocean, Western"
51054,eez,54,eez,United Arab Emirates,51,Indian,"Indian Ocean, Western"
51079,eez,79,eez,Israel,51,Indian,"Indian Ocean, Western"
51090,eez,90,eez,Prince Edward Islands,51,Indian,"Indian Ocean, Western"
51091,eez,91,eez,Crozet Islands,51,Indian,"Indian Ocean, Western"
51092,eez,92,eez,Amsterdam Island and Saint Paul Island,51,Indian,"Indian Ocean, Western"
57016,eez,16,eez,Australia,57,Indian,"Indian Ocean, Eastern"
5701,eez,1,eez,Cocos Islands,57,Indian,"Indian Ocean, Eastern"
570203,eez,203,eez,India,57,Indian,"Indian Ocean, Eastern"
570204,eez,204,eez,Bangladesh,57,Indian,"Indian Ocean, Eastern"
570205,eez,205,eez,Myanmar,57,Indian,"Indian Ocean, Eastern"
570206,eez,206,eez,Malaysia,57,Indian,"Indian Ocean, Eastern"
570216,eez,216,eez,Indonesia,57,Indian,"Indian Ocean, Eastern"
570231,eez,231,eez,East Timor,57,Indian,"Indian Ocean, Eastern"
570237,eez,237,eez,Oecussi Ambeno,57,Indian,"Indian Ocean, Eastern"
570255,eez-disputed,255,eez-disputed,DISPUTED,57,Indian,"Indian Ocean, Eastern"
570213,eez-ccamlr,213,eez,Antarctica,57,Indian,"Indian Ocean, Eastern"
57025,eez,25,eez,Thailand,57,Indian,"Indian Ocean, Eastern"
570269,fao,269,fao,"Indian Ocean, Western",57,Indian,"Indian Ocean, Eastern"
57026,eez,26,eez,Andaman and Nicobar,57,Indian,"Indian Ocean, Eastern"
570270,fao,270,fao,"Indian Ocean, Eastern",57,Indian,"Indian Ocean, Eastern"
570276,fao,276,fao,"Pacific, Southwest",57,Indian,"Indian Ocean, Eastern"
5702,eez,2,eez,Christmas Island,57,Indian,"Indian Ocean, Eastern"
57039,eez,39,eez,Maldives,57,Indian,"Indian Ocean, Eastern"
57040,eez,40,eez,Sri Lanka,57,Indian,"Indian Ocean, Eastern"
57092,eez,92,eez,Amsterdam Island and Saint Paul Island,57,Indian,"Indian Ocean, Eastern"
71010,eez,10,eez,Nauru,71,Pacific,"Pacific, Western Central"
71011,eez,11,eez,Marshall Islands,71,Pacific,"Pacific, Western Central"
71012,eez,12,eez,Wake Island,71,Pacific,"Pacific, Western Central"
71013,eez,13,eez,Northern Mariana Islands and Guam,71,Pacific,"Pacific, Western Central"
71014,eez,14,eez,Taiwan,71,Pacific,"Pacific, Western Central"
710155,eez,155,eez,Tonga,71,Pacific,"Pacific, Western Central"
710156,eez,156,eez,Tokelau,71,Pacific,"Pacific, Western Central"
710157,eez,157,eez,Phoenix Group,71,Pacific,"Pacific, Western Central"
710158,eez,158,eez,Howland Island and Baker Island,71,Pacific,"Pacific, Western Central"
71015,eez,15,eez,Philippines,71,Pacific,"Pacific, Western Central"
710161,eez,161,eez,Wallis and Futuna,71,Pacific,"Pacific, Western Central"
71016,eez,16,eez,Australia,71,Pacific,"Pacific, Western Central"
71017,eez,17,eez,Papua New Guinea,71,Pacific,"Pacific, Western Central"
71018,eez,18,eez,Fiji,71,Pacific,"Pacific, Western Central"
71019,eez,19,eez,Tuvalu,71,Pacific,"Pacific, Western Central"
710206,eez,206,eez,Malaysia,71,Pacific,"Pacific, Western Central"
710207,eez,207,eez,Vietnam,71,Pacific,"Pacific, Western Central"
710208,eez,208,eez,Singapore,71,Pacific,"Pacific, Western Central"
710210,eez,210,eez,Japan,71,Pacific,"Pacific, Western Central"
710212,eez,212,eez,Kiribati,71,Pacific,"Pacific, Western Central"
710216,eez,216,eez,Indonesia,71,Pacific,"Pacific, Western Central"
710231,eez,231,eez,East Timor,71,Pacific,"Pacific, Western Central"
710247,eez,247,eez,Brunei,71,Pacific,"Pacific, Western Central"
71024,eez,24,eez,Cambodia,71,Pacific,"Pacific, Western Central"
710255,eez-disputed,255,eez-disputed,DISPUTED,71,Pacific,"Pacific, Western Central"
71025,eez,25,eez,Thailand,71,Pacific,"Pacific, Western Central"
710272,fao,272,fao,"Pacific, Northwest",71,Pacific,"Pacific, Western Central"
710274,fao,274,fao,"Pacific, Western Central",71,Pacific,"Pacific, Western Central"
710275,fao,275,fao,"Pacific, Eastern Central",71,Pacific,"Pacific, Western Central"
710276,fao,276,fao,"Pacific, Southwest",71,Pacific,"Pacific, Western Central"
7105,eez,5,eez,New Caledonia,71,Pacific,"Pacific, Western Central"
7106,eez,6,eez,Vanuatu,71,Pacific,"Pacific, Western Central"
7107,eez,7,eez,Solomon Islands,71,Pacific,"Pacific, Western Central"
7108,eez,8,eez,Palau,71,Pacific,"Pacific, Western Central"
7109,eez,9,eez,Micronesia,71,Pacific,"Pacific, Western Central"
870129,eez,129,eez,Panama,87,Pacific,"Pacific, Southeast"
870130,eez,130,eez,Costa Rica,87,Pacific,"Pacific, Southeast"
870132,eez,132,eez,Colombia,87,Pacific,"Pacific, Southeast"
870137,eez,137,eez,Ecuador,87,Pacific,"Pacific, Southeast"
870138,eez,138,eez,Peru,87,Pacific,"Pacific, Southeast"
870172,eez,172,eez,Argentina,87,Pacific,"Pacific, Southeast"
870224,eez,224,eez,Chile,87,Pacific,"Pacific, Southeast"
870213,eez-ccamlr,213,eez,Antarctica,87,Pacific,"Pacific, Southeast"
870266,fao,266,fao,"Atlantic, Southwest",87,Pacific,"Pacific, Southeast"
870275,fao,275,fao,"Pacific, Eastern Central",87,Pacific,"Pacific, Southeast"
870277,fao,277,fao,"Pacific, Southeast",87,Pacific,"Pacific, Southeast"
410169,eez,169,eez,French Guiana,41,Atlantic,"Atlantic, Southwest"
410171,eez,171,eez,Brazil,41,Atlantic,"Atlantic, Southwest"
410172,eez,172,eez,Argentina,41,Atlantic,"Atlantic, Southwest"
410173,eez,173,eez,Uruguay,41,Atlantic,"Atlantic, Southwest"
410224,eez,224,eez,Chile,41,Atlantic,"Atlantic, Southwest"
410213,eez-ccamlr,213,eez,Antarctica,41,Atlantic,"Atlantic, Southwest"
410263,fao,263,fao,"Atlantic, Western-Central",41,Atlantic,"Atlantic, Southwest"
410264,fao,264,fao,"Atlantic, Eastern Central",41,Atlantic,"Atlantic, Southwest"
410266,fao,266,fao,"Atlantic, Southwest",41,Atlantic,"Atlantic, Southwest"
410267,fao,267,fao,"Atlantic, Southeast",41,Atlantic,"Atlantic, Southwest"
41095,eez,95,eez,Falkland Islands,41,Atlantic,"Atlantic, Southwest"
810146,eez,146,eez,Pitcairn,81,Pacific,"Pacific, Southwest"
810147,eez,147,eez,French Polynesia,81,Pacific,"Pacific, Southwest"
810153,eez,153,eez,Cook Islands,81,Pacific,"Pacific, Southwest"
810155,eez,155,eez,Tonga,81,Pacific,"Pacific, Southwest"
810162,eez,162,eez,New Zealand,81,Pacific,"Pacific, Southwest"
81016,eez,16,eez,Australia,81,Pacific,"Pacific, Southwest"
81018,eez,18,eez,Fiji,81,Pacific,"Pacific, Southwest"
810274,fao,274,fao,"Pacific, Western Central",81,Pacific,"Pacific, Southwest"
810275,fao,275,fao,"Pacific, Eastern Central",81,Pacific,"Pacific, Southwest"
810276,fao,276,fao,"Pacific, Southwest",81,Pacific,"Pacific, Southwest"
810277,fao,277,fao,"Pacific, Southeast",81,Pacific,"Pacific, Southwest"
810213,eez-ccamlr,213,eez,Antarctica,81,Pacific,"Pacific, Southwest"
8103,eez,3,eez,Norfolk Island,81,Pacific,"Pacific, Southwest"
8104,eez,4,eez,Macquarie Island,81,Pacific,"Pacific, Southwest"
8105,eez,5,eez,New Caledonia,81,Pacific,"Pacific, Southwest"
580213,eez-ccamlr,213,eez,Antarctica,58,Indian,"Indian Ocean, Antarctic"
580270,fao,270,fao,"Indian Ocean, Eastern",58,Indian,"Indian Ocean, Antarctic"
580276,fao,276,fao,"Pacific, Southwest",58,Indian,"Indian Ocean, Antarctic"
58090,eez,90,eez,Prince Edward Islands,58,Indian,"Indian Ocean, Antarctic"
58091,eez,91,eez,Crozet Islands,58,Indian,"Indian Ocean, Antarctic"
58093,eez,93,eez,Kerguelen Islands,58,Indian,"Indian Ocean, Antarctic"
58094,eez,94,eez,Heard and McDonald Islands,58,Indian,"Indian Ocean, Antarctic"
480105,eez,105,eez,Bouvet Island,48,Atlantic,"Atlantic, Antarctic"
480213,eez-ccamlr,213,eez,Antarctica,48,Atlantic,"Atlantic, Antarctic"
480266,fao,266,fao,"Atlantic, Southwest",48,Atlantic,"Atlantic, Antarctic"
48089,eez,89,eez,South Georgia and the South Sandwich Islands,48,Atlantic,"Atlantic, Antarctic"
880213,eez-ccamlr,213,eez,Antarctica,88,Pacific,"Pacific, Antarctic"
770107,eez,107,eez,Clipperton Island,77,Pacific,"Pacific, Eastern Central"
770129,eez,129,eez,Panama,77,Pacific,"Pacific, Eastern Central"
770130,eez,130,eez,Costa Rica,77,Pacific,"Pacific, Eastern Central"
770131,eez,131,eez,Nicaragua,77,Pacific,"Pacific, Eastern Central"
770132,eez,132,eez,Colombia,77,Pacific,"Pacific, Eastern Central"
770133,eez,133,eez,Honduras,77,Pacific,"Pacific, Eastern Central"
770134,eez,134,eez,El Salvador,77,Pacific,"Pacific, Eastern Central"
770135,eez,135,eez,Mexico,77,Pacific,"Pacific, Eastern Central"
770136,eez,136,eez,Guatemala,77,Pacific,"Pacific, Eastern Central"
770146,eez,146,eez,Pitcairn,77,Pacific,"Pacific, Eastern Central"
770147,eez,147,eez,French Polynesia,77,Pacific,"Pacific, Eastern Central"
770148,eez,148,eez,Line Group,77,Pacific,"Pacific, Eastern Central"
770149,eez,149,eez,Jarvis Island,77,Pacific,"Pacific, Eastern Central"
770150,eez,150,eez,Palmyra Atoll,77,Pacific,"Pacific, Eastern Central"
770151,eez,151,eez,American Samoa,77,Pacific,"Pacific, Eastern Central"
770152,eez,152,eez,Samoa,77,Pacific,"Pacific, Eastern Central"
770153,eez,153,eez,Cook Islands,77,Pacific,"Pacific, Eastern Central"
770154,eez,154,eez,Niue,77,Pacific,"Pacific, Eastern Central"
770155,eez,155,eez,Tonga,77,Pacific,"Pacific, Eastern Central"
770156,eez,156,eez,Tokelau,77,Pacific,"Pacific, Eastern Central"
770157,eez,157,eez,Phoenix Group,77,Pacific,"Pacific, Eastern Central"
770158,eez,158,eez,Howland Island and Baker Island,77,Pacific,"Pacific, Eastern Central"
770159,eez,159,eez,Johnston Atoll,77,Pacific,"Pacific, Eastern Central"
770161,eez,161,eez,Wallis and Futuna,77,Pacific,"Pacific, Eastern Central"
770163,eez,163,eez,United States,77,Pacific,"Pacific, Eastern Central"
770273,fao,273,fao,"Pacific, Northeast",77,Pacific,"Pacific, Eastern Central"
770275,fao,275,fao,"Pacific, Eastern Central",77,Pacific,"Pacific, Eastern Central"
770276,fao,276,fao,"Pacific, Southwest",77,Pacific,"Pacific, Eastern Central"
770277,fao,277,fao,"Pacific, Southeast",77,Pacific,"Pacific, Eastern Central"
470100,eez,100,eez,Republique du Congo,47,Atlantic,"Atlantic, Southeast"
470101,eez,101,eez,Namibia,47,Atlantic,"Atlantic, Southeast"
470102,eez,102,eez,South Africa,47,Atlantic,"Atlantic, Southeast"
470198,eez,198,eez,Gabon,47,Atlantic,"Atlantic, Southeast"
470199,eez,199,eez,Democratic Republic of the Congo,47,Atlantic,"Atlantic, Southeast"
470200,eez,200,eez,Angola,47,Atlantic,"Atlantic, Southeast"
470213,eez-ccamlr,213,eez,Antarctica,47,Atlantic,"Atlantic, Southeast"
470267,fao,267,fao,"Atlantic, Southeast",47,Atlantic,"Atlantic, Southeast"
470269,fao,269,fao,"Indian Ocean, Western",47,Atlantic,"Atlantic, Southeast"
47085,eez,85,eez,Ascension,47,Atlantic,"Atlantic, Southeast"
47086,eez,86,eez,Saint Helena,47,Atlantic,"Atlantic, Southeast"
47088,eez,88,eez,Tristan da Cunha,47,Atlantic,"Atlantic, Southeast"
210108,eez,108,eez,Bermuda,21,Atlantic,"Atlantic, Northwest"
210145,eez,145,eez,Greenland,21,Atlantic,"Atlantic, Northwest"
210163,eez,163,eez,United States,21,Atlantic,"Atlantic, Northwest"
210218,eez,218,eez,Canada,21,Atlantic,"Atlantic, Northwest"
