fn_pressure,fn_scenario,new_fn_scenario,fn_time,new_fn_pressure,f_path
o2-depthsurf,current,ssp585,current,oxygen-surface,/home/shares/ohi/stressors_2021/_dataprep/oxygen/projected
o2-depthsurf,ssp585,ssp585,near-term,oxygen-surface,/home/shares/ohi/stressors_2021/_dataprep/oxygen/projected
o2-depthsurf,ssp585,ssp585,medium-term,oxygen-surface,/home/shares/ohi/stressors_2021/_dataprep/oxygen/projected
o2-depthsurf,ssp585,ssp585,long-term,oxygen-surface,/home/shares/ohi/stressors_2021/_dataprep/oxygen/projected
o2-depthmean,current,ssp119,current,oxygen-benthic,/home/shares/ohi/stressors_2021/_dataprep/oxygen/projected
o2-depthmean,ssp119,ssp119,near-term,oxygen-benthic,/home/shares/ohi/stressors_2021/_dataprep/oxygen/projected
o2-depthmean,ssp119,ssp119,medium-term,oxygen-benthic,/home/shares/ohi/stressors_2021/_dataprep/oxygen/projected
o2-depthmean,ssp119,ssp119,long-term,oxygen-benthic,/home/shares/ohi/stressors_2021/_dataprep/oxygen/projected
o2-depthmean,current,ssp126,current,oxygen-benthic,/home/shares/ohi/stressors_2021/_dataprep/oxygen/projected
o2-depthmean,ssp126,ssp126,near-term,oxygen-benthic,/home/shares/ohi/stressors_2021/_dataprep/oxygen/projected
o2-depthmean,ssp126,ssp126,medium-term,oxygen-benthic,/home/shares/ohi/stressors_2021/_dataprep/oxygen/projected
o2-depthmean,ssp126,ssp126,long-term,oxygen-benthic,/home/shares/ohi/stressors_2021/_dataprep/oxygen/projected
o2-depthmean,current,ssp245,current,oxygen-benthic,/home/shares/ohi/stressors_2021/_dataprep/oxygen/projected
o2-depthmean,ssp245,ssp245,near-term,oxygen-benthic,/home/shares/ohi/stressors_2021/_dataprep/oxygen/projected
o2-depthmean,ssp245,ssp245,medium-term,oxygen-benthic,/home/shares/ohi/stressors_2021/_dataprep/oxygen/projected
o2-depthmean,ssp245,ssp245,long-term,oxygen-benthic,/home/shares/ohi/stressors_2021/_dataprep/oxygen/projected
o2-depthmean,current,ssp370,current,oxygen-benthic,/home/shares/ohi/stressors_2021/_dataprep/oxygen/projected
o2-depthmean,ssp370,ssp370,near-term,oxygen-benthic,/home/shares/ohi/stressors_2021/_dataprep/oxygen/projected
o2-depthmean,ssp370,ssp370,medium-term,oxygen-benthic,/home/shares/ohi/stressors_2021/_dataprep/oxygen/projected
o2-depthmean,ssp370,ssp370,long-term,oxygen-benthic,/home/shares/ohi/stressors_2021/_dataprep/oxygen/projected
o2-depthmean,current,ssp460,current,oxygen-benthic,/home/shares/ohi/stressors_2021/_dataprep/oxygen/projected
o2-depthmean,ssp460,ssp460,near-term,oxygen-benthic,/home/shares/ohi/stressors_2021/_dataprep/oxygen/projected
o2-depthmean,ssp460,ssp460,medium-term,oxygen-benthic,/home/shares/ohi/stressors_2021/_dataprep/oxygen/projected
o2-depthmean,ssp460,ssp460,long-term,oxygen-benthic,/home/shares/ohi/stressors_2021/_dataprep/oxygen/projected
o2-depthmean,current,ssp585,current,oxygen-benthic,/home/shares/ohi/stressors_2021/_dataprep/oxygen/projected
o2-depthmean,ssp585,ssp585,near-term,oxygen-benthic,/home/shares/ohi/stressors_2021/_dataprep/oxygen/projected
o2-depthmean,ssp585,ssp585,medium-term,oxygen-benthic,/home/shares/ohi/stressors_2021/_dataprep/oxygen/projected
o2-depthmean,ssp585,ssp585,long-term,oxygen-benthic,/home/shares/ohi/stressors_2021/_dataprep/oxygen/projected
thetao-depthmean_mean,current,ssp119,current,temperature-benthic,/home/shares/ohi/stressors_2021/_dataprep/T_benthic/projected
thetao-depthmean_mean,ssp119,ssp119,near-term,temperature-benthic,/home/shares/ohi/stressors_2021/_dataprep/T_benthic/projected
thetao-depthmean_mean,ssp119,ssp119,medium-term,temperature-benthic,/home/shares/ohi/stressors_2021/_dataprep/T_benthic/projected
thetao-depthmean_mean,ssp119,ssp119,long-term,temperature-benthic,/home/shares/ohi/stressors_2021/_dataprep/T_benthic/projected
thetao-depthmean_mean,current,ssp126,current,temperature-benthic,/home/shares/ohi/stressors_2021/_dataprep/T_benthic/projected
thetao-depthmean_mean,ssp126,ssp126,near-term,temperature-benthic,/home/shares/ohi/stressors_2021/_dataprep/T_benthic/projected
thetao-depthmean_mean,ssp126,ssp126,medium-term,temperature-benthic,/home/shares/ohi/stressors_2021/_dataprep/T_benthic/projected
thetao-depthmean_mean,ssp126,ssp126,long-term,temperature-benthic,/home/shares/ohi/stressors_2021/_dataprep/T_benthic/projected
thetao-depthmean_mean,current,ssp245,current,temperature-benthic,/home/shares/ohi/stressors_2021/_dataprep/T_benthic/projected
thetao-depthmean_mean,ssp245,ssp245,near-term,temperature-benthic,/home/shares/ohi/stressors_2021/_dataprep/T_benthic/projected
thetao-depthmean_mean,ssp245,ssp245,medium-term,temperature-benthic,/home/shares/ohi/stressors_2021/_dataprep/T_benthic/projected
thetao-depthmean_mean,ssp245,ssp245,long-term,temperature-benthic,/home/shares/ohi/stressors_2021/_dataprep/T_benthic/projected
thetao-depthmean_mean,current,ssp370,current,temperature-benthic,/home/shares/ohi/stressors_2021/_dataprep/T_benthic/projected
thetao-depthmean_mean,ssp370,ssp370,near-term,temperature-benthic,/home/shares/ohi/stressors_2021/_dataprep/T_benthic/projected
thetao-depthmean_mean,ssp370,ssp370,medium-term,temperature-benthic,/home/shares/ohi/stressors_2021/_dataprep/T_benthic/projected
thetao-depthmean_mean,ssp370,ssp370,long-term,temperature-benthic,/home/shares/ohi/stressors_2021/_dataprep/T_benthic/projected
thetao-depthmean_mean,current,ssp460,current,temperature-benthic,/home/shares/ohi/stressors_2021/_dataprep/T_benthic/projected
thetao-depthmean_mean,ssp460,ssp460,near-term,temperature-benthic,/home/shares/ohi/stressors_2021/_dataprep/T_benthic/projected
thetao-depthmean_mean,ssp460,ssp460,medium-term,temperature-benthic,/home/shares/ohi/stressors_2021/_dataprep/T_benthic/projected
thetao-depthmean_mean,ssp460,ssp460,long-term,temperature-benthic,/home/shares/ohi/stressors_2021/_dataprep/T_benthic/projected
thetao-depthmean_mean,current,ssp585,current,temperature-benthic,/home/shares/ohi/stressors_2021/_dataprep/T_benthic/projected
thetao-depthmean_mean,ssp585,ssp585,near-term,temperature-benthic,/home/shares/ohi/stressors_2021/_dataprep/T_benthic/projected
thetao-depthmean_mean,ssp585,ssp585,medium-term,temperature-benthic,/home/shares/ohi/stressors_2021/_dataprep/T_benthic/projected
thetao-depthmean_mean,ssp585,ssp585,long-term,temperature-benthic,/home/shares/ohi/stressors_2021/_dataprep/T_benthic/projected
