stockid,stocklong,total_years,max_year,min_year,year,biomass_MT
AFLONCH,Alfonsino Chile,14,2011,1998,1997,47900
AFLONCH,Alfonsino Chile,14,2011,1998,1998,47900
AFLONCH,Alfonsino Chile,14,2011,1998,1999,47200
AFLONCH,Alfonsino Chile,14,2011,1998,2000,45300
AFLONCH,Alfonsino Chile,14,2011,1998,2001,39400
AFLONCH,Alfonsino Chile,14,2011,1998,2002,33600
AFLONCH,Alfonsino Chile,14,2011,1998,2003,25400
AFLONCH,Alfonsino Chile,14,2011,1998,2004,18400
AFLONCH,Alfonsino Chile,14,2011,1998,2005,16300
AFLONCH,Alfonsino Chile,14,2011,1998,2006,13800
AFLONCH,Alfonsino Chile,14,2011,1998,2007,12500
AFLONCH,Alfonsino Chile,14,2011,1998,2008,12400
AFLONCH,Alfonsino Chile,14,2011,1998,2009,11500
AFLONCH,Alfonsino Chile,14,2011,1998,2010,11400
AFLONCH,Alfonsino Chile,14,2011,1998,2011,11600
AFLONCH,Alfonsino Chile,14,2011,1998,2012,11600
AFLONCH,Alfonsino Chile,14,2011,1998,2013,11600
AFLONCH,Alfonsino Chile,14,2011,1998,2014,11600
AFLONCH,Alfonsino Chile,14,2011,1998,2015,11600
AFLONCH,Alfonsino Chile,14,2011,1998,2016,11600
AFLONCH,Alfonsino Chile,14,2011,1998,2017,11600
AFLONCH,Alfonsino Chile,14,2011,1998,2018,11600
AFLONCH,Alfonsino Chile,14,2011,1998,2019,11600
AFLONCH,Alfonsino Chile,14,2011,1998,2020,11600
ALBAMED,Albacore tuna Mediterranean Sea,25,2019,1995,1995,36063
ALBAMED,Albacore tuna Mediterranean Sea,25,2019,1995,1996,36570
ALBAMED,Albacore tuna Mediterranean Sea,25,2019,1995,1997,34350
ALBAMED,Albacore tuna Mediterranean Sea,25,2019,1995,1998,36762
ALBAMED,Albacore tuna Mediterranean Sea,25,2019,1995,1999,34936
ALBAMED,Albacore tuna Mediterranean Sea,25,2019,1995,2000,36525
ALBAMED,Albacore tuna Mediterranean Sea,25,2019,1995,2001,36154
ALBAMED,Albacore tuna Mediterranean Sea,25,2019,1995,2002,33122
ALBAMED,Albacore tuna Mediterranean Sea,25,2019,1995,2003,30787
ALBAMED,Albacore tuna Mediterranean Sea,25,2019,1995,2004,26811
ALBAMED,Albacore tuna Mediterranean Sea,25,2019,1995,2005,22618
ALBAMED,Albacore tuna Mediterranean Sea,25,2019,1995,2006,20299
ALBAMED,Albacore tuna Mediterranean Sea,25,2019,1995,2007,15964
ALBAMED,Albacore tuna Mediterranean Sea,25,2019,1995,2008,13271
ALBAMED,Albacore tuna Mediterranean Sea,25,2019,1995,2009,15309
ALBAMED,Albacore tuna Mediterranean Sea,25,2019,1995,2010,14616
ALBAMED,Albacore tuna Mediterranean Sea,25,2019,1995,2011,15349
ALBAMED,Albacore tuna Mediterranean Sea,25,2019,1995,2012,12841
ALBAMED,Albacore tuna Mediterranean Sea,25,2019,1995,2013,11156
ALBAMED,Albacore tuna Mediterranean Sea,25,2019,1995,2014,10450
ALBAMED,Albacore tuna Mediterranean Sea,25,2019,1995,2015,8977
ALBAMED,Albacore tuna Mediterranean Sea,25,2019,1995,2016,8420
ALBAMED,Albacore tuna Mediterranean Sea,25,2019,1995,2017,9558
ALBAMED,Albacore tuna Mediterranean Sea,25,2019,1995,2018,11682
ALBAMED,Albacore tuna Mediterranean Sea,25,2019,1995,2019,11292
ALBAMED,Albacore tuna Mediterranean Sea,25,2019,1995,2020,11292
ALBANATL,Albacore tuna Northern Atlantic,21,2015,1995,1995,378000
ALBANATL,Albacore tuna Northern Atlantic,21,2015,1995,1996,384000
ALBANATL,Albacore tuna Northern Atlantic,21,2015,1995,1997,386000
ALBANATL,Albacore tuna Northern Atlantic,21,2015,1995,1998,396000
ALBANATL,Albacore tuna Northern Atlantic,21,2015,1995,1999,410000
ALBANATL,Albacore tuna Northern Atlantic,21,2015,1995,2000,410000
ALBANATL,Albacore tuna Northern Atlantic,21,2015,1995,2001,409000
ALBANATL,Albacore tuna Northern Atlantic,21,2015,1995,2002,425000
ALBANATL,Albacore tuna Northern Atlantic,21,2015,1995,2003,437000
ALBANATL,Albacore tuna Northern Atlantic,21,2015,1995,2004,449000
ALBANATL,Albacore tuna Northern Atlantic,21,2015,1995,2005,463000
ALBANATL,Albacore tuna Northern Atlantic,21,2015,1995,2006,461000
ALBANATL,Albacore tuna Northern Atlantic,21,2015,1995,2007,461000
ALBANATL,Albacore tuna Northern Atlantic,21,2015,1995,2008,475000
ALBANATL,Albacore tuna Northern Atlantic,21,2015,1995,2009,497000
ALBANATL,Albacore tuna Northern Atlantic,21,2015,1995,2010,515000
ALBANATL,Albacore tuna Northern Atlantic,21,2015,1995,2011,529000
ALBANATL,Albacore tuna Northern Atlantic,21,2015,1995,2012,543000
ALBANATL,Albacore tuna Northern Atlantic,21,2015,1995,2013,549000
ALBANATL,Albacore tuna Northern Atlantic,21,2015,1995,2014,559000
ALBANATL,Albacore tuna Northern Atlantic,21,2015,1995,2015,569000
ALBANATL,Albacore tuna Northern Atlantic,21,2015,1995,2016,569000
ALBANATL,Albacore tuna Northern Atlantic,21,2015,1995,2017,569000
ALBANATL,Albacore tuna Northern Atlantic,21,2015,1995,2018,569000
ALBANATL,Albacore tuna Northern Atlantic,21,2015,1995,2019,569000
ALBANATL,Albacore tuna Northern Atlantic,21,2015,1995,2020,569000
ALBANPAC,Albacore tuna North Pacific Ocean,24,2018,1995,1995,916529
ALBANPAC,Albacore tuna North Pacific Ocean,24,2018,1995,1996,905067
ALBANPAC,Albacore tuna North Pacific Ocean,24,2018,1995,1997,863514
ALBANPAC,Albacore tuna North Pacific Ocean,24,2018,1995,1998,796695
ALBANPAC,Albacore tuna North Pacific Ocean,24,2018,1995,1999,743767
ALBANPAC,Albacore tuna North Pacific Ocean,24,2018,1995,2000,717837
ALBANPAC,Albacore tuna North Pacific Ocean,24,2018,1995,2001,739902
ALBANPAC,Albacore tuna North Pacific Ocean,24,2018,1995,2002,745274
ALBANPAC,Albacore tuna North Pacific Ocean,24,2018,1995,2003,709236
ALBANPAC,Albacore tuna North Pacific Ocean,24,2018,1995,2004,686419
ALBANPAC,Albacore tuna North Pacific Ocean,24,2018,1995,2005,712443
ALBANPAC,Albacore tuna North Pacific Ocean,24,2018,1995,2006,763458
ALBANPAC,Albacore tuna North Pacific Ocean,24,2018,1995,2007,781779
ALBANPAC,Albacore tuna North Pacific Ocean,24,2018,1995,2008,749531
ALBANPAC,Albacore tuna North Pacific Ocean,24,2018,1995,2009,750445
ALBANPAC,Albacore tuna North Pacific Ocean,24,2018,1995,2010,737662
ALBANPAC,Albacore tuna North Pacific Ocean,24,2018,1995,2011,742227
ALBANPAC,Albacore tuna North Pacific Ocean,24,2018,1995,2012,723446
ALBANPAC,Albacore tuna North Pacific Ocean,24,2018,1995,2013,675066
ALBANPAC,Albacore tuna North Pacific Ocean,24,2018,1995,2014,660993
ALBANPAC,Albacore tuna North Pacific Ocean,24,2018,1995,2015,646243
ALBANPAC,Albacore tuna North Pacific Ocean,24,2018,1995,2016,617363
ALBANPAC,Albacore tuna North Pacific Ocean,24,2018,1995,2017,617985
ALBANPAC,Albacore tuna North Pacific Ocean,24,2018,1995,2018,641391
ALBANPAC,Albacore tuna North Pacific Ocean,24,2018,1995,2019,641391
ALBANPAC,Albacore tuna North Pacific Ocean,24,2018,1995,2020,641391
ALBASATL,Albacore tuna South Atlantic,20,2014,1995,1995,129500
ALBASATL,Albacore tuna South Atlantic,20,2014,1995,1996,128800
ALBASATL,Albacore tuna South Atlantic,20,2014,1995,1997,126450
ALBASATL,Albacore tuna South Atlantic,20,2014,1995,1998,124850
ALBASATL,Albacore tuna South Atlantic,20,2014,1995,1999,120900
ALBASATL,Albacore tuna South Atlantic,20,2014,1995,2000,119450
ALBASATL,Albacore tuna South Atlantic,20,2014,1995,2001,114600
ALBASATL,Albacore tuna South Atlantic,20,2014,1995,2002,101850
ALBASATL,Albacore tuna South Atlantic,20,2014,1995,2003,95800
ALBASATL,Albacore tuna South Atlantic,20,2014,1995,2004,93350
ALBASATL,Albacore tuna South Atlantic,20,2014,1995,2005,96050
ALBASATL,Albacore tuna South Atlantic,20,2014,1995,2006,102750
ALBASATL,Albacore tuna South Atlantic,20,2014,1995,2007,103900
ALBASATL,Albacore tuna South Atlantic,20,2014,1995,2008,109750
ALBASATL,Albacore tuna South Atlantic,20,2014,1995,2009,117000
ALBASATL,Albacore tuna South Atlantic,20,2014,1995,2010,121150
ALBASATL,Albacore tuna South Atlantic,20,2014,1995,2011,128500
ALBASATL,Albacore tuna South Atlantic,20,2014,1995,2012,130500
ALBASATL,Albacore tuna South Atlantic,20,2014,1995,2013,131500
ALBASATL,Albacore tuna South Atlantic,20,2014,1995,2014,139000
ALBASATL,Albacore tuna South Atlantic,20,2014,1995,2015,139000
ALBASATL,Albacore tuna South Atlantic,20,2014,1995,2016,139000
ALBASATL,Albacore tuna South Atlantic,20,2014,1995,2017,139000
ALBASATL,Albacore tuna South Atlantic,20,2014,1995,2018,139000
ALBASATL,Albacore tuna South Atlantic,20,2014,1995,2019,139000
ALBASATL,Albacore tuna South Atlantic,20,2014,1995,2020,139000
ALPLAICBSAI,Alaska plaice Bering Sea and Aleutian Islands,20,2014,1995,1995,594000
ALPLAICBSAI,Alaska plaice Bering Sea and Aleutian Islands,20,2014,1995,1996,590000
ALPLAICBSAI,Alaska plaice Bering Sea and Aleutian Islands,20,2014,1995,1997,586000
ALPLAICBSAI,Alaska plaice Bering Sea and Aleutian Islands,20,2014,1995,1998,574000
ALPLAICBSAI,Alaska plaice Bering Sea and Aleutian Islands,20,2014,1995,1999,567000
ALPLAICBSAI,Alaska plaice Bering Sea and Aleutian Islands,20,2014,1995,2000,558000
ALPLAICBSAI,Alaska plaice Bering Sea and Aleutian Islands,20,2014,1995,2001,548000
ALPLAICBSAI,Alaska plaice Bering Sea and Aleutian Islands,20,2014,1995,2002,543000
ALPLAICBSAI,Alaska plaice Bering Sea and Aleutian Islands,20,2014,1995,2003,536000
ALPLAICBSAI,Alaska plaice Bering Sea and Aleutian Islands,20,2014,1995,2004,537000
ALPLAICBSAI,Alaska plaice Bering Sea and Aleutian Islands,20,2014,1995,2005,548000
ALPLAICBSAI,Alaska plaice Bering Sea and Aleutian Islands,20,2014,1995,2006,555000
ALPLAICBSAI,Alaska plaice Bering Sea and Aleutian Islands,20,2014,1995,2007,558000
ALPLAICBSAI,Alaska plaice Bering Sea and Aleutian Islands,20,2014,1995,2008,559000
ALPLAICBSAI,Alaska plaice Bering Sea and Aleutian Islands,20,2014,1995,2009,557000
ALPLAICBSAI,Alaska plaice Bering Sea and Aleutian Islands,20,2014,1995,2010,554000
ALPLAICBSAI,Alaska plaice Bering Sea and Aleutian Islands,20,2014,1995,2011,544000
ALPLAICBSAI,Alaska plaice Bering Sea and Aleutian Islands,20,2014,1995,2012,523000
ALPLAICBSAI,Alaska plaice Bering Sea and Aleutian Islands,20,2014,1995,2013,505000
ALPLAICBSAI,Alaska plaice Bering Sea and Aleutian Islands,20,2014,1995,2014,485000
ALPLAICBSAI,Alaska plaice Bering Sea and Aleutian Islands,20,2014,1995,2015,485000
ALPLAICBSAI,Alaska plaice Bering Sea and Aleutian Islands,20,2014,1995,2016,485000
ALPLAICBSAI,Alaska plaice Bering Sea and Aleutian Islands,20,2014,1995,2017,485000
ALPLAICBSAI,Alaska plaice Bering Sea and Aleutian Islands,20,2014,1995,2018,485000
ALPLAICBSAI,Alaska plaice Bering Sea and Aleutian Islands,20,2014,1995,2019,485000
ALPLAICBSAI,Alaska plaice Bering Sea and Aleutian Islands,20,2014,1995,2020,485000
ALSKABSAI,Alaska skate Bering Sea and Aleutian Islands,20,2014,1995,1995,520000
ALSKABSAI,Alaska skate Bering Sea and Aleutian Islands,20,2014,1995,1996,516000
ALSKABSAI,Alaska skate Bering Sea and Aleutian Islands,20,2014,1995,1997,513000
ALSKABSAI,Alaska skate Bering Sea and Aleutian Islands,20,2014,1995,1998,506000
ALSKABSAI,Alaska skate Bering Sea and Aleutian Islands,20,2014,1995,1999,500000
ALSKABSAI,Alaska skate Bering Sea and Aleutian Islands,20,2014,1995,2000,501000
ALSKABSAI,Alaska skate Bering Sea and Aleutian Islands,20,2014,1995,2001,500000
ALSKABSAI,Alaska skate Bering Sea and Aleutian Islands,20,2014,1995,2002,501000
ALSKABSAI,Alaska skate Bering Sea and Aleutian Islands,20,2014,1995,2003,501000
ALSKABSAI,Alaska skate Bering Sea and Aleutian Islands,20,2014,1995,2004,506000
ALSKABSAI,Alaska skate Bering Sea and Aleutian Islands,20,2014,1995,2005,509000
ALSKABSAI,Alaska skate Bering Sea and Aleutian Islands,20,2014,1995,2006,512000
ALSKABSAI,Alaska skate Bering Sea and Aleutian Islands,20,2014,1995,2007,518000
ALSKABSAI,Alaska skate Bering Sea and Aleutian Islands,20,2014,1995,2008,525000
ALSKABSAI,Alaska skate Bering Sea and Aleutian Islands,20,2014,1995,2009,530000
ALSKABSAI,Alaska skate Bering Sea and Aleutian Islands,20,2014,1995,2010,535000
ALSKABSAI,Alaska skate Bering Sea and Aleutian Islands,20,2014,1995,2011,541000
ALSKABSAI,Alaska skate Bering Sea and Aleutian Islands,20,2014,1995,2012,539000
ALSKABSAI,Alaska skate Bering Sea and Aleutian Islands,20,2014,1995,2013,532000
ALSKABSAI,Alaska skate Bering Sea and Aleutian Islands,20,2014,1995,2014,519000
ALSKABSAI,Alaska skate Bering Sea and Aleutian Islands,20,2014,1995,2015,519000
ALSKABSAI,Alaska skate Bering Sea and Aleutian Islands,20,2014,1995,2016,519000
ALSKABSAI,Alaska skate Bering Sea and Aleutian Islands,20,2014,1995,2017,519000
ALSKABSAI,Alaska skate Bering Sea and Aleutian Islands,20,2014,1995,2018,519000
ALSKABSAI,Alaska skate Bering Sea and Aleutian Islands,20,2014,1995,2019,519000
ALSKABSAI,Alaska skate Bering Sea and Aleutian Islands,20,2014,1995,2020,519000
AMPL23K,American plaice Labrador - NE Newfoundland,17,2011,1995,1995,13400
AMPL23K,American plaice Labrador - NE Newfoundland,17,2011,1995,1996,17300
AMPL23K,American plaice Labrador - NE Newfoundland,17,2011,1995,1997,17600
AMPL23K,American plaice Labrador - NE Newfoundland,17,2011,1995,1998,19500
AMPL23K,American plaice Labrador - NE Newfoundland,17,2011,1995,1999,17700
AMPL23K,American plaice Labrador - NE Newfoundland,17,2011,1995,2000,14500
AMPL23K,American plaice Labrador - NE Newfoundland,17,2011,1995,2001,12800
AMPL23K,American plaice Labrador - NE Newfoundland,17,2011,1995,2002,6800
AMPL23K,American plaice Labrador - NE Newfoundland,17,2011,1995,2003,8000
AMPL23K,American plaice Labrador - NE Newfoundland,17,2011,1995,2004,11300
AMPL23K,American plaice Labrador - NE Newfoundland,17,2011,1995,2005,11500
AMPL23K,American plaice Labrador - NE Newfoundland,17,2011,1995,2006,21700
AMPL23K,American plaice Labrador - NE Newfoundland,17,2011,1995,2007,31600
AMPL23K,American plaice Labrador - NE Newfoundland,17,2011,1995,2008,24700
AMPL23K,American plaice Labrador - NE Newfoundland,17,2011,1995,2009,25900
AMPL23K,American plaice Labrador - NE Newfoundland,17,2011,1995,2010,23300
AMPL23K,American plaice Labrador - NE Newfoundland,17,2011,1995,2011,29000
AMPL23K,American plaice Labrador - NE Newfoundland,17,2011,1995,2012,29000
AMPL23K,American plaice Labrador - NE Newfoundland,17,2011,1995,2013,29000
AMPL23K,American plaice Labrador - NE Newfoundland,17,2011,1995,2014,29000
AMPL23K,American plaice Labrador - NE Newfoundland,17,2011,1995,2015,29000
AMPL23K,American plaice Labrador - NE Newfoundland,17,2011,1995,2016,29000
AMPL23K,American plaice Labrador - NE Newfoundland,17,2011,1995,2017,29000
AMPL23K,American plaice Labrador - NE Newfoundland,17,2011,1995,2018,29000
AMPL23K,American plaice Labrador - NE Newfoundland,17,2011,1995,2019,29000
AMPL23K,American plaice Labrador - NE Newfoundland,17,2011,1995,2020,29000
ANCHMEDGSA17-18,"Anchovy Adriatic Sea (GSA 17,18)",21,2015,1995,1995,581000
ANCHMEDGSA17-18,"Anchovy Adriatic Sea (GSA 17,18)",21,2015,1995,1996,569000
ANCHMEDGSA17-18,"Anchovy Adriatic Sea (GSA 17,18)",21,2015,1995,1997,626000
ANCHMEDGSA17-18,"Anchovy Adriatic Sea (GSA 17,18)",21,2015,1995,1998,643000
ANCHMEDGSA17-18,"Anchovy Adriatic Sea (GSA 17,18)",21,2015,1995,1999,674000
ANCHMEDGSA17-18,"Anchovy Adriatic Sea (GSA 17,18)",21,2015,1995,2000,606000
ANCHMEDGSA17-18,"Anchovy Adriatic Sea (GSA 17,18)",21,2015,1995,2001,618000
ANCHMEDGSA17-18,"Anchovy Adriatic Sea (GSA 17,18)",21,2015,1995,2002,810000
ANCHMEDGSA17-18,"Anchovy Adriatic Sea (GSA 17,18)",21,2015,1995,2003,1210000
ANCHMEDGSA17-18,"Anchovy Adriatic Sea (GSA 17,18)",21,2015,1995,2004,1780000
ANCHMEDGSA17-18,"Anchovy Adriatic Sea (GSA 17,18)",21,2015,1995,2005,1590000
ANCHMEDGSA17-18,"Anchovy Adriatic Sea (GSA 17,18)",21,2015,1995,2006,1210000
ANCHMEDGSA17-18,"Anchovy Adriatic Sea (GSA 17,18)",21,2015,1995,2007,984000
ANCHMEDGSA17-18,"Anchovy Adriatic Sea (GSA 17,18)",21,2015,1995,2008,1040000
ANCHMEDGSA17-18,"Anchovy Adriatic Sea (GSA 17,18)",21,2015,1995,2009,1020000
ANCHMEDGSA17-18,"Anchovy Adriatic Sea (GSA 17,18)",21,2015,1995,2010,850000
ANCHMEDGSA17-18,"Anchovy Adriatic Sea (GSA 17,18)",21,2015,1995,2011,815000
ANCHMEDGSA17-18,"Anchovy Adriatic Sea (GSA 17,18)",21,2015,1995,2012,794000
ANCHMEDGSA17-18,"Anchovy Adriatic Sea (GSA 17,18)",21,2015,1995,2013,680000
ANCHMEDGSA17-18,"Anchovy Adriatic Sea (GSA 17,18)",21,2015,1995,2014,570000
ANCHMEDGSA17-18,"Anchovy Adriatic Sea (GSA 17,18)",21,2015,1995,2015,349000
ANCHMEDGSA17-18,"Anchovy Adriatic Sea (GSA 17,18)",21,2015,1995,2016,349000
ANCHMEDGSA17-18,"Anchovy Adriatic Sea (GSA 17,18)",21,2015,1995,2017,349000
ANCHMEDGSA17-18,"Anchovy Adriatic Sea (GSA 17,18)",21,2015,1995,2018,349000
ANCHMEDGSA17-18,"Anchovy Adriatic Sea (GSA 17,18)",21,2015,1995,2019,349000
ANCHMEDGSA17-18,"Anchovy Adriatic Sea (GSA 17,18)",21,2015,1995,2020,349000
ANCHMEDGSA6,Anchovy Northern Spain,26,2020,1995,1995,21876.5
ANCHMEDGSA6,Anchovy Northern Spain,26,2020,1995,1996,17651.39
ANCHMEDGSA6,Anchovy Northern Spain,26,2020,1995,1997,15648.58
ANCHMEDGSA6,Anchovy Northern Spain,26,2020,1995,1998,13336.17
ANCHMEDGSA6,Anchovy Northern Spain,26,2020,1995,1999,13369.72
ANCHMEDGSA6,Anchovy Northern Spain,26,2020,1995,2000,14964.9
ANCHMEDGSA6,Anchovy Northern Spain,26,2020,1995,2001,19669.79
ANCHMEDGSA6,Anchovy Northern Spain,26,2020,1995,2002,18531.05
ANCHMEDGSA6,Anchovy Northern Spain,26,2020,1995,2003,14643.02
ANCHMEDGSA6,Anchovy Northern Spain,26,2020,1995,2004,12729.19
ANCHMEDGSA6,Anchovy Northern Spain,26,2020,1995,2005,9685.48
ANCHMEDGSA6,Anchovy Northern Spain,26,2020,1995,2006,8211.4
ANCHMEDGSA6,Anchovy Northern Spain,26,2020,1995,2007,10015.26
ANCHMEDGSA6,Anchovy Northern Spain,26,2020,1995,2008,20502.49
ANCHMEDGSA6,Anchovy Northern Spain,26,2020,1995,2009,32280.8
ANCHMEDGSA6,Anchovy Northern Spain,26,2020,1995,2010,30398.35
ANCHMEDGSA6,Anchovy Northern Spain,26,2020,1995,2011,37718.29
ANCHMEDGSA6,Anchovy Northern Spain,26,2020,1995,2012,56739.01
ANCHMEDGSA6,Anchovy Northern Spain,26,2020,1995,2013,66196.99
ANCHMEDGSA6,Anchovy Northern Spain,26,2020,1995,2014,74957.03
ANCHMEDGSA6,Anchovy Northern Spain,26,2020,1995,2015,80227.13
ANCHMEDGSA6,Anchovy Northern Spain,26,2020,1995,2016,81693.8
ANCHMEDGSA6,Anchovy Northern Spain,26,2020,1995,2017,89055.37
ANCHMEDGSA6,Anchovy Northern Spain,26,2020,1995,2018,86554.63
ANCHMEDGSA6,Anchovy Northern Spain,26,2020,1995,2019,71111.54
ANCHMEDGSA6,Anchovy Northern Spain,26,2020,1995,2020,62677.65
ANCHMEDGSA7,Anchovy Gulf of Lions,26,2020,1995,1995,30815.80006
ANCHMEDGSA7,Anchovy Gulf of Lions,26,2020,1995,1996,34605.18864
ANCHMEDGSA7,Anchovy Gulf of Lions,26,2020,1995,1997,42125.04678
ANCHMEDGSA7,Anchovy Gulf of Lions,26,2020,1995,1998,56357.18846
ANCHMEDGSA7,Anchovy Gulf of Lions,26,2020,1995,1999,79539.89541
ANCHMEDGSA7,Anchovy Gulf of Lions,26,2020,1995,2000,69902.15523
ANCHMEDGSA7,Anchovy Gulf of Lions,26,2020,1995,2001,99799.70741
ANCHMEDGSA7,Anchovy Gulf of Lions,26,2020,1995,2002,57341.52009
ANCHMEDGSA7,Anchovy Gulf of Lions,26,2020,1995,2003,30546.18157
ANCHMEDGSA7,Anchovy Gulf of Lions,26,2020,1995,2004,26877.1927
ANCHMEDGSA7,Anchovy Gulf of Lions,26,2020,1995,2005,15001.17078
ANCHMEDGSA7,Anchovy Gulf of Lions,26,2020,1995,2006,27743.68632
ANCHMEDGSA7,Anchovy Gulf of Lions,26,2020,1995,2007,15121.57048
ANCHMEDGSA7,Anchovy Gulf of Lions,26,2020,1995,2008,24133.61645
ANCHMEDGSA7,Anchovy Gulf of Lions,26,2020,1995,2009,30904.81899
ANCHMEDGSA7,Anchovy Gulf of Lions,26,2020,1995,2010,25743.64229
ANCHMEDGSA7,Anchovy Gulf of Lions,26,2020,1995,2011,28040.84304
ANCHMEDGSA7,Anchovy Gulf of Lions,26,2020,1995,2012,39288.60906
ANCHMEDGSA7,Anchovy Gulf of Lions,26,2020,1995,2013,22192.49143
ANCHMEDGSA7,Anchovy Gulf of Lions,26,2020,1995,2014,32696.72523
ANCHMEDGSA7,Anchovy Gulf of Lions,26,2020,1995,2015,42452.30343
ANCHMEDGSA7,Anchovy Gulf of Lions,26,2020,1995,2016,26102.27971
ANCHMEDGSA7,Anchovy Gulf of Lions,26,2020,1995,2017,58235.55193
ANCHMEDGSA7,Anchovy Gulf of Lions,26,2020,1995,2018,36662.87082
ANCHMEDGSA7,Anchovy Gulf of Lions,26,2020,1995,2019,38216.53935
ANCHMEDGSA7,Anchovy Gulf of Lions,26,2020,1995,2020,18136.04606
ANCHOBAYB,Anchovy Bay of Biscay,20,2014,1995,1995,42500
ANCHOBAYB,Anchovy Bay of Biscay,20,2014,1995,1996,48200
ANCHOBAYB,Anchovy Bay of Biscay,20,2014,1995,1997,46400
ANCHOBAYB,Anchovy Bay of Biscay,20,2014,1995,1998,96900
ANCHOBAYB,Anchovy Bay of Biscay,20,2014,1995,1999,70500
ANCHOBAYB,Anchovy Bay of Biscay,20,2014,1995,2000,94600
ANCHOBAYB,Anchovy Bay of Biscay,20,2014,1995,2001,91500
ANCHOBAYB,Anchovy Bay of Biscay,20,2014,1995,2002,38800
ANCHOBAYB,Anchovy Bay of Biscay,20,2014,1995,2003,27500
ANCHOBAYB,Anchovy Bay of Biscay,20,2014,1995,2004,30900
ANCHOBAYB,Anchovy Bay of Biscay,20,2014,1995,2005,14500
ANCHOBAYB,Anchovy Bay of Biscay,20,2014,1995,2006,21600
ANCHOBAYB,Anchovy Bay of Biscay,20,2014,1995,2007,32000
ANCHOBAYB,Anchovy Bay of Biscay,20,2014,1995,2008,25100
ANCHOBAYB,Anchovy Bay of Biscay,20,2014,1995,2009,20800
ANCHOBAYB,Anchovy Bay of Biscay,20,2014,1995,2010,49000
ANCHOBAYB,Anchovy Bay of Biscay,20,2014,1995,2011,117000
ANCHOBAYB,Anchovy Bay of Biscay,20,2014,1995,2012,94400
ANCHOBAYB,Anchovy Bay of Biscay,20,2014,1995,2013,63500
ANCHOBAYB,Anchovy Bay of Biscay,20,2014,1995,2014,66200
ANCHOBAYB,Anchovy Bay of Biscay,20,2014,1995,2015,66200
ANCHOBAYB,Anchovy Bay of Biscay,20,2014,1995,2016,66200
ANCHOBAYB,Anchovy Bay of Biscay,20,2014,1995,2017,66200
ANCHOBAYB,Anchovy Bay of Biscay,20,2014,1995,2018,66200
ANCHOBAYB,Anchovy Bay of Biscay,20,2014,1995,2019,66200
ANCHOBAYB,Anchovy Bay of Biscay,20,2014,1995,2020,66200
ANCHONWA,Anchovy North West Africa,11,2010,2000,1995,352000
ANCHONWA,Anchovy North West Africa,11,2010,2000,1996,352000
ANCHONWA,Anchovy North West Africa,11,2010,2000,1997,352000
ANCHONWA,Anchovy North West Africa,11,2010,2000,1998,352000
ANCHONWA,Anchovy North West Africa,11,2010,2000,1999,352000
