stockid,stocklong,total_years,max_year,min_year,year,biomass_MT
BSBASSMATLC,Black sea bass Mid-Atlantic Coast,21,2015,1995,2011,8123.842
BSBASSMATLC,Black sea bass Mid-Atlantic Coast,21,2015,1995,2012,9142.469
BSBASSMATLC,Black sea bass Mid-Atlantic Coast,21,2015,1995,2013,10518.737
BSBASSMATLC,Black sea bass Mid-Atlantic Coast,21,2015,1995,2014,13350.415
BSBASSMATLC,Black sea bass Mid-Atlantic Coast,21,2015,1995,2015,16850.26
BSBASSMATLC,Black sea bass Mid-Atlantic Coast,21,2015,1995,2016,16850.26
BSBASSMATLC,Black sea bass Mid-Atlantic Coast,21,2015,1995,2017,16850.26
BSBASSMATLC,Black sea bass Mid-Atlantic Coast,21,2015,1995,2018,16850.26
BSBASSMATLC,Black sea bass Mid-Atlantic Coast,21,2015,1995,2019,16850.26
BSBASSMATLC,Black sea bass Mid-Atlantic Coast,21,2015,1995,2020,16850.26
BSBASSSATL,Black sea bass South Atlantic,16,2010,1995,1995,3280
BSBASSSATL,Black sea bass South Atlantic,16,2010,1995,1996,3300
BSBASSSATL,Black sea bass South Atlantic,16,2010,1995,1997,3170
BSBASSSATL,Black sea bass South Atlantic,16,2010,1995,1998,3060
BSBASSSATL,Black sea bass South Atlantic,16,2010,1995,1999,2930
BSBASSSATL,Black sea bass South Atlantic,16,2010,1995,2000,2990
BSBASSSATL,Black sea bass South Atlantic,16,2010,1995,2001,3480
BSBASSSATL,Black sea bass South Atlantic,16,2010,1995,2002,3530
BSBASSSATL,Black sea bass South Atlantic,16,2010,1995,2003,3800
BSBASSSATL,Black sea bass South Atlantic,16,2010,1995,2004,3750
BSBASSSATL,Black sea bass South Atlantic,16,2010,1995,2005,3270
BSBASSSATL,Black sea bass South Atlantic,16,2010,1995,2006,3260
BSBASSSATL,Black sea bass South Atlantic,16,2010,1995,2007,3280
BSBASSSATL,Black sea bass South Atlantic,16,2010,1995,2008,3400
BSBASSSATL,Black sea bass South Atlantic,16,2010,1995,2009,3610
BSBASSSATL,Black sea bass South Atlantic,16,2010,1995,2010,3800
BSBASSSATL,Black sea bass South Atlantic,16,2010,1995,2011,3800
BSBASSSATL,Black sea bass South Atlantic,16,2010,1995,2012,3800
BSBASSSATL,Black sea bass South Atlantic,16,2010,1995,2013,3800
BSBASSSATL,Black sea bass South Atlantic,16,2010,1995,2014,3800
BSBASSSATL,Black sea bass South Atlantic,16,2010,1995,2015,3800
BSBASSSATL,Black sea bass South Atlantic,16,2010,1995,2016,3800
BSBASSSATL,Black sea bass South Atlantic,16,2010,1995,2017,3800
BSBASSSATL,Black sea bass South Atlantic,16,2010,1995,2018,3800
BSBASSSATL,Black sea bass South Atlantic,16,2010,1995,2019,3800
BSBASSSATL,Black sea bass South Atlantic,16,2010,1995,2020,3800
BSQLOBSTERCSCH,Yellow squat lobster Central-Southern Chile,21,2015,1995,1995,46900
BSQLOBSTERCSCH,Yellow squat lobster Central-Southern Chile,21,2015,1995,1996,40500
BSQLOBSTERCSCH,Yellow squat lobster Central-Southern Chile,21,2015,1995,1997,35800
BSQLOBSTERCSCH,Yellow squat lobster Central-Southern Chile,21,2015,1995,1998,27200
BSQLOBSTERCSCH,Yellow squat lobster Central-Southern Chile,21,2015,1995,1999,23900
BSQLOBSTERCSCH,Yellow squat lobster Central-Southern Chile,21,2015,1995,2000,33200
BSQLOBSTERCSCH,Yellow squat lobster Central-Southern Chile,21,2015,1995,2001,40800
BSQLOBSTERCSCH,Yellow squat lobster Central-Southern Chile,21,2015,1995,2002,50400
BSQLOBSTERCSCH,Yellow squat lobster Central-Southern Chile,21,2015,1995,2003,57300
BSQLOBSTERCSCH,Yellow squat lobster Central-Southern Chile,21,2015,1995,2004,61800
BSQLOBSTERCSCH,Yellow squat lobster Central-Southern Chile,21,2015,1995,2005,65000
BSQLOBSTERCSCH,Yellow squat lobster Central-Southern Chile,21,2015,1995,2006,65000
BSQLOBSTERCSCH,Yellow squat lobster Central-Southern Chile,21,2015,1995,2007,61800
BSQLOBSTERCSCH,Yellow squat lobster Central-Southern Chile,21,2015,1995,2008,59300
BSQLOBSTERCSCH,Yellow squat lobster Central-Southern Chile,21,2015,1995,2009,53600
BSQLOBSTERCSCH,Yellow squat lobster Central-Southern Chile,21,2015,1995,2010,47000
BSQLOBSTERCSCH,Yellow squat lobster Central-Southern Chile,21,2015,1995,2011,39800
BSQLOBSTERCSCH,Yellow squat lobster Central-Southern Chile,21,2015,1995,2012,33300
BSQLOBSTERCSCH,Yellow squat lobster Central-Southern Chile,21,2015,1995,2013,28100
BSQLOBSTERCSCH,Yellow squat lobster Central-Southern Chile,21,2015,1995,2014,24700
BSQLOBSTERCSCH,Yellow squat lobster Central-Southern Chile,21,2015,1995,2015,23300
BSQLOBSTERCSCH,Yellow squat lobster Central-Southern Chile,21,2015,1995,2016,23300
BSQLOBSTERCSCH,Yellow squat lobster Central-Southern Chile,21,2015,1995,2017,23300
BSQLOBSTERCSCH,Yellow squat lobster Central-Southern Chile,21,2015,1995,2018,23300
BSQLOBSTERCSCH,Yellow squat lobster Central-Southern Chile,21,2015,1995,2019,23300
BSQLOBSTERCSCH,Yellow squat lobster Central-Southern Chile,21,2015,1995,2020,23300
BSQLOBSTERNCH,Yellow squat lobster Northern Chile,21,2015,1995,1995,16900
BSQLOBSTERNCH,Yellow squat lobster Northern Chile,21,2015,1995,1996,16200
BSQLOBSTERNCH,Yellow squat lobster Northern Chile,21,2015,1995,1997,14600
BSQLOBSTERNCH,Yellow squat lobster Northern Chile,21,2015,1995,1998,14200
BSQLOBSTERNCH,Yellow squat lobster Northern Chile,21,2015,1995,1999,13200
BSQLOBSTERNCH,Yellow squat lobster Northern Chile,21,2015,1995,2000,10700
BSQLOBSTERNCH,Yellow squat lobster Northern Chile,21,2015,1995,2001,10000
BSQLOBSTERNCH,Yellow squat lobster Northern Chile,21,2015,1995,2002,10400
BSQLOBSTERNCH,Yellow squat lobster Northern Chile,21,2015,1995,2003,12700
BSQLOBSTERNCH,Yellow squat lobster Northern Chile,21,2015,1995,2004,14300
BSQLOBSTERNCH,Yellow squat lobster Northern Chile,21,2015,1995,2005,16700
BSQLOBSTERNCH,Yellow squat lobster Northern Chile,21,2015,1995,2006,18600
BSQLOBSTERNCH,Yellow squat lobster Northern Chile,21,2015,1995,2007,20100
BSQLOBSTERNCH,Yellow squat lobster Northern Chile,21,2015,1995,2008,22900
BSQLOBSTERNCH,Yellow squat lobster Northern Chile,21,2015,1995,2009,23400
BSQLOBSTERNCH,Yellow squat lobster Northern Chile,21,2015,1995,2010,24100
BSQLOBSTERNCH,Yellow squat lobster Northern Chile,21,2015,1995,2011,23900
BSQLOBSTERNCH,Yellow squat lobster Northern Chile,21,2015,1995,2012,22800
BSQLOBSTERNCH,Yellow squat lobster Northern Chile,21,2015,1995,2013,21200
BSQLOBSTERNCH,Yellow squat lobster Northern Chile,21,2015,1995,2014,20200
BSQLOBSTERNCH,Yellow squat lobster Northern Chile,21,2015,1995,2015,19100
BSQLOBSTERNCH,Yellow squat lobster Northern Chile,21,2015,1995,2016,19100
BSQLOBSTERNCH,Yellow squat lobster Northern Chile,21,2015,1995,2017,19100
BSQLOBSTERNCH,Yellow squat lobster Northern Chile,21,2015,1995,2018,19100
BSQLOBSTERNCH,Yellow squat lobster Northern Chile,21,2015,1995,2019,19100
BSQLOBSTERNCH,Yellow squat lobster Northern Chile,21,2015,1995,2020,19100
BWHITNEA,Blue whiting Northeast Atlantic,26,2020,1995,1995,3359104
BWHITNEA,Blue whiting Northeast Atlantic,26,2020,1995,1996,3715742
BWHITNEA,Blue whiting Northeast Atlantic,26,2020,1995,1997,5388585
BWHITNEA,Blue whiting Northeast Atlantic,26,2020,1995,1998,6757753
BWHITNEA,Blue whiting Northeast Atlantic,26,2020,1995,1999,7158771
BWHITNEA,Blue whiting Northeast Atlantic,26,2020,1995,2000,7437292
BWHITNEA,Blue whiting Northeast Atlantic,26,2020,1995,2001,8969231
BWHITNEA,Blue whiting Northeast Atlantic,26,2020,1995,2002,10363526
BWHITNEA,Blue whiting Northeast Atlantic,26,2020,1995,2003,11842067
BWHITNEA,Blue whiting Northeast Atlantic,26,2020,1995,2004,10443214
BWHITNEA,Blue whiting Northeast Atlantic,26,2020,1995,2005,8616632
BWHITNEA,Blue whiting Northeast Atlantic,26,2020,1995,2006,7801807
BWHITNEA,Blue whiting Northeast Atlantic,26,2020,1995,2007,5753500
BWHITNEA,Blue whiting Northeast Atlantic,26,2020,1995,2008,4441932
BWHITNEA,Blue whiting Northeast Atlantic,26,2020,1995,2009,3498267
BWHITNEA,Blue whiting Northeast Atlantic,26,2020,1995,2010,3799359
BWHITNEA,Blue whiting Northeast Atlantic,26,2020,1995,2011,4505291
BWHITNEA,Blue whiting Northeast Atlantic,26,2020,1995,2012,5176218
BWHITNEA,Blue whiting Northeast Atlantic,26,2020,1995,2013,5678694
BWHITNEA,Blue whiting Northeast Atlantic,26,2020,1995,2014,6714472
BWHITNEA,Blue whiting Northeast Atlantic,26,2020,1995,2015,8267016
BWHITNEA,Blue whiting Northeast Atlantic,26,2020,1995,2016,9341505
BWHITNEA,Blue whiting Northeast Atlantic,26,2020,1995,2017,9153979
BWHITNEA,Blue whiting Northeast Atlantic,26,2020,1995,2018,8213238
BWHITNEA,Blue whiting Northeast Atlantic,26,2020,1995,2019,6887458
BWHITNEA,Blue whiting Northeast Atlantic,26,2020,1995,2020,5700362
CALSCORPSCAL,California scorpionfish Southern California,23,2017,1995,1995,2651.25
CALSCORPSCAL,California scorpionfish Southern California,23,2017,1995,1996,2804.63
CALSCORPSCAL,California scorpionfish Southern California,23,2017,1995,1997,2957.22
CALSCORPSCAL,California scorpionfish Southern California,23,2017,1995,1998,3052.82
CALSCORPSCAL,California scorpionfish Southern California,23,2017,1995,1999,3106.28
CALSCORPSCAL,California scorpionfish Southern California,23,2017,1995,2000,3086.88
CALSCORPSCAL,California scorpionfish Southern California,23,2017,1995,2001,3056.4
CALSCORPSCAL,California scorpionfish Southern California,23,2017,1995,2002,2968.46
CALSCORPSCAL,California scorpionfish Southern California,23,2017,1995,2003,2875.48
CALSCORPSCAL,California scorpionfish Southern California,23,2017,1995,2004,2742.63
CALSCORPSCAL,California scorpionfish Southern California,23,2017,1995,2005,2608.17
CALSCORPSCAL,California scorpionfish Southern California,23,2017,1995,2006,2479.54
CALSCORPSCAL,California scorpionfish Southern California,23,2017,1995,2007,2306.33
CALSCORPSCAL,California scorpionfish Southern California,23,2017,1995,2008,2156.96
CALSCORPSCAL,California scorpionfish Southern California,23,2017,1995,2009,2047.95
CALSCORPSCAL,California scorpionfish Southern California,23,2017,1995,2010,1948.44
CALSCORPSCAL,California scorpionfish Southern California,23,2017,1995,2011,1869.84
CALSCORPSCAL,California scorpionfish Southern California,23,2017,1995,2012,1768.52
CALSCORPSCAL,California scorpionfish Southern California,23,2017,1995,2013,1630.7
CALSCORPSCAL,California scorpionfish Southern California,23,2017,1995,2014,1556.37
CALSCORPSCAL,California scorpionfish Southern California,23,2017,1995,2015,1534.81
CALSCORPSCAL,California scorpionfish Southern California,23,2017,1995,2016,1713.25
CALSCORPSCAL,California scorpionfish Southern California,23,2017,1995,2017,1915.22
CALSCORPSCAL,California scorpionfish Southern California,23,2017,1995,2018,1915.22
CALSCORPSCAL,California scorpionfish Southern California,23,2017,1995,2019,1915.22
CALSCORPSCAL,California scorpionfish Southern California,23,2017,1995,2020,1915.22
CAPENOR,Capelin Barents Sea,24,2018,1995,1995,193000
CAPENOR,Capelin Barents Sea,24,2018,1995,1996,503000
CAPENOR,Capelin Barents Sea,24,2018,1995,1997,909000
CAPENOR,Capelin Barents Sea,24,2018,1995,1998,2056000
CAPENOR,Capelin Barents Sea,24,2018,1995,1999,2775000
CAPENOR,Capelin Barents Sea,24,2018,1995,2000,4273000
CAPENOR,Capelin Barents Sea,24,2018,1995,2001,3630000
CAPENOR,Capelin Barents Sea,24,2018,1995,2002,2210000
CAPENOR,Capelin Barents Sea,24,2018,1995,2003,533000
CAPENOR,Capelin Barents Sea,24,2018,1995,2004,628000
CAPENOR,Capelin Barents Sea,24,2018,1995,2005,324000
CAPENOR,Capelin Barents Sea,24,2018,1995,2006,787000
CAPENOR,Capelin Barents Sea,24,2018,1995,2007,2119000
CAPENOR,Capelin Barents Sea,24,2018,1995,2008,4428000
CAPENOR,Capelin Barents Sea,24,2018,1995,2009,3765000
CAPENOR,Capelin Barents Sea,24,2018,1995,2010,3500000
CAPENOR,Capelin Barents Sea,24,2018,1995,2011,3707000
CAPENOR,Capelin Barents Sea,24,2018,1995,2012,3586000
CAPENOR,Capelin Barents Sea,24,2018,1995,2013,3956000
CAPENOR,Capelin Barents Sea,24,2018,1995,2014,1949000
CAPENOR,Capelin Barents Sea,24,2018,1995,2015,842000
CAPENOR,Capelin Barents Sea,24,2018,1995,2016,328000
CAPENOR,Capelin Barents Sea,24,2018,1995,2017,2506000
CAPENOR,Capelin Barents Sea,24,2018,1995,2018,1597000
CAPENOR,Capelin Barents Sea,24,2018,1995,2019,1597000
CAPENOR,Capelin Barents Sea,24,2018,1995,2020,1597000
CHAKESA,Shallow water cape hake South Africa,26,2020,1995,1995,699113
CHAKESA,Shallow water cape hake South Africa,26,2020,1995,1996,698655
CHAKESA,Shallow water cape hake South Africa,26,2020,1995,1997,688904
CHAKESA,Shallow water cape hake South Africa,26,2020,1995,1998,680003
CHAKESA,Shallow water cape hake South Africa,26,2020,1995,1999,667004
CHAKESA,Shallow water cape hake South Africa,26,2020,1995,2000,648557
CHAKESA,Shallow water cape hake South Africa,26,2020,1995,2001,617859
CHAKESA,Shallow water cape hake South Africa,26,2020,1995,2002,584110
CHAKESA,Shallow water cape hake South Africa,26,2020,1995,2003,556359
CHAKESA,Shallow water cape hake South Africa,26,2020,1995,2004,530378
CHAKESA,Shallow water cape hake South Africa,26,2020,1995,2005,509230
CHAKESA,Shallow water cape hake South Africa,26,2020,1995,2006,497923
CHAKESA,Shallow water cape hake South Africa,26,2020,1995,2007,491165
CHAKESA,Shallow water cape hake South Africa,26,2020,1995,2008,487740
CHAKESA,Shallow water cape hake South Africa,26,2020,1995,2009,490810
CHAKESA,Shallow water cape hake South Africa,26,2020,1995,2010,493159
CHAKESA,Shallow water cape hake South Africa,26,2020,1995,2011,499990
CHAKESA,Shallow water cape hake South Africa,26,2020,1995,2012,502295
CHAKESA,Shallow water cape hake South Africa,26,2020,1995,2013,514729
CHAKESA,Shallow water cape hake South Africa,26,2020,1995,2014,535214
CHAKESA,Shallow water cape hake South Africa,26,2020,1995,2015,554618
CHAKESA,Shallow water cape hake South Africa,26,2020,1995,2016,576931
CHAKESA,Shallow water cape hake South Africa,26,2020,1995,2017,596575
CHAKESA,Shallow water cape hake South Africa,26,2020,1995,2018,618733
CHAKESA,Shallow water cape hake South Africa,26,2020,1995,2019,639191
CHAKESA,Shallow water cape hake South Africa,26,2020,1995,2020,660767
CHERRCHVX,Chilean herring Central-Southern Chile,18,2012,1995,1995,960000
CHERRCHVX,Chilean herring Central-Southern Chile,18,2012,1995,1996,2500000
CHERRCHVX,Chilean herring Central-Southern Chile,18,2012,1995,1997,2020000
CHERRCHVX,Chilean herring Central-Southern Chile,18,2012,1995,1998,1520000
CHERRCHVX,Chilean herring Central-Southern Chile,18,2012,1995,1999,1080000
CHERRCHVX,Chilean herring Central-Southern Chile,18,2012,1995,2000,846000
CHERRCHVX,Chilean herring Central-Southern Chile,18,2012,1995,2001,748000
CHERRCHVX,Chilean herring Central-Southern Chile,18,2012,1995,2002,949000
CHERRCHVX,Chilean herring Central-Southern Chile,18,2012,1995,2003,957000
CHERRCHVX,Chilean herring Central-Southern Chile,18,2012,1995,2004,1270000
CHERRCHVX,Chilean herring Central-Southern Chile,18,2012,1995,2005,1320000
CHERRCHVX,Chilean herring Central-Southern Chile,18,2012,1995,2006,1710000
CHERRCHVX,Chilean herring Central-Southern Chile,18,2012,1995,2007,1530000
CHERRCHVX,Chilean herring Central-Southern Chile,18,2012,1995,2008,3730000
CHERRCHVX,Chilean herring Central-Southern Chile,18,2012,1995,2009,4250000
CHERRCHVX,Chilean herring Central-Southern Chile,18,2012,1995,2010,3130000
CHERRCHVX,Chilean herring Central-Southern Chile,18,2012,1995,2011,3770000
CHERRCHVX,Chilean herring Central-Southern Chile,18,2012,1995,2012,4190000
CHERRCHVX,Chilean herring Central-Southern Chile,18,2012,1995,2013,4190000
CHERRCHVX,Chilean herring Central-Southern Chile,18,2012,1995,2014,4190000
CHERRCHVX,Chilean herring Central-Southern Chile,18,2012,1995,2015,4190000
CHERRCHVX,Chilean herring Central-Southern Chile,18,2012,1995,2016,4190000
CHERRCHVX,Chilean herring Central-Southern Chile,18,2012,1995,2017,4190000
CHERRCHVX,Chilean herring Central-Southern Chile,18,2012,1995,2018,4190000
CHERRCHVX,Chilean herring Central-Southern Chile,18,2012,1995,2019,4190000
CHERRCHVX,Chilean herring Central-Southern Chile,18,2012,1995,2020,4190000
CHILISPCOAST,Chilipepper Southern Pacific Coast,23,2017,1995,1995,18323.9
CHILISPCOAST,Chilipepper Southern Pacific Coast,23,2017,1995,1996,17375.6
CHILISPCOAST,Chilipepper Southern Pacific Coast,23,2017,1995,1997,16271.6
CHILISPCOAST,Chilipepper Southern Pacific Coast,23,2017,1995,1998,14668
CHILISPCOAST,Chilipepper Southern Pacific Coast,23,2017,1995,1999,13439.9
CHILISPCOAST,Chilipepper Southern Pacific Coast,23,2017,1995,2000,13633.4
CHILISPCOAST,Chilipepper Southern Pacific Coast,23,2017,1995,2001,20628.4
CHILISPCOAST,Chilipepper Southern Pacific Coast,23,2017,1995,2002,26211.6
CHILISPCOAST,Chilipepper Southern Pacific Coast,23,2017,1995,2003,30878.9
CHILISPCOAST,Chilipepper Southern Pacific Coast,23,2017,1995,2004,34105.2
CHILISPCOAST,Chilipepper Southern Pacific Coast,23,2017,1995,2005,35974.9
CHILISPCOAST,Chilipepper Southern Pacific Coast,23,2017,1995,2006,36339.7
CHILISPCOAST,Chilipepper Southern Pacific Coast,23,2017,1995,2007,35457.2
CHILISPCOAST,Chilipepper Southern Pacific Coast,23,2017,1995,2008,33724.7
CHILISPCOAST,Chilipepper Southern Pacific Coast,23,2017,1995,2009,31788.1
CHILISPCOAST,Chilipepper Southern Pacific Coast,23,2017,1995,2010,29654.7
CHILISPCOAST,Chilipepper Southern Pacific Coast,23,2017,1995,2011,30044.7
CHILISPCOAST,Chilipepper Southern Pacific Coast,23,2017,1995,2012,31848.2
CHILISPCOAST,Chilipepper Southern Pacific Coast,23,2017,1995,2013,33242.4
CHILISPCOAST,Chilipepper Southern Pacific Coast,23,2017,1995,2014,34034.8
CHILISPCOAST,Chilipepper Southern Pacific Coast,23,2017,1995,2015,35205.6
CHILISPCOAST,Chilipepper Southern Pacific Coast,23,2017,1995,2016,37394.1
CHILISPCOAST,Chilipepper Southern Pacific Coast,23,2017,1995,2017,39163.2
CHILISPCOAST,Chilipepper Southern Pacific Coast,23,2017,1995,2018,39163.2
CHILISPCOAST,Chilipepper Southern Pacific Coast,23,2017,1995,2019,39163.2
CHILISPCOAST,Chilipepper Southern Pacific Coast,23,2017,1995,2020,39163.2
CHMACKNWA,Cunene horse mackerel North West Africa,16,2010,1995,1995,116000
CHMACKNWA,Cunene horse mackerel North West Africa,16,2010,1995,1996,100000
CHMACKNWA,Cunene horse mackerel North West Africa,16,2010,1995,1997,91200
CHMACKNWA,Cunene horse mackerel North West Africa,16,2010,1995,1998,92700
CHMACKNWA,Cunene horse mackerel North West Africa,16,2010,1995,1999,90400
CHMACKNWA,Cunene horse mackerel North West Africa,16,2010,1995,2000,135000
CHMACKNWA,Cunene horse mackerel North West Africa,16,2010,1995,2001,187000
CHMACKNWA,Cunene horse mackerel North West Africa,16,2010,1995,2002,186000
CHMACKNWA,Cunene horse mackerel North West Africa,16,2010,1995,2003,215000
CHMACKNWA,Cunene horse mackerel North West Africa,16,2010,1995,2004,250000
CHMACKNWA,Cunene horse mackerel North West Africa,16,2010,1995,2005,244000
CHMACKNWA,Cunene horse mackerel North West Africa,16,2010,1995,2006,217000
CHMACKNWA,Cunene horse mackerel North West Africa,16,2010,1995,2007,284000
CHMACKNWA,Cunene horse mackerel North West Africa,16,2010,1995,2008,369000
CHMACKNWA,Cunene horse mackerel North West Africa,16,2010,1995,2009,316000
CHMACKNWA,Cunene horse mackerel North West Africa,16,2010,1995,2010,253000
CHMACKNWA,Cunene horse mackerel North West Africa,16,2010,1995,2011,253000
CHMACKNWA,Cunene horse mackerel North West Africa,16,2010,1995,2012,253000
CHMACKNWA,Cunene horse mackerel North West Africa,16,2010,1995,2013,253000
CHMACKNWA,Cunene horse mackerel North West Africa,16,2010,1995,2014,253000
CHMACKNWA,Cunene horse mackerel North West Africa,16,2010,1995,2015,253000
CHMACKNWA,Cunene horse mackerel North West Africa,16,2010,1995,2016,253000
CHMACKNWA,Cunene horse mackerel North West Africa,16,2010,1995,2017,253000
CHMACKNWA,Cunene horse mackerel North West Africa,16,2010,1995,2018,253000
CHMACKNWA,Cunene horse mackerel North West Africa,16,2010,1995,2019,253000
CHMACKNWA,Cunene horse mackerel North West Africa,16,2010,1995,2020,253000
CHROCKCPCOAST,China rockfish Central Pacific Coast,21,2015,1995,1995,499
CHROCKCPCOAST,China rockfish Central Pacific Coast,21,2015,1995,1996,489
CHROCKCPCOAST,China rockfish Central Pacific Coast,21,2015,1995,1997,481
CHROCKCPCOAST,China rockfish Central Pacific Coast,21,2015,1995,1998,468
CHROCKCPCOAST,China rockfish Central Pacific Coast,21,2015,1995,1999,450
CHROCKCPCOAST,China rockfish Central Pacific Coast,21,2015,1995,2000,427
CHROCKCPCOAST,China rockfish Central Pacific Coast,21,2015,1995,2001,417
CHROCKCPCOAST,China rockfish Central Pacific Coast,21,2015,1995,2002,402
CHROCKCPCOAST,China rockfish Central Pacific Coast,21,2015,1995,2003,386
CHROCKCPCOAST,China rockfish Central Pacific Coast,21,2015,1995,2004,383
CHROCKCPCOAST,China rockfish Central Pacific Coast,21,2015,1995,2005,384
CHROCKCPCOAST,China rockfish Central Pacific Coast,21,2015,1995,2006,387
CHROCKCPCOAST,China rockfish Central Pacific Coast,21,2015,1995,2007,388
CHROCKCPCOAST,China rockfish Central Pacific Coast,21,2015,1995,2008,386
CHROCKCPCOAST,China rockfish Central Pacific Coast,21,2015,1995,2009,384
CHROCKCPCOAST,China rockfish Central Pacific Coast,21,2015,1995,2010,382
CHROCKCPCOAST,China rockfish Central Pacific Coast,21,2015,1995,2011,384
CHROCKCPCOAST,China rockfish Central Pacific Coast,21,2015,1995,2012,382
CHROCKCPCOAST,China rockfish Central Pacific Coast,21,2015,1995,2013,379
CHROCKCPCOAST,China rockfish Central Pacific Coast,21,2015,1995,2014,378
CHROCKCPCOAST,China rockfish Central Pacific Coast,21,2015,1995,2015,381
CHROCKCPCOAST,China rockfish Central Pacific Coast,21,2015,1995,2016,381
CHROCKCPCOAST,China rockfish Central Pacific Coast,21,2015,1995,2017,381
CHROCKCPCOAST,China rockfish Central Pacific Coast,21,2015,1995,2018,381
CHROCKCPCOAST,China rockfish Central Pacific Coast,21,2015,1995,2019,381
CHROCKCPCOAST,China rockfish Central Pacific Coast,21,2015,1995,2020,381
CHROCKNPCOAST,China rockfish Northern Pacific Coast,21,2015,1995,1995,178
CHROCKNPCOAST,China rockfish Northern Pacific Coast,21,2015,1995,1996,177
CHROCKNPCOAST,China rockfish Northern Pacific Coast,21,2015,1995,1997,177
CHROCKNPCOAST,China rockfish Northern Pacific Coast,21,2015,1995,1998,178
CHROCKNPCOAST,China rockfish Northern Pacific Coast,21,2015,1995,1999,179
CHROCKNPCOAST,China rockfish Northern Pacific Coast,21,2015,1995,2000,180
CHROCKNPCOAST,China rockfish Northern Pacific Coast,21,2015,1995,2001,180
CHROCKNPCOAST,China rockfish Northern Pacific Coast,21,2015,1995,2002,180
CHROCKNPCOAST,China rockfish Northern Pacific Coast,21,2015,1995,2003,181
CHROCKNPCOAST,China rockfish Northern Pacific Coast,21,2015,1995,2004,181
CHROCKNPCOAST,China rockfish Northern Pacific Coast,21,2015,1995,2005,182
CHROCKNPCOAST,China rockfish Northern Pacific Coast,21,2015,1995,2006,183
CHROCKNPCOAST,China rockfish Northern Pacific Coast,21,2015,1995,2007,183
CHROCKNPCOAST,China rockfish Northern Pacific Coast,21,2015,1995,2008,183
CHROCKNPCOAST,China rockfish Northern Pacific Coast,21,2015,1995,2009,183
CHROCKNPCOAST,China rockfish Northern Pacific Coast,21,2015,1995,2010,183
CHROCKNPCOAST,China rockfish Northern Pacific Coast,21,2015,1995,2011,183
CHROCKNPCOAST,China rockfish Northern Pacific Coast,21,2015,1995,2012,183
CHROCKNPCOAST,China rockfish Northern Pacific Coast,21,2015,1995,2013,183
CHROCKNPCOAST,China rockfish Northern Pacific Coast,21,2015,1995,2014,183
CHROCKNPCOAST,China rockfish Northern Pacific Coast,21,2015,1995,2015,183
CHROCKNPCOAST,China rockfish Northern Pacific Coast,21,2015,1995,2016,183
CHROCKNPCOAST,China rockfish Northern Pacific Coast,21,2015,1995,2017,183
CHROCKNPCOAST,China rockfish Northern Pacific Coast,21,2015,1995,2018,183
CHROCKNPCOAST,China rockfish Northern Pacific Coast,21,2015,1995,2019,183
CHROCKNPCOAST,China rockfish Northern Pacific Coast,21,2015,1995,2020,183
CHROCKSPCOAST,China rockfish Southern Pacific Coast,21,2015,1995,1995,224
CHROCKSPCOAST,China rockfish Southern Pacific Coast,21,2015,1995,1996,208
CHROCKSPCOAST,China rockfish Southern Pacific Coast,21,2015,1995,1997,203
CHROCKSPCOAST,China rockfish Southern Pacific Coast,21,2015,1995,1998,195
CHROCKSPCOAST,China rockfish Southern Pacific Coast,21,2015,1995,1999,202
CHROCKSPCOAST,China rockfish Southern Pacific Coast,21,2015,1995,2000,206
CHROCKSPCOAST,China rockfish Southern Pacific Coast,21,2015,1995,2001,209
CHROCKSPCOAST,China rockfish Southern Pacific Coast,21,2015,1995,2002,212
CHROCKSPCOAST,China rockfish Southern Pacific Coast,21,2015,1995,2003,215
CHROCKSPCOAST,China rockfish Southern Pacific Coast,21,2015,1995,2004,219
CHROCKSPCOAST,China rockfish Southern Pacific Coast,21,2015,1995,2005,229
CHROCKSPCOAST,China rockfish Southern Pacific Coast,21,2015,1995,2006,234
CHROCKSPCOAST,China rockfish Southern Pacific Coast,21,2015,1995,2007,241
CHROCKSPCOAST,China rockfish Southern Pacific Coast,21,2015,1995,2008,248
CHROCKSPCOAST,China rockfish Southern Pacific Coast,21,2015,1995,2009,253
CHROCKSPCOAST,China rockfish Southern Pacific Coast,21,2015,1995,2010,253
CHROCKSPCOAST,China rockfish Southern Pacific Coast,21,2015,1995,2011,254
CHROCKSPCOAST,China rockfish Southern Pacific Coast,21,2015,1995,2012,259
CHROCKSPCOAST,China rockfish Southern Pacific Coast,21,2015,1995,2013,264
CHROCKSPCOAST,China rockfish Southern Pacific Coast,21,2015,1995,2014,272
CHROCKSPCOAST,China rockfish Southern Pacific Coast,21,2015,1995,2015,280
CHROCKSPCOAST,China rockfish Southern Pacific Coast,21,2015,1995,2016,280
CHROCKSPCOAST,China rockfish Southern Pacific Coast,21,2015,1995,2017,280
CHROCKSPCOAST,China rockfish Southern Pacific Coast,21,2015,1995,2018,280
CHROCKSPCOAST,China rockfish Southern Pacific Coast,21,2015,1995,2019,280
CHROCKSPCOAST,China rockfish Southern Pacific Coast,21,2015,1995,2020,280
CHSQUIDSA,Cape Hope squid South Africa,22,2016,1995,1995,34328
CHSQUIDSA,Cape Hope squid South Africa,22,2016,1995,1996,34400
CHSQUIDSA,Cape Hope squid South Africa,22,2016,1995,1997,30783
